type,label,volume_m^3,volume_mm^3
corridor,corridor.488,2.2942920536917195e-05,22942.920536917198
corridor,corridor.489,3.999996379017643e-06,3999.996379017643
corridor,corridor.490,2.771418354494634e-05,27714.18354494634
corridor,corridor.491,1.2150005076549594e-06,1215.0005076549594
corridor,corridor.492,2.4000013664365222e-06,2400.001366436523
corridor,corridor.493,3.179691085436851e-05,31796.91085436851
corridor,corridor.494,2.2942920536917195e-05,22942.920536917198
anatomical structure,VHFHeart__{interventricular septum},65894534659303.125,65894.53465930313
anatomical structure,VHFHeart__{heart right ventricle},78714755724868.67,78714.75572486868
anatomical structure,VHFHeart__{Posteromedial head of posterior papillary muscle of left ventricle},4401498768462.402,4401.498768462402
anatomical structure,VHFHeart__{heart left ventricle},229312780188264.6,229312.7801882646
anatomical structure,VHMHeart__{heart left ventricle},121604207027421.1,121604.2070274211
anatomical structure,VHMHeart__{interventricular septum},28091876066633.1,28091.8760666331
anatomical structure,VHMHeart__{heart right ventricle},73988453219485.84,73988.45321948585
anatomical structure,VHMLung__{Right Lateral Bronchopulmonary Segment},162410678388732.8,162410.6783887328
anatomical structure,VHMLung__{Lateral segmental bronchus},665072032346.1572,665.0720323461572
anatomical structure,VHMHeart__{left cardiac atrium},31346063682031.3,31346.0636820313
anatomical structure,VHFLung__{Lateral segmental bronchus},588975489578.9944,588.9754895789944
anatomical structure,VHFLung__{Right Medial Bronchopulmonary Segment},149921388839267.4,149921.3888392674
anatomical structure,VHFLung__{Right Lateral Bronchopulmonary Segment},83916230589802.14,83916.23058980214
anatomical structure,VHFHeart__{right cardiac atrium},33225901344535.39,33225.90134453539
anatomical structure,VHFHeart__{left cardiac atrium},18115968468297.85,18115.96846829785
anatomical structure,VHMProstate__{central zone of prostate},1846379700236.673,1846.379700236673
anatomical structure,VHMProstate__{central zone of prostate},1753812347120.709,1753.812347120709
anatomical structure,VHMProstate__{peripheral zone of prostate},4502338753224.233,4502.338753224233
anatomical structure,VHMProstate__{peripheral zone of prostate},4398494894308.655,4398.494894308656
anatomical structure,VHMHeart__{right cardiac atrium},27714917111574.88,27714.91711157488
anatomical structure,VHMLung__{Left apical bronchopulmonary segment},174591388590034.38,174591.3885900344
anatomical structure,VHFRightMammaryGland__{Interlobar adipose tissue of right mammary gland},726890711456173.8,726890.7114561738
anatomical structure,VHMSkin__{skin of body},2109804442245849.8,2109804.44224585
anatomical structure,VHFLeftKidney__{hilum of kidney},8361985667661.724,8361.985667661724
anatomical structure,VHFLeftKidney__{renal column},72301894368802.86,72301.89436880287
anatomical structure,VHFLeftKidney__{renal pyramid},5407315100123.256,5407.315100123255
anatomical structure,VHMLeftKidney__{renal column},39325429003743.78,39325.42900374378
anatomical structure,VHMLeftKidney__{hilum of kidney},7937076400845.168,7937.076400845168
anatomical structure,VHMLeftKidney__{outer cortex of kidney},119897300620421.8,119897.3006204218
anatomical structure,VHMLeftKidney__{renal pyramid},3093172890672.9507,3093.172890672951
anatomical structure,VHMLeftKidney__{renal pyramid},2112787327093.366,2112.787327093366
anatomical structure,VHMLeftKidney__{renal papilla},29417921736.04161,29.41792173604161
anatomical structure,VHMLung__{Right Medial Bronchopulmonary Segment},229964967376884.0,229964.967376884
anatomical structure,VHMRightKidney__{renal pyramid},1911796734311.431,1911.796734311431
anatomical structure,VHMRightKidney__{renal papilla},32276429899.249123,32.27642989924912
anatomical structure,VHMLeftKidney__{renal pyramid},6220839356878.388,6220.839356878388
anatomical structure,VHFRightKidney__{renal pyramid},3490234642146.623,3490.234642146623
anatomical structure,VHFRightKidney__{outer cortex of kidney},84566483452032.9,84566.4834520329
anatomical structure,VHMSpleen__{hilum of spleen},-2141310918529.7397,-2141.31091852974
anatomical structure,VHMSpleen__{diaphragmatic surface of spleen},351944176609930.56,351944.1766099306
anatomical structure,VHFSpleen__{diaphragmatic surface of spleen},205977289518153.4,205977.2895181534
anatomical structure,VHFSpleen__{hilum of spleen},-5207644024667.68,-5207.644024667679
anatomical structure,VHMLeftKidney__{renal pyramid},3429408867042.448,3429.408867042448
anatomical structure,VHFUrinaryBladder__{fundus of urinary bladder},35987904350213.68,35987.90435021368
anatomical structure,VHFRightKidney__{renal column},52318486980407.625,52318.48698040762
anatomical structure,VHFRightKidney__{renal pyramid},2260911816312.626,2260.911816312626
anatomical structure,VHFLeftKidney__{outer cortex of kidney},132321256431672.69,132321.2564316727
anatomical structure,VHMRightKidney__{outer cortex of kidney},109924984516942.2,109924.9845169422
anatomical structure,VHMRightKidney__{renal pyramid},4454755408253.576,4454.755408253576
anatomical structure,VHFSkin__{skin of body},1833227326257925.0,1833227.326257925
anatomical structure,VHFLeftKidney__{renal pyramid},2480147640557.51,2480.14764055751
anatomical structure,VHFLeftKidney__{renal pyramid},2673250952813.289,2673.250952813289
anatomical structure,VHFLeftKidney__{renal pyramid},2149598320977.0151,2149.598320977015
anatomical structure,VHFRightKidney__{kidney capsule},10055261678806.38,10055.26167880638
anatomical structure,VHFLeftKidney__{renal pyramid},8149503114147.05,8149.50311414705
anatomical structure,VHFLeftKidney__{renal pyramid},2896476303276.3037,2896.476303276304
anatomical structure,VHFLargeIntestine__{descending colon},140721864330225.1,140721.8643302251
anatomical structure,VHMLeftKidney__{kidney capsule},6251962236821.093,6251.962236821093
anatomical structure,VHFRightKidney__{renal pyramid},1702388656051.42,1702.38865605142
anatomical structure,VHFLeftKidney__{kidney capsule},12774602162782.459,12774.60216278246
anatomical structure,VHMLargeIntestine__{transverse colon},364972613965158.5,364972.6139651585
anatomical structure,VHMLiver__{gastric impression of liver},-15866732228936.04,-15866.73222893604
anatomical structure,VHMLiver__{diaphragmatic surface of liver},577734647991747.4,577734.6479917474
anatomical structure,VHMLiver__{capsule of the liver},74440507785335.08,74440.50778533508
anatomical structure,VHFUrinaryBladder__{fundus of urinary bladder},9186005478973.67,9186.00547897367
anatomical structure,VHMSmallIntestine__{distal part of ileum},14601443211038.08,14601.44321103808
anatomical structure,VHMSmallIntestine__{horizontal part of duodenum},10554937142321.67,10554.93714232167
anatomical structure,VHMSmallIntestine__{ascending part of duodenum},7109889886530.647,7109.889886530647
anatomical structure,VHFLeftUreter__{left ureter},668665959793.9507,668.6659597939507
anatomical structure,VHMSmallIntestine__{jejunum},194372076577062.7,194372.0765770627
anatomical structure,VHMSmallIntestine__{descending part of duodenum},10111838130595.799,10111.8381305958
anatomical structure,VHMLargeIntestine__{ascending colon},238660629425322.2,238660.6294253222
anatomical structure,VHFLargeIntestine__{caecum},31765153707545.348,31765.15370754535
anatomical structure,VHFLargeIntestine__{ascending colon},46838664918029.95,46838.66491802995
anatomical structure,VHMLargeIntestine__{descending colon},119090412652651.7,119090.4126526517
anatomical structure,VHFSmallIntestine__{distal part of ileum},4170360444862.8096,4170.360444862809
anatomical structure,VHFSmallIntestine__{ileum},48943483767224.76,48943.48376722476
anatomical structure,VHMLargeIntestine__{sigmoid colon},80118306157792.69,80118.30615779269
anatomical structure,VHMLargeIntestine__{rectum},55500598721393.51,55500.59872139351
anatomical structure,VHFSmallIntestine__{ascending part of duodenum},2636943136977.779,2636.943136977779
anatomical structure,VHFSmallIntestine__{horizontal part of duodenum},4974074167058.988,4974.074167058989
anatomical structure,VHFLargeIntestine__{transverse colon},171672241793518.4,171672.2417935184
anatomical structure,VHFSmallIntestine__{jejunum},32188427101084.68,32188.42710108468
anatomical structure,VHMLeftUreter__{left ureter},1685799761697.9502,1685.79976169795
anatomical structure,VHFSmallIntestine__{superior part of duodenum},6614696747237.638,6614.696747237637
anatomical structure,VHFSmallIntestine__{descending part of duodenum},4498965831563.49,4498.965831563491
anatomical structure,VHFLargeIntestine__{sigmoid colon},30343709589328.16,30343.70958932816
anatomical structure,VHMUrinaryBladder__{fundus of urinary bladder},2415219825229.625,2415.219825229625
