source,target,source_id_lab,target_id_lab,weight,weight_recs,weight_tfidf
9,19,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:cycling-ta,1,1,0.022711017
9,20,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:dc,1,1,0.011661586
9,21,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:endothelial,1,1,0.066221725
9,22,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:enterocyte,1,1,0.235225133
9,23,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:goblet,1,1,0.03418926
9,24,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:icc,1,1,0.006275395
9,25,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:lymphatic,1,1,0.022591775
9,26,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:m1-macrophage,1,1,0.004742972
9,27,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:m2-macrophage,1,1,0.039905657
9,28,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:muc1-enterocyte,1,1,0.003716629
9,29,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:nerve,1,1,0.029525643
9,30,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:neuroendocrine,1,1,0.004267515
9,31,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:neutrophil,1,1,0.00872811
9,32,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:nk,1,1,0.001375998
9,33,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:paneth,1,1,0.019826496
9,34,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:plasma,1,1,0.02910056
9,35,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:smooth-muscle,1,1,0.118388703
9,36,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:stroma,1,1,0.065228192
9,37,FMA:14930 Ascending part of Duodenum,ASCTB-TEMP:ta,1,1,0.013146115
10,13,FMA:14966 Distal part of Ileum,ASCTB-TEMP:b,1,1,0.016428655
10,14,FMA:14966 Distal part of Ileum,ASCTB-TEMP:cd4-t-cell,1,1,0.038627471
10,15,FMA:14966 Distal part of Ileum,ASCTB-TEMP:cd57-enterocyte,1,1,0.000104742
10,16,FMA:14966 Distal part of Ileum,ASCTB-TEMP:cd66-enterocyte,1,1,0.005336021
10,17,FMA:14966 Distal part of Ileum,ASCTB-TEMP:cd7-immune,1,1,0.001479857
10,18,FMA:14966 Distal part of Ileum,ASCTB-TEMP:cd8-t,1,1,0.065666274
10,19,FMA:14966 Distal part of Ileum,ASCTB-TEMP:cycling-ta,1,1,0.022638184
10,20,FMA:14966 Distal part of Ileum,ASCTB-TEMP:dc,1,1,0.009461171
10,21,FMA:14966 Distal part of Ileum,ASCTB-TEMP:endothelial,1,1,0.062073605
10,22,FMA:14966 Distal part of Ileum,ASCTB-TEMP:enterocyte,1,1,0.177006251
10,23,FMA:14966 Distal part of Ileum,ASCTB-TEMP:goblet,1,1,0.051379214
10,24,FMA:14966 Distal part of Ileum,ASCTB-TEMP:icc,1,1,0.006960412
10,25,FMA:14966 Distal part of Ileum,ASCTB-TEMP:lymphatic,1,1,0.029538527
10,26,FMA:14966 Distal part of Ileum,ASCTB-TEMP:m1-macrophage,1,1,0.004925147
10,27,FMA:14966 Distal part of Ileum,ASCTB-TEMP:m2-macrophage,1,1,0.044165528
10,28,FMA:14966 Distal part of Ileum,ASCTB-TEMP:muc1-enterocyte,1,1,0.001684779
10,29,FMA:14966 Distal part of Ileum,ASCTB-TEMP:nerve,1,1,0.025560253
10,30,FMA:14966 Distal part of Ileum,ASCTB-TEMP:neuroendocrine,1,1,0.004799513
10,31,FMA:14966 Distal part of Ileum,ASCTB-TEMP:neutrophil,1,1,0.003570878
10,32,FMA:14966 Distal part of Ileum,ASCTB-TEMP:nk,1,1,0.001565063
10,33,FMA:14966 Distal part of Ileum,ASCTB-TEMP:paneth,1,1,0.056298468
10,34,FMA:14966 Distal part of Ileum,ASCTB-TEMP:plasma,1,1,0.028165598
10,35,FMA:14966 Distal part of Ileum,ASCTB-TEMP:smooth-muscle,1,1,0.122928518
10,36,FMA:14966 Distal part of Ileum,ASCTB-TEMP:stroma,1,1,0.083988342
10,37,FMA:14966 Distal part of Ileum,ASCTB-TEMP:ta,1,1,0.019002551
0,13,UBERON:0001052 Rectum,ASCTB-TEMP:b,1,1,0.014927654
0,14,UBERON:0001052 Rectum,ASCTB-TEMP:cd4-t-cell,1,1,0.032941436
0,15,UBERON:0001052 Rectum,ASCTB-TEMP:cd57-enterocyte,1,1,0.000251494
0,16,UBERON:0001052 Rectum,ASCTB-TEMP:cd66-enterocyte,1,1,0.02590387
0,17,UBERON:0001052 Rectum,ASCTB-TEMP:cd7-immune,1,1,0.001589953
0,18,UBERON:0001052 Rectum,ASCTB-TEMP:cd8-t,1,1,0.024313917
0,19,UBERON:0001052 Rectum,ASCTB-TEMP:cycling-ta,1,1,0.021070072
0,20,UBERON:0001052 Rectum,ASCTB-TEMP:dc,1,1,0.014897816
0,21,UBERON:0001052 Rectum,ASCTB-TEMP:endothelial,1,1,0.05006007
0,22,UBERON:0001052 Rectum,ASCTB-TEMP:enterocyte,1,1,0.048630891
0,23,UBERON:0001052 Rectum,ASCTB-TEMP:goblet,1,1,0.06669703
0,24,UBERON:0001052 Rectum,ASCTB-TEMP:icc,1,1,0.005099006
0,25,UBERON:0001052 Rectum,ASCTB-TEMP:lymphatic,1,1,0.021922594
0,26,UBERON:0001052 Rectum,ASCTB-TEMP:m1-macrophage,1,1,0.005179069
0,27,UBERON:0001052 Rectum,ASCTB-TEMP:m2-macrophage,1,1,0.042250972
0,28,UBERON:0001052 Rectum,ASCTB-TEMP:muc1-enterocyte,1,1,0.00580141
0,29,UBERON:0001052 Rectum,ASCTB-TEMP:nerve,1,1,0.024509997
0,30,UBERON:0001052 Rectum,ASCTB-TEMP:neuroendocrine,1,1,0.00415178
0,31,UBERON:0001052 Rectum,ASCTB-TEMP:neutrophil,1,1,0.003439925
0,32,UBERON:0001052 Rectum,ASCTB-TEMP:nk,1,1,0.00148765
0,33,UBERON:0001052 Rectum,ASCTB-TEMP:paneth,1,1,0.000981325
0,34,UBERON:0001052 Rectum,ASCTB-TEMP:plasma,1,1,0.039075329
0,35,UBERON:0001052 Rectum,ASCTB-TEMP:smooth-muscle,1,1,0.18806201
0,36,UBERON:0001052 Rectum,ASCTB-TEMP:stroma,1,1,0.088717664
0,37,UBERON:0001052 Rectum,ASCTB-TEMP:ta,1,1,0.028299619
1,13,UBERON:0001153 Caecum,ASCTB-TEMP:b,1,1,0.008854888
1,14,UBERON:0001153 Caecum,ASCTB-TEMP:cd4-t-cell,1,1,0.0372927
1,15,UBERON:0001153 Caecum,ASCTB-TEMP:cd57-enterocyte,1,1,2.12858E-05
1,16,UBERON:0001153 Caecum,ASCTB-TEMP:cd66-enterocyte,1,1,0.030289676
1,17,UBERON:0001153 Caecum,ASCTB-TEMP:cd7-immune,1,1,0.001277147
1,18,UBERON:0001153 Caecum,ASCTB-TEMP:cd8-t,1,1,0.034589405
1,19,UBERON:0001153 Caecum,ASCTB-TEMP:cycling-ta,1,1,0.03850599
1,20,UBERON:0001153 Caecum,ASCTB-TEMP:dc,1,1,0.012750187
1,21,UBERON:0001153 Caecum,ASCTB-TEMP:endothelial,1,1,0.053597613
1,22,UBERON:0001153 Caecum,ASCTB-TEMP:enterocyte,1,1,0.058279002
1,23,UBERON:0001153 Caecum,ASCTB-TEMP:goblet,1,1,0.07988556
1,24,UBERON:0001153 Caecum,ASCTB-TEMP:icc,1,1,0.005908287
1,25,UBERON:0001153 Caecum,ASCTB-TEMP:lymphatic,1,1,0.02122193
1,26,UBERON:0001153 Caecum,ASCTB-TEMP:m1-macrophage,1,1,0.001937007
1,27,UBERON:0001153 Caecum,ASCTB-TEMP:m2-macrophage,1,1,0.039208421
1,28,UBERON:0001153 Caecum,ASCTB-TEMP:muc1-enterocyte,1,1,0.009514747
1,29,UBERON:0001153 Caecum,ASCTB-TEMP:nerve,1,1,0.014516907
1,30,UBERON:0001153 Caecum,ASCTB-TEMP:neuroendocrine,1,1,0.002767152
1,31,UBERON:0001153 Caecum,ASCTB-TEMP:neutrophil,1,1,0.004065585
1,32,UBERON:0001153 Caecum,ASCTB-TEMP:nk,1,1,0.001639006
1,33,UBERON:0001153 Caecum,ASCTB-TEMP:paneth,1,1,0.000611898
1,34,UBERON:0001153 Caecum,ASCTB-TEMP:plasma,1,1,0.058280486
1,35,UBERON:0001153 Caecum,ASCTB-TEMP:smooth-muscle,1,1,0.097531478
1,36,UBERON:0001153 Caecum,ASCTB-TEMP:stroma,1,1,0.09231646
1,37,UBERON:0001153 Caecum,ASCTB-TEMP:ta,1,1,0.026256952
2,13,UBERON:0001156 Ascending Colon,ASCTB-TEMP:b,1,1,0.008943203
2,14,UBERON:0001156 Ascending Colon,ASCTB-TEMP:cd4-t-cell,1,1,0.035712016
2,15,UBERON:0001156 Ascending Colon,ASCTB-TEMP:cd57-enterocyte,1,1,0.000138764
2,16,UBERON:0001156 Ascending Colon,ASCTB-TEMP:cd66-enterocyte,1,1,0.032068585
2,17,UBERON:0001156 Ascending Colon,ASCTB-TEMP:cd7-immune,1,1,0.001156969
2,18,UBERON:0001156 Ascending Colon,ASCTB-TEMP:cd8-t,1,1,0.035294663
2,19,UBERON:0001156 Ascending Colon,ASCTB-TEMP:cycling-ta,1,1,0.033155067
2,20,UBERON:0001156 Ascending Colon,ASCTB-TEMP:dc,1,1,0.013396103
2,21,UBERON:0001156 Ascending Colon,ASCTB-TEMP:endothelial,1,1,0.05481977
2,22,UBERON:0001156 Ascending Colon,ASCTB-TEMP:enterocyte,1,1,0.059819265
2,23,UBERON:0001156 Ascending Colon,ASCTB-TEMP:goblet,1,1,0.0626221
2,24,UBERON:0001156 Ascending Colon,ASCTB-TEMP:icc,1,1,0.00582696
2,25,UBERON:0001156 Ascending Colon,ASCTB-TEMP:lymphatic,1,1,0.021637222
2,26,UBERON:0001156 Ascending Colon,ASCTB-TEMP:m1-macrophage,1,1,0.005007259
2,27,UBERON:0001156 Ascending Colon,ASCTB-TEMP:m2-macrophage,1,1,0.036524016
2,28,UBERON:0001156 Ascending Colon,ASCTB-TEMP:muc1-enterocyte,1,1,0.009145012
2,29,UBERON:0001156 Ascending Colon,ASCTB-TEMP:nerve,1,1,0.02075054
2,30,UBERON:0001156 Ascending Colon,ASCTB-TEMP:neuroendocrine,1,1,0.003173323
2,31,UBERON:0001156 Ascending Colon,ASCTB-TEMP:neutrophil,1,1,0.005225953
2,32,UBERON:0001156 Ascending Colon,ASCTB-TEMP:nk,1,1,0.001546834
2,33,UBERON:0001156 Ascending Colon,ASCTB-TEMP:paneth,1,1,0.000689072
2,34,UBERON:0001156 Ascending Colon,ASCTB-TEMP:plasma,1,1,0.051679616
2,35,UBERON:0001156 Ascending Colon,ASCTB-TEMP:smooth-muscle,1,1,0.131509973
2,36,UBERON:0001156 Ascending Colon,ASCTB-TEMP:stroma,1,1,0.08358916
2,37,UBERON:0001156 Ascending Colon,ASCTB-TEMP:ta,1,1,0.02493151
3,13,UBERON:0001157 Transverse Colon,ASCTB-TEMP:b,1,1,0.004749188
3,14,UBERON:0001157 Transverse Colon,ASCTB-TEMP:cd4-t-cell,1,1,0.02986212
3,15,UBERON:0001157 Transverse Colon,ASCTB-TEMP:cd57-enterocyte,1,1,0.00016391
3,16,UBERON:0001157 Transverse Colon,ASCTB-TEMP:cd66-enterocyte,1,1,0.037258178
3,17,UBERON:0001157 Transverse Colon,ASCTB-TEMP:cd7-immune,1,1,0.001003814
3,18,UBERON:0001157 Transverse Colon,ASCTB-TEMP:cd8-t,1,1,0.024836174
3,19,UBERON:0001157 Transverse Colon,ASCTB-TEMP:cycling-ta,1,1,0.023883627
3,20,UBERON:0001157 Transverse Colon,ASCTB-TEMP:dc,1,1,0.011173601
3,21,UBERON:0001157 Transverse Colon,ASCTB-TEMP:endothelial,1,1,0.060274378
3,22,UBERON:0001157 Transverse Colon,ASCTB-TEMP:enterocyte,1,1,0.051492561
3,23,UBERON:0001157 Transverse Colon,ASCTB-TEMP:goblet,1,1,0.047287849
3,24,UBERON:0001157 Transverse Colon,ASCTB-TEMP:icc,1,1,0.008389193
3,25,UBERON:0001157 Transverse Colon,ASCTB-TEMP:lymphatic,1,1,0.025644135
3,26,UBERON:0001157 Transverse Colon,ASCTB-TEMP:m1-macrophage,1,1,0.007588655
3,27,UBERON:0001157 Transverse Colon,ASCTB-TEMP:m2-macrophage,1,1,0.051612028
3,28,UBERON:0001157 Transverse Colon,ASCTB-TEMP:muc1-enterocyte,1,1,0.005642824
3,29,UBERON:0001157 Transverse Colon,ASCTB-TEMP:nerve,1,1,0.033420814
3,30,UBERON:0001157 Transverse Colon,ASCTB-TEMP:neuroendocrine,1,1,0.002583425
3,31,UBERON:0001157 Transverse Colon,ASCTB-TEMP:neutrophil,1,1,0.003923458
3,32,UBERON:0001157 Transverse Colon,ASCTB-TEMP:nk,1,1,0.001257608
3,33,UBERON:0001157 Transverse Colon,ASCTB-TEMP:paneth,1,1,0.002032959
3,34,UBERON:0001157 Transverse Colon,ASCTB-TEMP:plasma,1,1,0.038835903
3,35,UBERON:0001157 Transverse Colon,ASCTB-TEMP:smooth-muscle,1,1,0.159570961
3,36,UBERON:0001157 Transverse Colon,ASCTB-TEMP:stroma,1,1,0.100168341
3,37,UBERON:0001157 Transverse Colon,ASCTB-TEMP:ta,1,1,0.023417797
4,13,UBERON:0001158 Descending Colon,ASCTB-TEMP:b,1,1,0.030336974
4,14,UBERON:0001158 Descending Colon,ASCTB-TEMP:cd4-t-cell,1,1,0.044206491
4,15,UBERON:0001158 Descending Colon,ASCTB-TEMP:cd57-enterocyte,1,1,8.78005E-05
4,16,UBERON:0001158 Descending Colon,ASCTB-TEMP:cd66-enterocyte,1,1,0.027542712
4,17,UBERON:0001158 Descending Colon,ASCTB-TEMP:cd7-immune,1,1,0.001287316
4,18,UBERON:0001158 Descending Colon,ASCTB-TEMP:cd8-t,1,1,0.031117242
4,19,UBERON:0001158 Descending Colon,ASCTB-TEMP:cycling-ta,1,1,0.05139685
4,20,UBERON:0001158 Descending Colon,ASCTB-TEMP:dc,1,1,0.014646701
4,21,UBERON:0001158 Descending Colon,ASCTB-TEMP:endothelial,1,1,0.050945201
4,22,UBERON:0001158 Descending Colon,ASCTB-TEMP:enterocyte,1,1,0.063971432
4,23,UBERON:0001158 Descending Colon,ASCTB-TEMP:goblet,1,1,0.075322874
4,24,UBERON:0001158 Descending Colon,ASCTB-TEMP:icc,1,1,0.005402235
4,25,UBERON:0001158 Descending Colon,ASCTB-TEMP:lymphatic,1,1,0.017872934
4,26,UBERON:0001158 Descending Colon,ASCTB-TEMP:m1-macrophage,1,1,0.005713073
4,27,UBERON:0001158 Descending Colon,ASCTB-TEMP:m2-macrophage,1,1,0.032180161
4,28,UBERON:0001158 Descending Colon,ASCTB-TEMP:muc1-enterocyte,1,1,0.005379105
4,29,UBERON:0001158 Descending Colon,ASCTB-TEMP:nerve,1,1,0.025288113
4,30,UBERON:0001158 Descending Colon,ASCTB-TEMP:neuroendocrine,1,1,0.005239626
4,31,UBERON:0001158 Descending Colon,ASCTB-TEMP:neutrophil,1,1,0.002840251
4,32,UBERON:0001158 Descending Colon,ASCTB-TEMP:nk,1,1,0.001221853
4,33,UBERON:0001158 Descending Colon,ASCTB-TEMP:paneth,1,1,0.000819194
4,34,UBERON:0001158 Descending Colon,ASCTB-TEMP:plasma,1,1,0.042411901
4,35,UBERON:0001158 Descending Colon,ASCTB-TEMP:smooth-muscle,1,1,0.111574362
4,36,UBERON:0001158 Descending Colon,ASCTB-TEMP:stroma,1,1,0.060196424
4,37,UBERON:0001158 Descending Colon,ASCTB-TEMP:ta,1,1,0.036516661
5,13,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:b,1,1,0.007543086
5,14,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:cd4-t-cell,1,1,0.021679142
5,15,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:cd57-enterocyte,1,1,0.000159715
5,16,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:cd66-enterocyte,1,1,0.027207166
5,17,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:cd7-immune,1,1,0.000919526
5,18,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:cd8-t,1,1,0.017070994
5,19,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:cycling-ta,1,1,0.022016215
5,20,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:dc,1,1,0.013495209
5,21,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:endothelial,1,1,0.057627979
5,22,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:enterocyte,1,1,0.039547456
5,23,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:goblet,1,1,0.037390705
5,24,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:icc,1,1,0.005138955
5,25,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:lymphatic,1,1,0.030866537
5,26,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:m1-macrophage,1,1,0.00282731
5,27,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:m2-macrophage,1,1,0.061660616
5,28,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:muc1-enterocyte,1,1,0.010101918
5,29,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:nerve,1,1,0.03106194
5,30,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:neuroendocrine,1,1,0.002743927
5,31,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:neutrophil,1,1,0.016009162
5,32,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:nk,1,1,0.001434508
5,33,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:paneth,1,1,0.000744005
5,34,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:plasma,1,1,0.021994682
5,35,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:smooth-muscle,1,1,0.207880371
5,36,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:stroma,1,1,0.109532074
5,37,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:ta,1,1,0.028319799
11,13,UBERON:0002115 Jejunum,ASCTB-TEMP:b,1,1,0.000582724
11,14,UBERON:0002115 Jejunum,ASCTB-TEMP:cd4-t-cell,1,1,0.042420731
11,15,UBERON:0002115 Jejunum,ASCTB-TEMP:cd57-enterocyte,1,1,0.000300624
11,16,UBERON:0002115 Jejunum,ASCTB-TEMP:cd66-enterocyte,1,1,0.008730725
11,17,UBERON:0002115 Jejunum,ASCTB-TEMP:cd7-immune,1,1,0.002176273
11,18,UBERON:0002115 Jejunum,ASCTB-TEMP:cd8-t,1,1,0.088223175
11,19,UBERON:0002115 Jejunum,ASCTB-TEMP:cycling-ta,1,1,0.065944361
11,20,UBERON:0002115 Jejunum,ASCTB-TEMP:dc,1,1,0.010199681
11,21,UBERON:0002115 Jejunum,ASCTB-TEMP:endothelial,1,1,0.058766487
11,22,UBERON:0002115 Jejunum,ASCTB-TEMP:enterocyte,1,1,0.248182195
11,23,UBERON:0002115 Jejunum,ASCTB-TEMP:goblet,1,1,0.040280049
11,24,UBERON:0002115 Jejunum,ASCTB-TEMP:icc,1,1,0.003958275
11,25,UBERON:0002115 Jejunum,ASCTB-TEMP:lymphatic,1,1,0.024547819
11,26,UBERON:0002115 Jejunum,ASCTB-TEMP:m1-macrophage,1,1,0.003856992
11,27,UBERON:0002115 Jejunum,ASCTB-TEMP:m2-macrophage,1,1,0.031476749
