,organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,node_type,glb file of single organs,Ref/1,Ref/1/ID
5257,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-b3-ipan-,Branch B3 (IPAN),7.260000000000001,0.001193485149247292,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5258,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pdc,pDC,7.26,0.001193485149247291,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5259,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pdc,pDC,7.26,0.001193485149247291,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5260,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lti-like-ncr-ilc3,LTi-like NCR- ILC3,6.930000000000001,0.001139235824281506,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5261,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lti-like-ncr-ilc3,LTi-like NCR- ILC3,6.930000000000001,0.001139235824281506,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5262,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec2-madcam1-,LEC2 (MADCAM1+),6.6,0.001084986499315719,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5263,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec2-madcam1-,LEC2 (MADCAM1+),6.6,0.001084986499315719,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5264,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_clp,CLP,6.313000000000001,0.001037806025784869,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5265,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_clp,CLP,6.313000000000001,0.001037806025784869,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5266,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_germ,Germ,6.27,0.001030737174349933,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5267,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_germ,Germ,6.27,0.001030737174349933,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5268,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_th1,Th1,6.27,0.001030737174349933,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5269,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_th1,Th1,6.27,0.001030737174349933,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5270,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ec-cells-npw-,EC cells (NPW+),5.94,0.0009764878493841476,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5271,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ec-cells-npw-,EC cells (NPW+),5.94,0.0009764878493841476,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5272,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fetal-venous-ec,Fetal venous EC,5.28,0.0008679891994525757,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5273,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fetal-venous-ec,Fetal venous EC,5.28,0.0008679891994525757,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5274,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_immature-pericyte,Immature pericyte,5.28,0.0008679891994525757,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5275,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_immature-pericyte,Immature pericyte,5.28,0.0008679891994525757,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5276,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mpo-mono-neutrophil,MPO+ mono-neutrophil,4.95,0.0008137398744867896,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5277,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mpo-mono-neutrophil,MPO+ mono-neutrophil,4.95,0.0008137398744867896,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5278,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_gc-b-cell,GC B cell,4.95,0.0008137398744867896,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5279,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_gc-b-cell,GC B cell,4.95,0.0008137398744867896,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5280,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a1-imn-,Branch A1 (iMN),4.95,0.0008137398744867896,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5281,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a1-imn-,Branch A1 (iMN),4.95,0.0008137398744867896,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5282,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilc3,ILC3,4.949999999999999,0.0008137398744867895,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5283,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilc3,ILC3,4.949999999999999,0.0008137398744867895,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5284,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_th17,Th17,4.62,0.0007594905495210036,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5285,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_th17,Th17,4.62,0.0007594905495210036,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5286,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_naive-b,Naive B,4.62,0.0007594905495210036,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5287,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_naive-b,Naive B,4.62,0.0007594905495210036,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5288,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_sell-cd4-t,SELL+ CD4 T,4.333,0.0007123100759901535,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5289,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_sell-cd4-t,SELL+ CD4 T,4.333,0.0007123100759901535,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5290,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fetal-arterial-ec,Fetal arterial EC,4.29,0.0007052412245552176,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5291,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fetal-arterial-ec,Fetal arterial EC,4.29,0.0007052412245552176,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5292,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_treg,Treg,4.003,0.0006580607510243674,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5293,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_treg,Treg,4.003,0.0006580607510243674,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5294,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mln-stroma-fmo2-,mLN Stroma (FMO2+),3.96,0.0006509918995894318,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5295,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mln-stroma-fmo2-,mLN Stroma (FMO2+),3.96,0.0006509918995894318,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5296,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilcp,ILCP,3.63,0.0005967425746236458,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5297,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilcp,ILCP,3.63,0.0005967425746236458,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5298,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_clc-mast-cell,CLC+ Mast cell,3.63,0.0005967425746236458,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5299,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_clc-mast-cell,CLC+ Mast cell,3.63,0.0005967425746236458,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5300,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_distal-progenitor,Distal progenitor,3.63,0.0005967425746236457,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5301,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_distal-progenitor,Distal progenitor,3.63,0.0005967425746236457,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5302,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_n-cells-nts-,N cells (NTS+),2.97,0.0004882439246920738,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5303,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_n-cells-nts-,N cells (NTS+),2.97,0.0004882439246920738,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5304,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pro-b,Pro-B,2.97,0.0004882439246920738,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5305,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pro-b,Pro-B,2.97,0.0004882439246920738,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5306,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_iga-plasma-cell,IgA plasma cell,2.855,0.0004693388569009665,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5307,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_iga-plasma-cell,IgA plasma cell,2.855,0.0004693388569009665,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5308,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_angiogenic-pericyte,angiogenic pericyte,2.64,0.0004339945997262878,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5309,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_angiogenic-pericyte,angiogenic pericyte,2.64,0.0004339945997262878,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5310,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-1-dhh-,Glia 1 (DHH+),2.31,0.0003797452747605018,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5311,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-1-dhh-,Glia 1 (DHH+),2.31,0.0003797452747605018,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5312,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-2-ch25h-,Stromal 2 (CH25H+),1.98,0.0003254959497947158,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5313,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-2-ch25h-,Stromal 2 (CH25H+),1.98,0.0003254959497947158,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5314,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lz-gc-cell,LZ GC cell,1.65,0.0002712466248289299,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5315,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lz-gc-cell,LZ GC cell,1.65,0.0002712466248289299,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5316,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd4-t,Activated CD4 T,1.492,0.0002452727056028869,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5317,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd4-t,Activated CD4 T,1.492,0.0002452727056028869,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5318,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd8-t,Activated CD8 T,1.391,0.0002286691243254797,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5319,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd8-t,Activated CD8 T,1.391,0.0002286691243254797,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5320,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilc2,ILC2,1.32,0.0002169972998631439,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5321,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilc2,ILC2,1.32,0.0002169972998631439,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5322,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cx3cr1-cd8-tmem,CX3CR1+ CD8 Tmem,0.99,0.0001627479748973579,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5323,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cx3cr1-cd8-tmem,CX3CR1+ CD8 Tmem,0.99,0.0001627479748973579,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5324,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_icc,ICC,0.99,0.0001627479748973579,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5325,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_icc,ICC,0.99,0.0001627479748973579,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5326,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec5-cldn11-,LEC5 (CLDN11+),0.99,0.0001627479748973579,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5327,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec5-cldn11-,LEC5 (CLDN11+),0.99,0.0001627479748973579,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5328,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_-cells-ins-,β cells (INS+),0.99,0.0001627479748973579,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5329,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_-cells-ins-,β cells (INS+),0.99,0.0001627479748973579,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5330,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium,Mesothelium,0.99,0.0001627479748973579,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
5331,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium,Mesothelium,0.99,0.0001627479748973579,7,#VHMSmallIntestine,#VHMaleOrgans,VH_M_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_M_Small_Intestine,,
5332,small intestine,http://purl.org/sig/ont/fma/fma14928,descending part of duodenum,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_encc-glia-progenitor,ENCC/glia Progenitor,0.99,0.0001627479748973579,7,#VHFSmallIntestine,#VHFemaleOrgans,VH_F_duodenum_descending,descending part of duodenum,FMA:14928,mesh,VH_F_Small_Intestine,,
