,organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,node_type,glb file of single organs,Ref/1,Ref/1/ID
0,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,157.95,0.3199726113978721,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
1,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002341,basal cell of prostate epithelium,128.7,0.2607184241019699,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
2,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",56.86199999999999,0.115190140103234,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
3,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002340,luminal cell of prostate epithelium,38.688,0.07837353839671338,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
4,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000158,club cell,32.812,0.06647003054882546,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
5,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,21.372,0.04329505951753924,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
6,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000235,macrophage,19.344,0.03918676919835669,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
7,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,14.638,0.02965342884230486,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
8,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,9.594,0.01943537343305594,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
9,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,7.358,0.01490572000421363,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
10,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000038,erythroid progenitor cell,2.73,0.005530390814284209,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
11,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000576,monocyte,2.366,0.004793005372379647,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
12,prostate,http://purl.obolibrary.org/obo/UBERON_0000998,seminal vesicle,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000499,stromal cell,1.222,0.002475508269251027,2,#VHMProstate,#VHMaleOrgans,VH_M_seminal_vesicle,seminal vesicle,UBERON:0000998,mesh,VH_M_Prostate,,
13,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_F_Kidney_L,,
14,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_a,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
15,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_b,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
16,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_c,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
17,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_d,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
18,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_e,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
19,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_f,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
20,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_g,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
21,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_h,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
22,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_i,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
23,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_j,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
24,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_k,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
25,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R,renal papilla,UBERON:0001228,organizational,VH_F_Kidney_R,,
26,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_a,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
27,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_b,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
28,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_c,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
29,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_d,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
30,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_e,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
31,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_f,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
32,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_g,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
33,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_h,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
34,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_i,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
35,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_j,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
36,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,
37,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_a,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
38,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_b,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
39,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_c,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
40,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_d,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
41,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_e,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
42,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_f,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
43,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_g,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
44,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_h,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
45,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L_i,renal papilla,UBERON:0001228,surface,VH_M_Kidney_L,,
46,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_R,,
47,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_j,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
48,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_i,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
49,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_h,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
50,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_g,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
51,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_f,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
52,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_e,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
53,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_d,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
54,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_c,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
55,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_b,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
56,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,2747.700000000001,0.3606659975853218,3,#VHMRightKidney,#VHMaleOrgans,VH_M_renal_papilla_R_a,renal papilla,UBERON:0001228,surface,VH_M_Kidney_R,,
57,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_F_Kidney_L,,
58,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_a,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
59,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_b,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
60,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_c,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
61,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_d,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
62,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_e,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
63,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_f,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
64,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_g,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
65,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_h,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
66,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_i,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
67,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_j,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
68,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_k,renal papilla,UBERON:0001228,surface,VH_F_Kidney_L,,
69,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R,renal papilla,UBERON:0001228,organizational,VH_F_Kidney_R,,
70,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_a,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
71,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_b,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
72,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_c,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
73,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_d,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
74,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_e,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
75,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2559.828,0.3360057208817698,3,#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_f,renal papilla,UBERON:0001228,surface,VH_F_Kidney_R,,
