gene_label,ct_label,as_label,avg_mean_gene_expr,cell_instance_count,dataset_count,as,ct,gene
CCL2,club cell,lung,4.158139124,2,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000158,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,capillary endothelial cell,lung,4.157709033,35,3,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002144,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,endocardial cell,heart left ventricle,4.041487694,14,2,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/10618
CCL2,smooth muscle cell,lung,4.032702372,20,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000192,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,endothelial cell,prostate gland,3.940155678,80,1,http://purl.obolibrary.org/obo/UBERON_0002367,http://purl.obolibrary.org/obo/CL_0000115,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,lung microvascular endothelial cell,lung,3.895715628,2,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_2000016,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,endothelial cell of artery,lung,3.8951087,7,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000413,http://identifiers.org/hgnc/10618
CCL2,stromal cell,eye,3.883440864,63,2,http://purl.obolibrary.org/obo/UBERON_0000970,http://purl.obolibrary.org/obo/CL_0000499,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,pericyte,uterus,3.807714708,8,1,http://purl.obolibrary.org/obo/UBERON_0000995,http://purl.obolibrary.org/obo/CL_0000669,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,intermediate monocyte,lung,3.805030866,11,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002393,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,fibroblast,lung,3.801333793,77,3,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,neutrophil,lung,3.770211657,6,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000775,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,respiratory tract suprabasal cell,Left posterior basal segmental bronchus,3.75,4,1,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_4033048,http://identifiers.org/hgnc/10618
CCL2,respiratory tract suprabasal cell,lung,3.75,4,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033048,http://identifiers.org/hgnc/10618
CCL2,retinal blood vessel endothelial cell,eye,3.726497886,27,1,http://purl.obolibrary.org/obo/UBERON_0000970,http://purl.obolibrary.org/obo/CL_0002585,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,alveolar type 1 fibroblast cell,lung,3.724315249,1176,9,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/10618
CCL2,vascular associated smooth muscle cell,thymus,3.651999307,433,4,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000359,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,vein endothelial cell,lung,3.644780576,815,6,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002543,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,vein endothelial cell of respiratory system,lung,3.548271497,1101,3,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033008,http://identifiers.org/hgnc/10618
CCL2,pancreatic ductal cell,pancreas,3.508836656,868,1,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0002079,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,endothelial cell of venule,lung,3.436388254,980,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/10618
CCL2,alveolar capillary type 1 endothelial cell,lung,3.433827753,1761,3,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/10618
CCL2,mesothelial cell of pleura,lung,3.419127941,257,7,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000491,http://identifiers.org/hgnc/10618
CCL2,Schwann cell,skin of body,3.393873334,90,3,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/10618
CCL2,"CD4-positive, alpha-beta T cell",eye,3.391589894,10,2,http://purl.obolibrary.org/obo/UBERON_0000970,http://purl.obolibrary.org/obo/CL_0000624,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,myofibroblast cell,lung,3.352893353,44,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000186,http://identifiers.org/hgnc/10618
CCL2,endothelial cell,skin of body,3.289559136,17,1,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000115,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,endothelial cell of respiratory system lymphatic vessel,lung,3.211782295,9,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0009086,http://identifiers.org/hgnc/10618
CCL2,respiratory tract goblet cell,lung,3.209040619,207,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002370,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,capillary endothelial cell,lung,3.199423313,2,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/10618
CCL2,smooth muscle cell,skin of body,3.086170917,88,2,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000192,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,pigmented ciliary epithelial cell,eye,2.953466382,57,1,http://purl.obolibrary.org/obo/UBERON_0000970,http://purl.obolibrary.org/obo/CL_0002303,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,mesothelial cell,Posteromedial head of posterior papillary muscle of left ventricle,2.91097188,22,1,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/10618
CCL2,monocyte,small intestine,2.91044309,29,1,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000576,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,parietal epithelial cell,kidney,2.894879699,118,2,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/10618
CCL2,"CD8-positive, alpha-beta T cell",heart,2.894466639,3,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/10618
CCL2,mesothelial cell,left cardiac atrium,2.863961339,45,1,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/10618
CCL2,fibroblast,large intestine,2.810111343,15,1,http://purl.obolibrary.org/obo/UBERON_0000059,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,kidney loop of Henle short descending thin limb epithelial cell,kidney,2.798362732,10,1,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_4030012,http://identifiers.org/hgnc/10618
CCL2,mesothelial cell,right cardiac atrium,2.791321039,286,1,http://purl.obolibrary.org/obo/UBERON_0002078,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/10618
CCL2,endothelial cell,heart right ventricle,2.686733437,1089,5,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/10618
CCL2,endothelial cell,heart left ventricle,2.67298661,1412,7,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/10618
CCL2,endothelial cell,interventricular septum,2.626731793,973,3,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/10618
CCL2,natural killer cell,lung,2.621291161,4,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/10618
CCL2,mature NK T cell,skin of body,2.567619576,273,3,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,endothelial cell,Posteromedial head of posterior papillary muscle of left ventricle,2.565239429,770,1,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/10618
CCL2,lung macrophage,lung,2.458578348,3632,4,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1001603,http://identifiers.org/hgnc/10618
CCL2,endothelial cell,heart,2.364908241,1698,16,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/10618
CCL2,club cell,lung,2.316138506,4,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000158,http://identifiers.org/hgnc/10618
CCL2,fibroblast,heart left ventricle,2.283202231,6654,2,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/10618
CCL2,fibroblast,heart,2.283202231,6654,2,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/10618
CCL2,"effector memory CD8-positive, alpha-beta T cell",lung,2.274985313,12,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/10618
CCL2,stromal cell,skin of body,2.193047768,2123,3,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000499,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,fibroblast,heart right ventricle,2.128373861,1812,1,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/10618
CCL2,fibroblast,interventricular septum,2.128373861,1812,1,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/10618
CCL2,capillary endothelial cell,heart,2.027176778,725,3,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/10618
CCL2,intestinal tuft cell,large intestine,1.993345251,5,1,http://purl.obolibrary.org/obo/UBERON_0000059,http://purl.obolibrary.org/obo/CL_0019032,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,basal cell of prostate epithelium,prostate gland,1.811289239,725,1,http://purl.obolibrary.org/obo/UBERON_0002367,http://purl.obolibrary.org/obo/CL_0002341,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,respiratory basal cell,lung,1.804685235,3937,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002633,http://identifiers.org/hgnc/10618
CCL2,cycling macrophage,heart,1.801992118,58,2,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_4033076,http://identifiers.org/hgnc/10618
CCL2,pericyte,heart,1.791312218,59,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/10618
CCL2,mesothelial cell,heart,1.686127571,5428,18,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/10618
CCL2,fibroblast,thymus,1.652519176,13,1,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,muscle cell,skin of body,1.5639667,166,2,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000187,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,mesothelial cell,heart right ventricle,1.489912171,327,2,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/10618
CCL2,mesothelial cell,interventricular septum,1.489912171,327,2,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/10618
CCL2,small intestine goblet cell,small intestine,1.472629332,198,1,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_1000495,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,epithelial cell,prostate gland,1.45871846,18,1,http://purl.obolibrary.org/obo/UBERON_0002367,http://purl.obolibrary.org/obo/CL_0000066,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,pancreatic D cell,pancreas,0.862157464,2805,1,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0000173,http://identifiers.org/hgnc/10618
CCL2,mesothelial cell,heart left ventricle,0.7843996294,3873,12,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/10618
CCL2,endothelial cell of lymphatic vessel,kidney,0.1641160101,31,1,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10618
CCL2,alveolar capillary type 1 endothelial cell,Right posterior basal bronchopulmonary segment,0.1160541624,517,1,http://purl.org/sig/ont/fma/fma7362,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/10618
CCL2,neutrophil,liver,0.07943987576,2042,1,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000775,https://purl.org/ccf/ASCTB-TEMP_ccl2
CCL2,endothelial cell of artery,heart,0,400,4,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_1000413,http://identifiers.org/hgnc/10618
CCL2,endothelial cell of venule,heart,0,339,5,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/10618
CCL2,T cell,heart,0,296,5,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/10618
CCL2,natural killer cell,heart,0,147,5,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/10618
CCL2,endothelial cell of lymphatic vessel,heart,0,10,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10618
CCL2,B cell,heart,0,5,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/10618
CCL2,hematopoietic precursor cell,blood,-0.0133599909,8,1,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0008001,http://identifiers.org/hgnc/10618
CCL2,"CD8-positive, alpha-beta memory T cell",blood,-0.03082872182,155,1,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/10618
CCL2,"naive thymus-derived CD8-positive, alpha-beta T cell",blood,-0.03549276292,441,1,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000900,http://identifiers.org/hgnc/10618
CCL21,endothelial cell of respiratory system lymphatic vessel,Left apical segmental bronchus,39.84250259,7,1,http://purl.org/sig/ont/fma/fma7426,http://purl.obolibrary.org/obo/CL_0009086,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of respiratory system lymphatic vessel,Left anterior segmental bronchus,39.84250259,7,1,http://purl.org/sig/ont/fma/fma7428,http://purl.obolibrary.org/obo/CL_0009086,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of respiratory system lymphatic vessel,Right superior segmental bronchus,24.04257202,75,1,http://purl.org/sig/ont/fma/fma7416,http://purl.obolibrary.org/obo/CL_0009086,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,Left lateral basal segmental bronchus,7.147807282,6,1,http://purl.org/sig/ont/fma/fma7507,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,Right superior segmental bronchus,6.078847358,71,1,http://purl.org/sig/ont/fma/fma7416,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,lung,5.824137444,33313,346,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,Right anterior basal bronchopulmonary segment,5.814132147,45,1,http://purl.org/sig/ont/fma/fma7364,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,uterus,5.701717644,7,1,http://purl.obolibrary.org/obo/UBERON_0000995,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,Left lateral basal segmental bronchus,5.639224529,6,1,http://purl.org/sig/ont/fma/fma7507,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,Left anterior segmental bronchus,5.498503625,8,1,http://purl.org/sig/ont/fma/fma7428,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,Left apical segmental bronchus,5.498503625,8,1,http://purl.org/sig/ont/fma/fma7426,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of respiratory system lymphatic vessel,lung,5.400712359,33445,305,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0009086,http://identifiers.org/hgnc/10620
CCL21,plasma cell,lung,4.935882931,2,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000786,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,Right superior segmental bronchus,4.704739094,70,1,http://purl.org/sig/ont/fma/fma7416,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,lung,4.668337953,30603,278,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,kidney,4.632406606,750,39,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,Right anterior basal bronchopulmonary segment,4.574244499,44,1,http://purl.org/sig/ont/fma/fma7364,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,heart,4.214604499,8093,78,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,Left anterior segmental bronchus,4.050198078,9,1,http://purl.org/sig/ont/fma/fma7428,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,Left apical segmental bronchus,4.050198078,9,1,http://purl.org/sig/ont/fma/fma7426,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,skin of body,3.891602859,5054,16,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,fibroblast,liver,3.888269469,3,1,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,pulmonary alveolar epithelial cell,lung,3.786758258,3,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000322,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,right cardiac atrium,3.735692978,1138,3,http://purl.obolibrary.org/obo/UBERON_0002078,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,heart,3.735692978,1138,3,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,left cardiac atrium,3.431126634,130,3,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,Posteromedial head of posterior papillary muscle of left ventricle,3.134627521,75,2,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,heart left ventricle,2.901074313,3513,31,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,heart right ventricle,2.887807993,908,10,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,interventricular septum,2.880420372,436,4,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of respiratory system lymphatic vessel,lung,2.844147682,201,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0009086,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,plasmacytoid dendritic cell,lung,2.707618126,41,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000784,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,endothelial cell of lymphatic vessel,thymus,2.236707276,724,2,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,fibroblast,liver,1.677988529,37,1,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/10620
CCL21,"group 3 innate lymphoid cell, human",skin of body,1.650609493,3,1,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0001078,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of lymphatic vessel,blood vasculature,1.439056405,9,1,http://purl.obolibrary.org/obo/UBERON_0004537,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,B cell,thymus,1.357603781,52,1,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000236,https://purl.org/ccf/ASCTB-TEMP_ccl21
CCL21,monocyte,lung,1.320533872,456,5,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000576,http://identifiers.org/hgnc/10620
CCL21,club cell,lung,0.7631396949,341,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000158,http://identifiers.org/hgnc/10620
CCL21,pulmonary alveolar type 2 cell,lung,0.5774999857,203,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/10620
CCL21,capillary endothelial cell,heart,0,5721,16,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of artery,heart,0,2164,21,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_1000413,http://identifiers.org/hgnc/10620
CCL21,endothelial cell of venule,heart,0,1305,21,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/10620
CCL21,T cell,heart,0,729,21,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/10620
CCL21,natural killer cell,heart,0,511,17,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/10620
CCL21,endocardial cell,heart,0,234,10,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/10620
CCL21,adipocyte,heart,0,66,3,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/10620
CCL21,B cell,heart,0,44,6,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/10620
CCL21,endothelial cell,heart,0,16,4,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/10620
CCL21,mast cell,heart,0,5,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10620
CCL22,Langerhans cell,skin of body,5.171158457,8361,4,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000453,https://purl.org/ccf/ASCTB-TEMP_ccl22
CCL22,CD1c-positive myeloid dendritic cell,skin of body,4.825632648,10731,6,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0002399,https://purl.org/ccf/ASCTB-TEMP_ccl22
CCL22,epidermal Langerhans cell,skin of body,4.594491959,10,1,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0002457,http://identifiers.org/hgnc/10621
CCL22,CD141-positive myeloid dendritic cell,blood,4.242715836,15,1,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0002394,http://identifiers.org/hgnc/10621
CCL22,monocyte-derived dendritic cell,skin of body,4.161831975,8321,8,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0011031,http://identifiers.org/hgnc/10621
CCL22,"dendritic cell, human",skin of body,3.943824053,323,2,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0001056,http://identifiers.org/hgnc/10621
CCL22,CD141-positive myeloid dendritic cell,skin of body,3.77473539,107,3,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0002394,https://purl.org/ccf/ASCTB-TEMP_ccl22
