gene_label,ct_label,as_label,avg_mean_gene_expr,cell_instance_count,dataset_count,as,ct,gene
HDC,mast cell,trachea,3.42062433,78,2,http://purl.obolibrary.org/obo/UBERON_0003126,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,mesenteric lymph node,3.412433604,12,2,http://purl.obolibrary.org/obo/UBERON_0002509,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,large intestine,3.32311055,64,5,http://purl.obolibrary.org/obo/UBERON_0000059,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,caecum,3.190204622,3,1,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,skin of body,3.169579032,1929,12,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,blood vasculature,3.092629832,21,2,http://purl.obolibrary.org/obo/UBERON_0004537,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,ascending colon,3.075165983,23,2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,small intestine,2.889635833,14,3,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,non-classical monocyte,lung,2.87389968,2,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000875,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,non-classical monocyte,Right posterior basal bronchopulmonary segment,2.87389968,2,1,http://purl.org/sig/ont/fma/fma7362,http://purl.obolibrary.org/obo/CL_0000875,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,pancreas,2.87371784,6,1,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,basophil,Lateral segmental bronchus,2.837926808,6,1,http://purl.org/sig/ont/fma/fma7402,http://purl.obolibrary.org/obo/CL_0000767,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,basophil,Cartilage of segmental bronchus,2.837926808,6,1,http://purl.org/sig/ont/fma/fma62662,http://purl.obolibrary.org/obo/CL_0000767,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,basophil,lung,2.727725483,6918,55,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000767,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,skin of body,2.607811769,636,7,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,large intestine,2.513749361,12,1,http://purl.obolibrary.org/obo/UBERON_0000059,https://purl.org/ccf/ASCTB-TEMP_mast-cell,http://identifiers.org/hgnc/4855
HDC,plasmacytoid dendritic cell,blood,2.498225021,51,1,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000784,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,basophil,liver,2.35303241,43,2,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000767,http://identifiers.org/hgnc/4855
HDC,mast cell,lung,2.351696701,7250,34,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,T cell,liver,2.342865753,554,4,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000084,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,left cardiac atrium,2.174710059,183,3,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,heart,2.080516117,467,17,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,interventricular septum,1.97523649,27,3,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,heart right ventricle,1.97523649,27,3,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,basophil,blood,1.95312785,1994,8,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000767,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,Posteromedial head of posterior papillary muscle of left ventricle,1.85025988,14,2,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,kidney,1.824717551,314,10,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,heart left ventricle,1.788514209,120,8,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,hematopoietic precursor cell,blood,1.714820862,18,4,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0008001,http://identifiers.org/hgnc/4855
HDC,mast cell,right ureter,1.71428597,42,2,http://purl.obolibrary.org/obo/UBERON_0001222,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,CD141-positive myeloid dendritic cell,blood,1.700820793,127,1,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0002394,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,neutrophil,liver,1.5227328,156,2,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000775,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,mast cell,left ureter,0.4399999976,25,1,http://purl.obolibrary.org/obo/UBERON_0001223,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,basophil,Left posterior basal segmental bronchus,0.3577364496,2530,9,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_0000767,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,plasma cell,lung,0.03143935396,262,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000786,https://purl.org/ccf/ASCTB-TEMP_hdc
HDC,kidney inner medulla collecting duct principal cell,kidney,0.0004563648836,5445,1,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000718,http://identifiers.org/hgnc/4855
HIF1A,mast cell,blood vasculature,4.396329976,2,1,http://purl.obolibrary.org/obo/UBERON_0004537,http://purl.obolibrary.org/obo/CL_0000097,https://purl.org/ccf/ASCTB-TEMP_hif1a
HIF1A,"CD8-positive, alpha-beta cytotoxic T cell",thymus,4.256372242,4,2,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000794,https://purl.org/ccf/ASCTB-TEMP_hif1a
HIF1A,"CD16-negative, CD56-bright natural killer cell, human",heart,3.997308254,4,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000938,http://identifiers.org/hgnc/4910
HIF1A,erythroid lineage cell,blood,3.588373661,4,1,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000764,http://identifiers.org/hgnc/4910
HIF1A,adipocyte,heart,3.469742537,2,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/4910
HIF1A,dendritic cell,heart,3.385615349,3,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/4910
HIF1A,"effector memory CD8-positive, alpha-beta T cell",heart,3.23262167,2,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/4910
HIF1A,monocyte,thymus,3.15585393,7,1,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000576,https://purl.org/ccf/ASCTB-TEMP_hif1a
HIF1A,monocyte,right thymus lobe,3.15585393,7,1,http://purl.obolibrary.org/obo/UBERON_0005469,http://purl.obolibrary.org/obo/CL_0000576,https://purl.org/ccf/ASCTB-TEMP_hif1a
HIF1A,monocyte,left thymus lobe,3.15585393,7,1,http://purl.obolibrary.org/obo/UBERON_0005457,http://purl.obolibrary.org/obo/CL_0000576,https://purl.org/ccf/ASCTB-TEMP_hif1a
HIF1A,pulmonary artery endothelial cell,lung,3.06319952,33,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1001568,http://identifiers.org/hgnc/4910
HIF1A,myofibroblast cell,lung,3.059197307,10,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000186,http://identifiers.org/hgnc/4910
HIF1A,macrophage,heart,3.056051254,594,3,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/4910
HIF1A,mast cell,heart left ventricle,3.030219078,2,1,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4910
HIF1A,mast cell,heart,3.030219078,2,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4910
HIF1A,monocyte,lung,2.962630817,204,7,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000576,http://identifiers.org/hgnc/4910
HIF1A,cycling macrophage,heart left ventricle,2.884666681,3,1,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_4033076,http://identifiers.org/hgnc/4910
HIF1A,cycling macrophage,heart,2.884457469,6,2,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_4033076,http://identifiers.org/hgnc/4910
HIF1A,"CD14-low, CD16-positive monocyte",heart,2.670492887,7,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002396,http://identifiers.org/hgnc/4910
HIF1A,lung macrophage,lung,2.652401447,6918,10,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1001603,http://identifiers.org/hgnc/4910
HIF1A,endothelial cell of venule,lung,2.611206412,10,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/4910
HIF1A,innate lymphoid cell,blood,2.412435055,2,1,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0001065,http://identifiers.org/hgnc/4910
HIF1A,lung interstitial macrophage,lung,2.408813139,414,6,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033043,http://identifiers.org/hgnc/4910
HIF1A,mesothelial cell,heart,2.343399286,5,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/4910
HIF1A,vein endothelial cell,thymus,2.329636483,3,1,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0002543,https://purl.org/ccf/ASCTB-TEMP_hif1a
HIF1A,smooth muscle cell,lung,2.271021873,53,4,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000192,http://identifiers.org/hgnc/4910
HIF1A,non-classical monocyte,lung,2.253803968,570,3,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000875,http://identifiers.org/hgnc/4910
HIF1A,CD1c-positive myeloid dendritic cell,lung,2.218181372,464,9,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002399,http://identifiers.org/hgnc/4910
HIF1A,monocyte-derived dendritic cell,kidney,2.21378088,70,1,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0011031,http://identifiers.org/hgnc/4910
HIF1A,innate lymphoid cell,thymus,2.19996624,3,1,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0001065,https://purl.org/ccf/ASCTB-TEMP_hif1a
HIF1A,club cell,lung,2.199798822,107,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000158,http://identifiers.org/hgnc/4910
HIF1A,classical monocyte,lung,2.181245014,6159,16,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000860,http://identifiers.org/hgnc/4910
HIF1A,B cell,heart,2.150388718,2,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/4910
HIF1A,endothelial cell of lymphatic vessel,thymus,2.135144449,5,1,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0002138,https://purl.org/ccf/ASCTB-TEMP_hif1a
HIF1A,bronchial goblet cell,lung,2.044093629,380,6,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000312,http://identifiers.org/hgnc/4910
HIF1A,mesothelial cell of pleura,lung,1.969792366,4,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000491,http://identifiers.org/hgnc/4910
HIF1A,Purkinje myocyte,heart,1.933657169,2,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002068,http://identifiers.org/hgnc/4910
HIF1A,B cell,lung,1.921662807,16,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/4910
HIF1A,respiratory basal cell,lung,1.790906429,96,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002633,http://identifiers.org/hgnc/4910
HIF1A,cycling alveolar macrophage,lung,1.775395632,15,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033077,http://identifiers.org/hgnc/4910
HIF1A,kidney connecting tubule principal cell,kidney,1.764217854,12,1,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_4030018,http://identifiers.org/hgnc/4910
HIF1A,endothelial cell,skin of body,1.735230784,177,1,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000115,https://purl.org/ccf/ASCTB-TEMP_hif1a
HIF1A,CD1c-positive myeloid dendritic cell,blood,1.616496682,32,4,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0002399,http://identifiers.org/hgnc/4910
HIF1A,endocardial cell,interventricular septum,1.481472969,6,1,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/4910
HIF1A,endocardial cell,heart left ventricle,1.481472969,6,1,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/4910
HIF1A,endocardial cell,heart,1.481472969,6,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/4910
HIF1A,endocardial cell,heart right ventricle,1.481472969,6,1,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/4910
HIF1A,vein endothelial cell of respiratory system,lung,1.458542466,9,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033008,http://identifiers.org/hgnc/4910
HIF1A,mast cell,lung,1.456071615,6,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4910
HIF1A,pulmonary alveolar type 2 cell,lung,1.317459345,1359,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/4910
HIF1A,airway submucosal gland collecting duct epithelial cell,lung,1.294071198,5,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033023,http://identifiers.org/hgnc/4910
HIF1A,endothelial cell of lymphatic vessel,heart,1.194141865,6,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/4910
HIF1A,endothelial cell of lymphatic vessel,heart left ventricle,1.194141865,6,1,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/4910
HIF1A,CCL3-positive alveolar macrophage,lung,1.162753463,10,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033041,http://identifiers.org/hgnc/4910
HIF1A,B cell,Left posterior basal segmental bronchus,1.153321266,3,1,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/4910
HIF1A,mature NK T cell,skin of body,1.122264891,32,1,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_hif1a
HIF1A,bronchial goblet cell,Left posterior basal segmental bronchus,1.072747648,330,2,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_1000312,http://identifiers.org/hgnc/4910
HIF1A,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",blood,0.75,4,1,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/4910
HIF1A,corneocyte,skin of body,0.5058586001,213,1,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0002153,http://identifiers.org/hgnc/4910
HIGD1B,pericyte,lung,3.654449795,8645,65,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000669,https://purl.org/ccf/ASCTB-TEMP_higd1b
HIGD1B,vascular associated smooth muscle cell,lung,3.054013293,91,7,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000359,https://purl.org/ccf/ASCTB-TEMP_higd1b
HIGD1B,pericyte,uterus,2.696740925,1419,8,http://purl.obolibrary.org/obo/UBERON_0000995,http://purl.obolibrary.org/obo/CL_0000669,https://purl.org/ccf/ASCTB-TEMP_higd1b
HIGD1B,pericyte,lung,2.609375136,7506,42,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/24318
HIGD1B,lung pericyte,lung,2.49703844,9867,58,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0009089,http://identifiers.org/hgnc/24318
HIGD1B,smooth muscle cell,lung,2.464568516,77,6,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000192,http://identifiers.org/hgnc/24318
HIGD1B,endothelial cell of artery,lung,1.309160296,10,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000413,https://purl.org/ccf/ASCTB-TEMP_higd1b
HIGD1B,cycling macrophage,heart,1.197874904,38,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_4033076,http://identifiers.org/hgnc/24318
HIGD1B,pericyte,heart,1.086629301,74516,7,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/24318
HIGD1B,respiratory tract suprabasal cell,Right posterior basal bronchopulmonary segment,1,3,1,http://purl.org/sig/ont/fma/fma7362,http://purl.obolibrary.org/obo/CL_4033048,http://identifiers.org/hgnc/24318
HIGD1B,respiratory tract suprabasal cell,Cartilage of segmental bronchus,1,2,1,http://purl.org/sig/ont/fma/fma62662,http://purl.obolibrary.org/obo/CL_4033048,http://identifiers.org/hgnc/24318
HIGD1B,respiratory tract suprabasal cell,Left posterior basal segmental bronchus,1,2,1,http://purl.org/sig/ont/fma/fma7508,http://purl.obolibrary.org/obo/CL_4033048,http://identifiers.org/hgnc/24318
HIGD1B,pericyte,heart left ventricle,0.9632000664,74286,5,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/24318
HIGD1B,pericyte,heart right ventricle,0.7590641379,617,1,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/24318
HIGD1B,pericyte,interventricular septum,0.7590641379,617,1,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/24318
HIGD1B,respiratory tract suprabasal cell,lung,0.4340182257,125,6,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033048,http://identifiers.org/hgnc/24318
HIGD1B,renal interstitial pericyte,kidney pyramid,0.1376404464,356,2,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/24318
HIGD1B,renal interstitial pericyte,kidney,0.1376404464,356,2,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/24318
HIGD1B,respiratory tract suprabasal cell,Medial bronchopulmonary segment,0.1105476655,46,2,http://purl.org/sig/ont/fma/fma7360,http://purl.obolibrary.org/obo/CL_4033048,http://identifiers.org/hgnc/24318
HIGD1B,endothelial cell of arteriole,kidney,0.0390625,256,2,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/24318
HIGD1B,endothelial cell of arteriole,kidney pyramid,0.0390625,256,2,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/24318
HNF1B,kidney connecting tubule principal cell,kidney,0.3125,32,2,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_4030018,http://identifiers.org/hgnc/11630
HNF1B,kidney connecting tubule principal cell,kidney pyramid,0.3125,32,2,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_4030018,http://identifiers.org/hgnc/11630
HNF1B,pulmonary alveolar type 1 cell,lung,0.2737834156,37,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/11630
HSD17B6,pulmonary alveolar type 1 cell,lung,3.439558498,9,3,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002062,https://purl.org/ccf/ASCTB-TEMP_hsd17b6
HSD17B6,hepatocyte,liver,2.808371655,2605,1,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000182,https://purl.org/ccf/ASCTB-TEMP_hsd17b6
HSD17B6,pulmonary alveolar type 1 cell,lung,2.774018526,6,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/23316
HSD17B6,hepatocyte,liver,2.208963633,2586,1,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000182,http://identifiers.org/hgnc/23316
HSD17B6,club cell,lung,2.059134093,774,3,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000158,https://purl.org/ccf/ASCTB-TEMP_hsd17b6
HSD17B6,basal cell,lung,2.042604917,6,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000646,https://purl.org/ccf/ASCTB-TEMP_hsd17b6
HSD17B6,pulmonary alveolar epithelial cell,lung,1.680966338,1459,9,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000322,http://identifiers.org/hgnc/23316
IAPP,type B pancreatic cell,pancreas,5.104157275,171,1,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0000169,https://purl.org/ccf/ASCTB-TEMP_iapp
IAPP,type B pancreatic cell,pancreas,3.722663045,254,2,http://purl.obolibrary.org/obo/UBERON_0001264,http://purl.obolibrary.org/obo/CL_0000169,http://identifiers.org/hgnc/5329
ICAM1,endothelial cell of venule,heart,30.99238586,21,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/5344
ICAM1,alveolar capillary type 1 endothelial cell,lung,5.948416233,1220,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/5344
ICAM1,classical monocyte,lung,5.610971928,89,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000860,http://identifiers.org/hgnc/5344
ICAM1,alveolar type 1 fibroblast cell,lung,4.623022914,116,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/5344
ICAM1,vein endothelial cell,lung,4.534591502,4,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002543,https://purl.org/ccf/ASCTB-TEMP_icam1
ICAM1,mesothelial cell,heart,3.769069672,1121,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/5344
ICAM1,plasmacytoid dendritic cell,lung,3.762820247,2,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000784,https://purl.org/ccf/ASCTB-TEMP_icam1
ICAM1,neutrophil,lung,3.682772181,18,4,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000775,https://purl.org/ccf/ASCTB-TEMP_icam1
ICAM1,capillary endothelial cell,heart,3.672433853,247,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/5344
ICAM1,club cell,lung,3.554501541,21,4,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000158,https://purl.org/ccf/ASCTB-TEMP_icam1
ICAM1,plasmacytoid dendritic cell,blood,3.532208971,9,3,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000784,http://identifiers.org/hgnc/5344
ICAM1,pulmonary alveolar type 1 cell,lung,3.455437318,927,6,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002062,https://purl.org/ccf/ASCTB-TEMP_icam1
ICAM1,monocyte,eye,3.361244279,2,1,http://purl.obolibrary.org/obo/UBERON_0000970,http://purl.obolibrary.org/obo/CL_0000576,https://purl.org/ccf/ASCTB-TEMP_icam1
ICAM1,pulmonary alveolar type 2 cell,lung,3.35954538,106,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002063,https://purl.org/ccf/ASCTB-TEMP_icam1
