gene_label,ct_label,as_label,avg_mean_gene_expr,as,ct,gene
CDK15,mast cell,renal papilla,0.525135,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/14434
CDK15,mast cell,kidney capsule,0.525135,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/14434
CDK15,mast cell,kidney,0.525135,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/14434
CDK15,mast cell,kidney pyramid,0.525135,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/14434
CDK15,mast cell,kidney interstitium,0.525135,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/14434
CDK15,mast cell,renal column,0.525135,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/14434
CDK15,mast cell,outer cortex of kidney,0.525135,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/14434
COL1A1,kidney interstitial fibroblast,kidney,0.813762,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2197
COL1A1,kidney interstitial fibroblast,renal papilla,0.813762,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2197
COL1A1,kidney interstitial fibroblast,kidney capsule,0.813762,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2197
COL1A1,kidney interstitial fibroblast,kidney pyramid,0.813762,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2197
COL1A1,kidney interstitial fibroblast,kidney interstitium,0.813762,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2197
COL1A1,kidney interstitial fibroblast,renal column,0.813762,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2197
COL1A1,kidney interstitial fibroblast,outer cortex of kidney,0.813762,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2197
COL3A1,kidney interstitial fibroblast,renal papilla,0.91235,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2201
COL3A1,kidney interstitial fibroblast,kidney capsule,0.91235,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2201
COL3A1,kidney interstitial fibroblast,kidney,0.91235,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2201
COL3A1,kidney interstitial fibroblast,kidney pyramid,0.91235,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2201
COL3A1,kidney interstitial fibroblast,kidney interstitium,0.91235,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2201
COL3A1,kidney interstitial fibroblast,renal column,0.91235,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2201
COL3A1,kidney interstitial fibroblast,outer cortex of kidney,0.91235,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2201
COL6A3,kidney interstitial fibroblast,renal papilla,0.6436,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2213
COL6A3,kidney interstitial fibroblast,kidney capsule,0.6436,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2213
COL6A3,kidney interstitial fibroblast,kidney,0.6436,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2213
COL6A3,kidney interstitial fibroblast,kidney pyramid,0.6436,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2213
COL6A3,kidney interstitial fibroblast,kidney interstitium,0.6436,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2213
COL6A3,kidney interstitial fibroblast,renal column,0.6436,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2213
COL6A3,kidney interstitial fibroblast,outer cortex of kidney,0.6436,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2213
CPA3,mast cell,renal papilla,0.936054,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/2298
CPA3,mast cell,kidney capsule,0.936054,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/2298
CPA3,mast cell,kidney,0.936054,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/2298
CPA3,mast cell,kidney pyramid,0.936054,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/2298
CPA3,mast cell,kidney interstitium,0.936054,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/2298
CPA3,mast cell,renal column,0.936054,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/2298
CPA3,mast cell,outer cortex of kidney,0.936054,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/2298
DCN,kidney interstitial fibroblast,kidney pyramid,1.289291,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2705
DCN,kidney interstitial fibroblast,kidney interstitium,1.289291,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2705
DCN,kidney interstitial fibroblast,renal column,1.289291,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2705
DCN,kidney interstitial fibroblast,outer cortex of kidney,1.289291,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2705
DCN,kidney interstitial fibroblast,renal papilla,1.289291,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2705
DCN,kidney interstitial fibroblast,kidney capsule,1.289291,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2705
DCN,kidney interstitial fibroblast,kidney,1.289291,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2705
DES,renal interstitial pericyte,renal papilla,0.86387,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2770
DES,renal interstitial pericyte,kidney capsule,0.86387,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2770
DES,renal interstitial pericyte,kidney,0.86387,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2770
DES,renal interstitial pericyte,kidney blood vessel,0.86387,http://purl.obolibrary.org/obo/UBERON_0003517,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2770
DES,renal interstitial pericyte,kidney pyramid,0.86387,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2770
DES,renal interstitial pericyte,renal column,0.86387,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2770
DES,renal interstitial pericyte,outer cortex of kidney,0.86387,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2770
FCGR3B,neutrophil,kidney capsule,1.684362,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/3620
FCGR3B,neutrophil,kidney,1.684362,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/3620
FCGR3B,neutrophil,kidney pyramid,1.684362,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/3620
FCGR3B,neutrophil,kidney interstitium,1.684362,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/3620
FCGR3B,neutrophil,renal column,1.684362,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/3620
FCGR3B,neutrophil,outer cortex of kidney,1.684362,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/3620
FCN1,monocyte,kidney interstitium,0.89722,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000576,http://identifiers.org/hgnc/3623
GATA2,mast cell,renal papilla,0.9785,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4171
GATA2,mast cell,kidney capsule,0.9785,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4171
GATA2,mast cell,kidney,0.9785,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4171
GATA2,mast cell,kidney pyramid,0.9785,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4171
GATA2,mast cell,kidney interstitium,0.9785,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4171
GATA2,mast cell,renal column,0.9785,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4171
GATA2,mast cell,outer cortex of kidney,0.9785,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4171
HDC,mast cell,renal papilla,1.04745,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,kidney capsule,1.04745,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,kidney,1.04745,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,kidney pyramid,1.04745,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,kidney interstitium,1.04745,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,renal column,1.04745,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
HDC,mast cell,outer cortex of kidney,1.04745,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/4855
IFNG-AS1,plasma cell,renal papilla,1.486294,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/43910
IFNG-AS1,plasma cell,kidney capsule,1.486294,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/43910
IFNG-AS1,plasma cell,kidney,1.486294,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/43910
IFNG-AS1,plasma cell,kidney pyramid,1.486294,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/43910
IFNG-AS1,plasma cell,kidney interstitium,1.486294,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/43910
IFNG-AS1,plasma cell,renal column,1.486294,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/43910
IFNG-AS1,plasma cell,outer cortex of kidney,1.486294,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/43910
IL18R1,mast cell,renal papilla,1.208439,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/5988
IL18R1,mast cell,kidney capsule,1.208439,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/5988
IL18R1,mast cell,kidney,1.208439,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/5988
IL18R1,mast cell,kidney pyramid,1.208439,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/5988
IL18R1,mast cell,kidney interstitium,1.208439,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/5988
IL18R1,mast cell,renal column,1.208439,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/5988
IL18R1,mast cell,outer cortex of kidney,1.208439,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/5988
KRT19,papillary tips cell,renal papilla,3.01322,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/6436
KRT19,papillary tips cell,kidney capsule,3.01322,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/6436
KRT19,papillary tips cell,kidney,3.01322,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/6436
KRT19,papillary tips cell,kidney pyramid,3.01322,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/6436
KRT19,papillary tips cell,outer cortex of kidney,3.01322,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/6436
KRT19,papillary tips cell,Papillary Tip Epithelium,3.01322,https://purl.org/ccf/ASCTB-TEMP_papillary-tip-epithelium,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/6436
KRT19,kidney collecting duct principal cell,collecting duct of renal tubule,1.456221,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001431,http://identifiers.org/hgnc/6436
LMOD1,renal interstitial pericyte,renal papilla,0.591363,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/6647
LMOD1,renal interstitial pericyte,kidney capsule,0.591363,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/6647
LMOD1,renal interstitial pericyte,kidney,0.591363,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/6647
LMOD1,renal interstitial pericyte,kidney blood vessel,0.591363,http://purl.obolibrary.org/obo/UBERON_0003517,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/6647
LMOD1,renal interstitial pericyte,kidney pyramid,0.591363,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/6647
LMOD1,renal interstitial pericyte,renal column,0.591363,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/6647
LMOD1,renal interstitial pericyte,outer cortex of kidney,0.591363,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/6647
MRC1,kidney interstitial alternatively activated macrophage,kidney interstitium,1.920846,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/7228
MS4A1,B cell,kidney capsule,1.082972,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/7315
MS4A1,B cell,kidney,1.082972,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/7315
MS4A1,B cell,kidney pyramid,1.082972,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/7315
MS4A1,B cell,kidney interstitium,1.082972,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/7315
MS4A1,B cell,renal column,1.082972,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/7315
MS4A1,B cell,outer cortex of kidney,1.082972,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/7315
MS4A2,mast cell,renal papilla,1.34093,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/7316
MS4A2,mast cell,kidney capsule,1.34093,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/7316
MS4A2,mast cell,kidney,1.34093,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/7316
MS4A2,mast cell,kidney pyramid,1.34093,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/7316
MS4A2,mast cell,kidney interstitium,1.34093,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/7316
MS4A2,mast cell,renal column,1.34093,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/7316
MS4A2,mast cell,outer cortex of kidney,1.34093,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/7316
MYH11,renal interstitial pericyte,renal papilla,2.092828,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7569
MYH11,renal interstitial pericyte,kidney capsule,2.092828,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7569
MYH11,renal interstitial pericyte,kidney,2.092828,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7569
MYH11,renal interstitial pericyte,kidney blood vessel,2.092828,http://purl.obolibrary.org/obo/UBERON_0003517,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7569
MYH11,renal interstitial pericyte,kidney pyramid,2.092828,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7569
MYH11,renal interstitial pericyte,renal column,2.092828,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7569
MYH11,renal interstitial pericyte,outer cortex of kidney,2.092828,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/7569
NRG3,parietal epithelial cell,renal papilla,0.986207,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/7999
NRG3,parietal epithelial cell,kidney capsule,0.986207,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/7999
NRG3,parietal epithelial cell,kidney,0.986207,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/7999
NRG3,parietal epithelial cell,kidney pyramid,0.986207,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/7999
NRG3,parietal epithelial cell,renal column,0.986207,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/7999
NRG3,parietal epithelial cell,outer cortex of kidney,0.986207,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/7999
NRG3,parietal epithelial cell,glomerular parietal epithelium,0.986207,http://purl.obolibrary.org/obo/UBERON_0005750,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/7999
PAX5,B cell,kidney capsule,0.972029,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619
PAX5,B cell,kidney,0.972029,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619
PAX5,B cell,kidney pyramid,0.972029,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619
PAX5,B cell,kidney interstitium,0.972029,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619
PAX5,B cell,renal column,0.972029,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/8619
