gene_label,gene
ABCC8,http://identifiers.org/hgnc/59
ABCC8,https://purl.org/ccf/ASCTB-TEMP_abcc8
ABCD1,http://identifiers.org/hgnc/61
ABCD2,http://identifiers.org/hgnc/66
ABCD3,http://identifiers.org/hgnc/67
ABCD3,https://purl.org/ccf/ASCTB-TEMP_abcd3
ABCD4,http://identifiers.org/hgnc/68
ABCD4,https://purl.org/ccf/ASCTB-TEMP_abcd4
ABCE1,http://identifiers.org/hgnc/69
ABCE1,https://purl.org/ccf/ASCTB-TEMP_abce1
ABCF1,http://identifiers.org/hgnc/70
ABCF1,https://purl.org/ccf/ASCTB-TEMP_abcf1
ABCF2,http://identifiers.org/hgnc/71
ABCF2,https://purl.org/ccf/ASCTB-TEMP_abcf2
ABCF3,http://identifiers.org/hgnc/72
ABCG1,http://identifiers.org/hgnc/73
ABCG1,https://purl.org/ccf/ASCTB-TEMP_abcg1
ABCG2,http://identifiers.org/hgnc/74
ABCG2,https://purl.org/ccf/ASCTB-TEMP_abcg2
ABCG5,https://purl.org/ccf/ASCTB-TEMP_abcg5
ABCG8,http://identifiers.org/hgnc/13887
ABHD10,http://identifiers.org/hgnc/25656
ABHD11,http://identifiers.org/hgnc/16407
ABHD11,https://purl.org/ccf/ASCTB-TEMP_abhd11
ABHD12,http://identifiers.org/hgnc/15868
ABHD12,https://purl.org/ccf/ASCTB-TEMP_abhd12
ABHD13,http://identifiers.org/hgnc/20293
ABHD14A,http://identifiers.org/hgnc/24538
ABHD14A-ACY1,http://identifiers.org/hgnc/38856
ABHD14B,http://identifiers.org/hgnc/28235
ABHD15,http://identifiers.org/hgnc/26971
ABHD15-AS1,http://identifiers.org/hgnc/49685
ABHD16A,http://identifiers.org/hgnc/13921
ABHD17A,http://identifiers.org/hgnc/28756
ABHD17B,http://identifiers.org/hgnc/24278
ABHD17B,https://purl.org/ccf/ASCTB-TEMP_abhd17b
ABHD18,http://identifiers.org/hgnc/26111
ABHD2,http://identifiers.org/hgnc/18717
ABHD2,https://purl.org/ccf/ASCTB-TEMP_abhd2
ABHD3,http://identifiers.org/hgnc/18718
ABHD4,http://identifiers.org/hgnc/20154
ABHD4,https://purl.org/ccf/ASCTB-TEMP_abhd4
ABHD5,http://identifiers.org/hgnc/21396
ABHD5,https://purl.org/ccf/ASCTB-TEMP_abhd5
ABHD6,http://identifiers.org/hgnc/21398
ABHD8,http://identifiers.org/hgnc/23759
ABI1,http://identifiers.org/hgnc/11320
ABI1,https://purl.org/ccf/ASCTB-TEMP_abi1
ABI2,http://identifiers.org/hgnc/24011
ABI2,https://purl.org/ccf/ASCTB-TEMP_abi2
ABI3,http://identifiers.org/hgnc/29859
ABI3BP,http://identifiers.org/hgnc/17265
ABI3BP,https://purl.org/ccf/ASCTB-TEMP_abi3bp
ABITRAM,http://identifiers.org/hgnc/1364
ABL1,http://identifiers.org/hgnc/76
ABL1,https://purl.org/ccf/ASCTB-TEMP_abl1
ABL2,http://identifiers.org/hgnc/77
ABL2,https://purl.org/ccf/ASCTB-TEMP_abl2
ABLIM1,http://identifiers.org/hgnc/78
ABLIM1,https://purl.org/ccf/ASCTB-TEMP_ablim1
ABLIM2,http://identifiers.org/hgnc/19195
ABLIM3,http://identifiers.org/hgnc/29132
ABO,http://identifiers.org/hgnc/79
ABR,http://identifiers.org/hgnc/81
ABR,https://purl.org/ccf/ASCTB-TEMP_abr
ABRACL,http://identifiers.org/hgnc/21230
ABRACL,https://purl.org/ccf/ASCTB-TEMP_abracl
ABRAXAS1,http://identifiers.org/hgnc/25829
ABRAXAS2,http://identifiers.org/hgnc/28975
ABT1,http://identifiers.org/hgnc/17369
ABTB1,http://identifiers.org/hgnc/18275
ABTB1,https://purl.org/ccf/ASCTB-TEMP_abtb1
ABTB2,http://identifiers.org/hgnc/23842
ABTB2,https://purl.org/ccf/ASCTB-TEMP_abtb2
ABTB3,http://identifiers.org/hgnc/23844
ACAA1,http://identifiers.org/hgnc/82
ACAA2,http://identifiers.org/hgnc/83
ACAA2,https://purl.org/ccf/ASCTB-TEMP_acaa2
ACAA2P1,http://identifiers.org/hgnc/55880
ACACA,http://identifiers.org/hgnc/84
ACACB,http://identifiers.org/hgnc/85
ACACB,https://purl.org/ccf/ASCTB-TEMP_acacb
ACAD10,http://identifiers.org/hgnc/21597
ACAD10,https://purl.org/ccf/ASCTB-TEMP_acad10
ACAD11,http://identifiers.org/hgnc/30211
ACAD8,http://identifiers.org/hgnc/87
ACAD9,http://identifiers.org/hgnc/21497
ACADL,http://identifiers.org/hgnc/88
ACADM,http://identifiers.org/hgnc/89
ACADM,https://purl.org/ccf/ASCTB-TEMP_acadm
ACADS,http://identifiers.org/hgnc/90
ACADS,https://purl.org/ccf/ASCTB-TEMP_acads
ACADSB,http://identifiers.org/hgnc/91
ACADSB,https://purl.org/ccf/ASCTB-TEMP_acadsb
ACADVL,http://identifiers.org/hgnc/92
ACADVL,https://purl.org/ccf/ASCTB-TEMP_acadvl
ACAP1,http://identifiers.org/hgnc/16467
ACAP1,https://purl.org/ccf/ASCTB-TEMP_acap1
ACAP2,http://identifiers.org/hgnc/16469
ACAP3,http://identifiers.org/hgnc/16754
ACAP3,https://purl.org/ccf/ASCTB-TEMP_acap3
ACAT1,http://identifiers.org/hgnc/93
ACAT1,https://purl.org/ccf/ASCTB-TEMP_acat1
ACAT2,http://identifiers.org/hgnc/94
ACAT2,https://purl.org/ccf/ASCTB-TEMP_acat2
ACBD3,http://identifiers.org/hgnc/15453
ACBD3,https://purl.org/ccf/ASCTB-TEMP_acbd3
ACBD4,http://identifiers.org/hgnc/23337
ACBD4,https://purl.org/ccf/ASCTB-TEMP_acbd4
ACBD5,http://identifiers.org/hgnc/23338
ACBD6,http://identifiers.org/hgnc/23339
ACCS,http://identifiers.org/hgnc/23989
ACD,http://identifiers.org/hgnc/25070
ACE,http://identifiers.org/hgnc/2707
ACE2,http://identifiers.org/hgnc/13557
ACE2-DT,http://identifiers.org/hgnc/56255
ACER2,http://identifiers.org/hgnc/23675
ACER2,https://purl.org/ccf/ASCTB-TEMP_acer2
ACER3,http://identifiers.org/hgnc/16066
ACER3,https://purl.org/ccf/ASCTB-TEMP_acer3
ACHE,http://identifiers.org/hgnc/108
ACHE,https://purl.org/ccf/ASCTB-TEMP_ache
ACIN1,http://identifiers.org/hgnc/17066
ACKR2,https://purl.org/ccf/ASCTB-TEMP_ackr2
ACKR3,http://identifiers.org/hgnc/23692
ACKR3,https://purl.org/ccf/ASCTB-TEMP_ackr3
ACKR4,http://identifiers.org/hgnc/1611
ACLY,http://identifiers.org/hgnc/115
ACLY,https://purl.org/ccf/ASCTB-TEMP_acly
ACMSD,http://identifiers.org/hgnc/19288
ACMSD,https://purl.org/ccf/ASCTB-TEMP_acmsd
ACO1,http://identifiers.org/hgnc/117
ACO1,https://purl.org/ccf/ASCTB-TEMP_aco1
ACO2,http://identifiers.org/hgnc/118
ACO2,https://purl.org/ccf/ASCTB-TEMP_aco2
ACOT11,http://identifiers.org/hgnc/18156
ACOT11,https://purl.org/ccf/ASCTB-TEMP_acot11
ACOT12,http://identifiers.org/hgnc/24436
ACOT12,https://purl.org/ccf/ASCTB-TEMP_acot12
ACOT13,http://identifiers.org/hgnc/20999
ACOT2,http://identifiers.org/hgnc/18431
ACOT4,http://identifiers.org/hgnc/19748
ACOT7,http://identifiers.org/hgnc/24157
ACOT7,https://purl.org/ccf/ASCTB-TEMP_acot7
ACOT8,http://identifiers.org/hgnc/15919
ACOT9,http://identifiers.org/hgnc/17152
ACOX1,http://identifiers.org/hgnc/119
ACOX2,https://purl.org/ccf/ASCTB-TEMP_acox2
ACOX3,http://identifiers.org/hgnc/121
ACOXL,http://identifiers.org/hgnc/25621
ACOXL-AS1,http://identifiers.org/hgnc/41112
ACP1,http://identifiers.org/hgnc/122
ACP1,https://purl.org/ccf/ASCTB-TEMP_acp1
ACP2,http://identifiers.org/hgnc/123
ACP3,http://identifiers.org/hgnc/125
ACP5,http://identifiers.org/hgnc/124
ACP5,https://purl.org/ccf/ASCTB-TEMP_acp5
ACRBP,http://identifiers.org/hgnc/17195
ACRBP,https://purl.org/ccf/ASCTB-TEMP_acrbp
ACSBG1,http://identifiers.org/hgnc/29567
ACSBG1,https://purl.org/ccf/ASCTB-TEMP_acsbg1
ACSF2,http://identifiers.org/hgnc/26101
ACSF2,https://purl.org/ccf/ASCTB-TEMP_acsf2
ACSF3,http://identifiers.org/hgnc/27288
ACSL1,http://identifiers.org/hgnc/3569
ACSL1,https://purl.org/ccf/ASCTB-TEMP_acsl1
ACSL3,http://identifiers.org/hgnc/3570
ACSL3,https://purl.org/ccf/ASCTB-TEMP_acsl3
ACSL4,http://identifiers.org/hgnc/3571
ACSL4,https://purl.org/ccf/ASCTB-TEMP_acsl4
ACSL5,http://identifiers.org/hgnc/16526
ACSL5,https://purl.org/ccf/ASCTB-TEMP_acsl5
ACSL6,http://identifiers.org/hgnc/16496
ACSM1,http://identifiers.org/hgnc/18049
ACSM2A,http://identifiers.org/hgnc/32017
ACSM2A,https://purl.org/ccf/ASCTB-TEMP_acsm2a
ACSM2B,http://identifiers.org/hgnc/30931
ACSM2B,https://purl.org/ccf/ASCTB-TEMP_acsm2b
ACSM3,http://identifiers.org/hgnc/10522
ACSM3,https://purl.org/ccf/ASCTB-TEMP_acsm3
ACSM5,http://identifiers.org/hgnc/26060
ACSM5P1,http://identifiers.org/hgnc/51295
ACSM6,https://purl.org/ccf/ASCTB-TEMP_acsm6
ACSS1,http://identifiers.org/hgnc/16091
ACSS2,http://identifiers.org/hgnc/15814
ACSS2,https://purl.org/ccf/ASCTB-TEMP_acss2
ACTA1,http://identifiers.org/hgnc/129
ACTA1,https://purl.org/ccf/ASCTB-TEMP_acta1
ACTA2-AS1,http://identifiers.org/hgnc/45169
ACTB,http://identifiers.org/hgnc/132
ACTB,https://purl.org/ccf/ASCTB-TEMP_actb
ACTBP2,http://identifiers.org/hgnc/135
ACTC1,http://identifiers.org/hgnc/143
ACTC1,https://purl.org/ccf/ASCTB-TEMP_actc1
ACTG1,http://identifiers.org/hgnc/144
ACTG1,https://purl.org/ccf/ASCTB-TEMP_actg1
ACTG1P1,http://identifiers.org/hgnc/146
ACTG1P9,http://identifiers.org/hgnc/154
ACTL6A,http://identifiers.org/hgnc/24124
ACTL6A,https://purl.org/ccf/ASCTB-TEMP_actl6a
ACTL6B,http://identifiers.org/hgnc/160
ACTL8,http://identifiers.org/hgnc/24018
ACTN1,http://identifiers.org/hgnc/163
ACTN1,https://purl.org/ccf/ASCTB-TEMP_actn1
ACTN1-DT,http://identifiers.org/hgnc/20131
ACTN2,http://identifiers.org/hgnc/164
ACTN2,https://purl.org/ccf/ASCTB-TEMP_actn2
ACTN4,http://identifiers.org/hgnc/166
ACTN4,https://purl.org/ccf/ASCTB-TEMP_actn4
ACTR10,http://identifiers.org/hgnc/17372
ACTR10,https://purl.org/ccf/ASCTB-TEMP_actr10
ACTR1A,http://identifiers.org/hgnc/167
ACTR1B,http://identifiers.org/hgnc/168
ACTR2,http://identifiers.org/hgnc/169
ACTR3,http://identifiers.org/hgnc/170
ACTR3,https://purl.org/ccf/ASCTB-TEMP_actr3
ACTR3B,http://identifiers.org/hgnc/17256
ACTR3C,http://identifiers.org/hgnc/37282
ACTR5,https://purl.org/ccf/ASCTB-TEMP_actr5
ACTR6,http://identifiers.org/hgnc/24025
ACTR8,http://identifiers.org/hgnc/14672
ACTR8,https://purl.org/ccf/ASCTB-TEMP_actr8
ACVR1,http://identifiers.org/hgnc/171
ACVR1B,http://identifiers.org/hgnc/172
ACVR1B,https://purl.org/ccf/ASCTB-TEMP_acvr1b
ACVR1C,http://identifiers.org/hgnc/18123
ACVR2A,http://identifiers.org/hgnc/173
ACVR2A,https://purl.org/ccf/ASCTB-TEMP_acvr2a
ACVR2B,http://identifiers.org/hgnc/174
ACVRL1,http://identifiers.org/hgnc/175
ACVRL1,https://purl.org/ccf/ASCTB-TEMP_acvrl1
ACY1,http://identifiers.org/hgnc/177
ACY3,http://identifiers.org/hgnc/24104
ACY3,https://purl.org/ccf/ASCTB-TEMP_acy3
ACYP1,http://identifiers.org/hgnc/179
ACYP2,http://identifiers.org/hgnc/180
ACYP2,https://purl.org/ccf/ASCTB-TEMP_acyp2
ADA,http://identifiers.org/hgnc/186
ADA,https://purl.org/ccf/ASCTB-TEMP_ada
ADA2,http://identifiers.org/hgnc/1839
ADAD1P1,http://identifiers.org/hgnc/44550
ADAL,http://identifiers.org/hgnc/31853
ADAL,https://purl.org/ccf/ASCTB-TEMP_adal
ADAM10,http://identifiers.org/hgnc/188
ADAM10,https://purl.org/ccf/ASCTB-TEMP_adam10
ADAM12,http://identifiers.org/hgnc/190
ADAM12,https://purl.org/ccf/ASCTB-TEMP_adam12
ADAM15,http://identifiers.org/hgnc/193
ADAM15,https://purl.org/ccf/ASCTB-TEMP_adam15
ADAM17,http://identifiers.org/hgnc/195
ADAM17,https://purl.org/ccf/ASCTB-TEMP_adam17
ADAM19,http://identifiers.org/hgnc/197
ADAM19,https://purl.org/ccf/ASCTB-TEMP_adam19
ADAM23,http://identifiers.org/hgnc/202
ADAM23,https://purl.org/ccf/ASCTB-TEMP_adam23
ADAM28,http://identifiers.org/hgnc/206
ADAM28,https://purl.org/ccf/ASCTB-TEMP_adam28
ADAM32,http://identifiers.org/hgnc/15479
ADAM33,http://identifiers.org/hgnc/15478
ADAM33,https://purl.org/ccf/ASCTB-TEMP_adam33
ADAM7-AS1,http://identifiers.org/hgnc/56152
ADAM8,http://identifiers.org/hgnc/215
ADAM8,https://purl.org/ccf/ASCTB-TEMP_adam8
ADAM9,http://identifiers.org/hgnc/216
ADAM9,https://purl.org/ccf/ASCTB-TEMP_adam9
ADAMDEC1,http://identifiers.org/hgnc/16299
ADAMDEC1,https://purl.org/ccf/ASCTB-TEMP_adamdec1
ADAMTS1,http://identifiers.org/hgnc/217
ADAMTS1,https://purl.org/ccf/ASCTB-TEMP_adamts1
ADAMTS12,http://identifiers.org/hgnc/14605
ADAMTS12,https://purl.org/ccf/ASCTB-TEMP_adamts12
ADAMTS15,http://identifiers.org/hgnc/16305
ADAMTS16,http://identifiers.org/hgnc/17108
ADAMTS16,https://purl.org/ccf/ASCTB-TEMP_adamts16
ADAMTS17,http://identifiers.org/hgnc/17109
ADAMTS18,http://identifiers.org/hgnc/17110
ADAMTS18,https://purl.org/ccf/ASCTB-TEMP_adamts18
ADAMTS19,http://identifiers.org/hgnc/17111
ADAMTS19-AS1,http://identifiers.org/hgnc/40797
ADAMTS2,http://identifiers.org/hgnc/218
ADAMTS2,https://purl.org/ccf/ASCTB-TEMP_adamts2
ADAMTS3,http://identifiers.org/hgnc/219
ADAMTS6,http://identifiers.org/hgnc/222
ADAMTS7,http://identifiers.org/hgnc/223
ADAMTS8,http://identifiers.org/hgnc/224
ADAMTS8,https://purl.org/ccf/ASCTB-TEMP_adamts8
ADAMTS9,http://identifiers.org/hgnc/13202
ADAMTS9,https://purl.org/ccf/ASCTB-TEMP_adamts9
ADAMTS9-AS1,http://identifiers.org/hgnc/40625
ADAMTS9-AS2,http://identifiers.org/hgnc/42435
ADAMTS9-AS2,https://purl.org/ccf/ASCTB-TEMP_adamts9-as2
ADAMTSL1,http://identifiers.org/hgnc/14632
ADAMTSL2,http://identifiers.org/hgnc/14631
ADAMTSL3,http://identifiers.org/hgnc/14633
ADAMTSL3,https://purl.org/ccf/ASCTB-TEMP_adamtsl3
ADAMTSL4,http://identifiers.org/hgnc/19706
ADAMTSL4-AS1,http://identifiers.org/hgnc/32041
ADAMTSL4-AS2,http://identifiers.org/hgnc/40895
ADAP1,http://identifiers.org/hgnc/16486
ADAP2,http://identifiers.org/hgnc/16487
ADAP2,https://purl.org/ccf/ASCTB-TEMP_adap2
ADAR,http://identifiers.org/hgnc/225
ADAR,https://purl.org/ccf/ASCTB-TEMP_adar
ADARB1,http://identifiers.org/hgnc/226
ADARB1,https://purl.org/ccf/ASCTB-TEMP_adarb1
ADARB2,http://identifiers.org/hgnc/227
ADARB2,https://purl.org/ccf/ASCTB-TEMP_adarb2
ADAT1,http://identifiers.org/hgnc/228
ADAT2,http://identifiers.org/hgnc/21172
ADAT3,http://identifiers.org/hgnc/25151
ADCK1,http://identifiers.org/hgnc/19038
ADCK2,http://identifiers.org/hgnc/19039
ADCK5,http://identifiers.org/hgnc/21738
ADCY1,http://identifiers.org/hgnc/232
ADCY10,http://identifiers.org/hgnc/21285
ADCY2,http://identifiers.org/hgnc/233
ADCY3,http://identifiers.org/hgnc/234
ADCY4,http://identifiers.org/hgnc/235
ADCY4,https://purl.org/ccf/ASCTB-TEMP_adcy4
ADCY5,http://identifiers.org/hgnc/236
ADCY5,https://purl.org/ccf/ASCTB-TEMP_adcy5
ADCY6,http://identifiers.org/hgnc/237
ADCY6,https://purl.org/ccf/ASCTB-TEMP_adcy6
ADCY7,http://identifiers.org/hgnc/238
ADCY8,http://identifiers.org/hgnc/239
ADCY9,http://identifiers.org/hgnc/240
ADCYAP1,http://identifiers.org/hgnc/241
ADCYAP1,https://purl.org/ccf/ASCTB-TEMP_adcyap1
ADD1,http://identifiers.org/hgnc/243
ADD2,http://identifiers.org/hgnc/244
ADD3,http://identifiers.org/hgnc/245
ADD3,https://purl.org/ccf/ASCTB-TEMP_add3
ADGB,http://identifiers.org/hgnc/21212
ADGB,https://purl.org/ccf/ASCTB-TEMP_adgb
ADGRA2,http://identifiers.org/hgnc/17849
ADGRA3,http://identifiers.org/hgnc/13839
ADGRA3,https://purl.org/ccf/ASCTB-TEMP_adgra3
ADGRB1,http://identifiers.org/hgnc/943
ADGRB2,http://identifiers.org/hgnc/944
ADGRB3,http://identifiers.org/hgnc/945
ADGRB3,https://purl.org/ccf/ASCTB-TEMP_adgrb3
ADGRB3-DT,http://identifiers.org/hgnc/55774
ADGRD1,http://identifiers.org/hgnc/19893
ADGRD1,https://purl.org/ccf/ASCTB-TEMP_adgrd1
ADGRE1,http://identifiers.org/hgnc/3336
ADGRE5,http://identifiers.org/hgnc/1711
ADGRE5,https://purl.org/ccf/ASCTB-TEMP_adgre5
ADGRF1,http://identifiers.org/hgnc/18990
ADGRF1,https://purl.org/ccf/ASCTB-TEMP_adgrf1
ADGRF2P,http://identifiers.org/hgnc/18991
ADGRF4,https://purl.org/ccf/ASCTB-TEMP_adgrf4
ADGRF5-AS1,http://identifiers.org/hgnc/40864
ADGRG1,http://identifiers.org/hgnc/4512
ADGRG1,https://purl.org/ccf/ASCTB-TEMP_adgrg1
ADGRG2,http://identifiers.org/hgnc/4516
ADGRG3,http://identifiers.org/hgnc/13728
ADGRG3,https://purl.org/ccf/ASCTB-TEMP_adgrg3
ADGRG4,https://purl.org/ccf/ASCTB-TEMP_adgrg4
ADGRG5,http://identifiers.org/hgnc/19010
ADGRG6,http://identifiers.org/hgnc/13841
ADGRG6,https://purl.org/ccf/ASCTB-TEMP_adgrg6
ADGRG7,http://identifiers.org/hgnc/19241
ADGRL1,http://identifiers.org/hgnc/20973
ADGRL1,https://purl.org/ccf/ASCTB-TEMP_adgrl1
ADGRL1-AS1,http://identifiers.org/hgnc/55309
ADGRL2,http://identifiers.org/hgnc/18582
ADGRL2,https://purl.org/ccf/ASCTB-TEMP_adgrl2
ADGRL3,http://identifiers.org/hgnc/20974
ADGRL3,https://purl.org/ccf/ASCTB-TEMP_adgrl3
ADGRL3-AS1,http://identifiers.org/hgnc/50604
ADGRV1,http://identifiers.org/hgnc/17416
ADGRV1,https://purl.org/ccf/ASCTB-TEMP_adgrv1
ADH1B,http://identifiers.org/hgnc/250
ADH1B,https://purl.org/ccf/ASCTB-TEMP_adh1b
ADH1C,http://identifiers.org/hgnc/251
ADH1C,https://purl.org/ccf/ASCTB-TEMP_adh1c
ADH5,http://identifiers.org/hgnc/253
ADH5,https://purl.org/ccf/ASCTB-TEMP_adh5
ADH6,http://identifiers.org/hgnc/255
ADH7,http://identifiers.org/hgnc/256
ADH7,https://purl.org/ccf/ASCTB-TEMP_adh7
ADI1,http://identifiers.org/hgnc/30576
ADI1,https://purl.org/ccf/ASCTB-TEMP_adi1
ADIPOR1,http://identifiers.org/hgnc/24040
ADIPOR1,https://purl.org/ccf/ASCTB-TEMP_adipor1
ADIPOR2,http://identifiers.org/hgnc/24041
ADIPOR2,https://purl.org/ccf/ASCTB-TEMP_adipor2
ADIRF,http://identifiers.org/hgnc/24043
ADIRF,https://purl.org/ccf/ASCTB-TEMP_adirf
ADIRF-AS1,http://identifiers.org/hgnc/45127
ADISSP,http://identifiers.org/hgnc/15873
ADK,http://identifiers.org/hgnc/257
ADK,https://purl.org/ccf/ASCTB-TEMP_adk
ADM,http://identifiers.org/hgnc/259
ADM,https://purl.org/ccf/ASCTB-TEMP_adm
ADM2,http://identifiers.org/hgnc/28898
ADM5,http://identifiers.org/hgnc/27293
ADNP,http://identifiers.org/hgnc/15766
ADNP-AS1,http://identifiers.org/hgnc/51227
ADNP2,http://identifiers.org/hgnc/23803
ADNP2,https://purl.org/ccf/ASCTB-TEMP_adnp2
ADO,http://identifiers.org/hgnc/23506
ADORA2A,http://identifiers.org/hgnc/263
ADORA2A,https://purl.org/ccf/ASCTB-TEMP_adora2a
ADORA2A-AS1,http://identifiers.org/hgnc/37122
ADORA2B,http://identifiers.org/hgnc/264
ADPGK,http://identifiers.org/hgnc/25250
ADPGK,https://purl.org/ccf/ASCTB-TEMP_adpgk
ADPRH,http://identifiers.org/hgnc/269
ADPRM,http://identifiers.org/hgnc/30925
ADPRM,https://purl.org/ccf/ASCTB-TEMP_adprm
ADPRS,http://identifiers.org/hgnc/21304
ADRA1A,http://identifiers.org/hgnc/277
ADRA1A,https://purl.org/ccf/ASCTB-TEMP_adra1a
ADRA1B,http://identifiers.org/hgnc/278
ADRA1D,http://identifiers.org/hgnc/280
ADRA2A,http://identifiers.org/hgnc/281
ADRA2A,https://purl.org/ccf/ASCTB-TEMP_adra2a
ADRA2B,http://identifiers.org/hgnc/282
ADRA2C,http://identifiers.org/hgnc/283
ADRB1,http://identifiers.org/hgnc/285
ADRB1,https://purl.org/ccf/ASCTB-TEMP_adrb1
ADRB2,http://identifiers.org/hgnc/286
ADRB2,https://purl.org/ccf/ASCTB-TEMP_adrb2
ADRM1,http://identifiers.org/hgnc/15759
ADRM1,https://purl.org/ccf/ASCTB-TEMP_adrm1
ADSL,http://identifiers.org/hgnc/291
ADSL,https://purl.org/ccf/ASCTB-TEMP_adsl
ADSS1,http://identifiers.org/hgnc/20093
ADSS2,http://identifiers.org/hgnc/292
ADTRP,http://identifiers.org/hgnc/21214
ADTRP,https://purl.org/ccf/ASCTB-TEMP_adtrp
AEBP1,http://identifiers.org/hgnc/303
AEBP1,https://purl.org/ccf/ASCTB-TEMP_aebp1
AEBP2,http://identifiers.org/hgnc/24051
AEN,http://identifiers.org/hgnc/25722
AEN,https://purl.org/ccf/ASCTB-TEMP_aen
AFAP1,http://identifiers.org/hgnc/24017
AFAP1L1,http://identifiers.org/hgnc/26714
AFAP1L1,https://purl.org/ccf/ASCTB-TEMP_afap1l1
