gene_label,ct_label,as_label,as,ct,gene
CD8A,mucosal invariant T cell,medulla of thymus,http://purl.obolibrary.org/obo/UBERON_0002124,http://purl.obolibrary.org/obo/CL_0000940,http://identifiers.org/hgnc/1706
CD8A,immature NK T cell,medulla of thymus,http://purl.obolibrary.org/obo/UBERON_0002124,http://purl.obolibrary.org/obo/CL_0000914,http://identifiers.org/hgnc/1706
CD8A,mature CD8 single-positive thymocyte,medulla of thymus,http://purl.obolibrary.org/obo/UBERON_0002124,http://purl.obolibrary.org/obo/CL_0002437,http://identifiers.org/hgnc/1706
CD8A,"CD8-positive, alpha-beta T cell",tonsil T cell zone,https://purl.org/ccf/ASCTB-TEMP_tonsil-t-cell-zone,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/1706
CD8A,"CD8-positive, alpha-beta T cell",bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/1706
CD8A,"naive thymus-derived CD8-positive, alpha-beta T cell",bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000900,http://identifiers.org/hgnc/1706
CD8A,"naive thymus-derived CD8-positive, alpha-beta T cell",immune system,http://purl.obolibrary.org/obo/UBERON_0002405,http://purl.obolibrary.org/obo/CL_0000900,http://identifiers.org/hgnc/1706
CD8A,"effector memory CD8-positive, alpha-beta T cell",immune system,http://purl.obolibrary.org/obo/UBERON_0002405,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/1706
CD8A,lymphocyte,cardiac muscle of left atrium,http://purl.obolibrary.org/obo/UBERON_0003380,http://purl.obolibrary.org/obo/CL_0000542,http://identifiers.org/hgnc/1706
CD8A,mature natural killer cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000824,http://identifiers.org/hgnc/1706
CD8A,Splenic Littoral Cell,splenic sinusoid,http://purl.obolibrary.org/obo/UBERON_0003910,https://purl.org/ccf/ASCTB-TEMP_splenic-littoral-cell,http://identifiers.org/hgnc/1706
CD8A,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated",bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0001087,http://identifiers.org/hgnc/1706
CD8A,CD8+ T,duodenum lamina propria,http://purl.obolibrary.org/obo/UBERON_0015834,https://purl.org/ccf/ASCTB-TEMP_cd8-t,https://purl.org/ccf/ASCTB-TEMP_cd8a
CD8B,"naive thymus-derived CD8-positive, alpha-beta T cell",immune system,http://purl.obolibrary.org/obo/UBERON_0002405,http://purl.obolibrary.org/obo/CL_0000900,http://identifiers.org/hgnc/1707
CD8B,"CD8-positive, alpha-beta memory T cell",medulla of thymus,http://purl.obolibrary.org/obo/UBERON_0002124,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/1707
CD8B,"effector memory CD8-positive, alpha-beta T cell",immune system,http://purl.obolibrary.org/obo/UBERON_0002405,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/1707
CD8B,"double-positive, alpha-beta thymocyte",cortex of thymus,http://purl.obolibrary.org/obo/UBERON_0002123,http://purl.obolibrary.org/obo/CL_0000809,http://identifiers.org/hgnc/1707
CD8B,mature CD8 single-positive thymocyte,medulla of thymus,http://purl.obolibrary.org/obo/UBERON_0002124,http://purl.obolibrary.org/obo/CL_0002437,http://identifiers.org/hgnc/1707
CD8B,mature CD8 single-positive thymocyte,thymus corticomedullary boundary,http://purl.obolibrary.org/obo/UBERON_0003988,http://purl.obolibrary.org/obo/CL_0002437,http://identifiers.org/hgnc/1707
CD96,T cell,kidney interstitium,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/16892
CD96,mature NK T cell,kidney interstitium,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000814,http://identifiers.org/hgnc/16892
CD96,"group 3 innate lymphoid cell, human",marginal zone of spleen,http://purl.obolibrary.org/obo/UBERON_0001251,http://purl.obolibrary.org/obo/CL_0001078,http://identifiers.org/hgnc/16892
CDH5,blood vessel endothelial cell,superficial cervical artery,http://purl.obolibrary.org/obo/UBERON_0001071,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,middle colic artery,http://purl.obolibrary.org/obo/UBERON_0001196,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,superior suprarenal artery,http://purl.obolibrary.org/obo/UBERON_0001198,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,mental artery,http://purl.obolibrary.org/obo/UBERON_0001617,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,posterior cerebral artery,http://purl.obolibrary.org/obo/UBERON_0001636,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,thoracodorsal artery,http://purl.obolibrary.org/obo/UBERON_0002011,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,internal thoracic artery,http://purl.obolibrary.org/obo/UBERON_0002456,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,deep artery of clitoris,http://purl.obolibrary.org/obo/UBERON_0008322,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,dorsal artery of clitoris,http://purl.obolibrary.org/obo/UBERON_0008323,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,middle suprarenal artery,http://purl.obolibrary.org/obo/UBERON_0012173,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,soleal vein,http://purl.obolibrary.org/obo/UBERON_0013142,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,hepatic portal venule,http://purl.obolibrary.org/obo/UBERON_8600085,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,ascending palatine artery,http://purl.obolibrary.org/obo/UBERON_8600095,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Seventh anterior intercostal artery,http://purl.org/sig/ont/fma/fma10649,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Right second lumbar artery,http://purl.org/sig/ont/fma/fma14739,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Posterior scrotal vein,http://purl.org/sig/ont/fma/fma21254,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Radial recurrent artery,http://purl.org/sig/ont/fma/fma22748,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Circumflex scapular artery,http://purl.org/sig/ont/fma/fma23179,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Dorsal digital vein of foot,http://purl.org/sig/ont/fma/fma323401,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Anterior radicular branch of posterior intercostal artery,http://purl.org/sig/ont/fma/fma4183,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Posterior radicular branch of posterior intercostal artery,http://purl.org/sig/ont/fma/fma4184,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Right tenth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4360,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Lateral tarsal artery,http://purl.org/sig/ont/fma/fma44595,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Left sixth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4475,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Mastoid artery,http://purl.org/sig/ont/fma/fma49599,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Right inferior pulmonary vein,http://purl.org/sig/ont/fma/fma49911,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Set of pancreatic veins,http://purl.org/sig/ont/fma/fma70929,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Third common palmar digital artery,http://purl.org/sig/ont/fma/fma85107,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,dorsal branch of lateral proper palmar digital artery of third digit of hand,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-lateral-proper-palmar-digital-artery-of-third-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,medial dorsal digital artery of fifth digit of hand,https://purl.org/ccf/ASCTB-TEMP_medial-dorsal-digital-artery-of-fifth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,segmental hepatic vein,https://purl.org/ccf/ASCTB-TEMP_segmental-hepatic-vein,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,umbilical artery,http://purl.obolibrary.org/obo/UBERON_0001310,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,left testicular vein,http://purl.obolibrary.org/obo/UBERON_0000443,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,external jugular vein,http://purl.obolibrary.org/obo/UBERON_0001101,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,renal artery,http://purl.obolibrary.org/obo/UBERON_0001184,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,testicular artery,http://purl.obolibrary.org/obo/UBERON_0001187,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,ovarian artery,http://purl.obolibrary.org/obo/UBERON_0001190,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,jejunal vein,http://purl.obolibrary.org/obo/UBERON_0001216,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,inferior rectal artery,http://purl.obolibrary.org/obo/UBERON_0001357,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,perineal artery,http://purl.obolibrary.org/obo/UBERON_0001358,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,thoraco-acromial artery,http://purl.obolibrary.org/obo/UBERON_0001395,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,subscapular vein,http://purl.obolibrary.org/obo/UBERON_0001420,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,left common carotid artery plus branches,http://purl.obolibrary.org/obo/UBERON_0001536,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,dorsalis pedis artery,http://purl.obolibrary.org/obo/UBERON_0001539,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,median artery,http://purl.obolibrary.org/obo/UBERON_0002249,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,epicardium,http://purl.obolibrary.org/obo/UBERON_0002348,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,artery of lower lip,http://purl.obolibrary.org/obo/UBERON_0003471,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,cavernous sinus,http://purl.obolibrary.org/obo/UBERON_0003712,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,anterior spinal artery,http://purl.obolibrary.org/obo/UBERON_0005431,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,median sacral artery,http://purl.obolibrary.org/obo/UBERON_0005464,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,deep external pudendal artery,http://purl.obolibrary.org/obo/UBERON_0007316,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,common penile artery,http://purl.obolibrary.org/obo/UBERON_0008320,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,lateral palpebral artery,http://purl.obolibrary.org/obo/UBERON_0014772,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,helicine branch of uterine artery,http://purl.obolibrary.org/obo/UBERON_0015173,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,superior thoracic artery,http://purl.obolibrary.org/obo/UBERON_0035273,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,deep facial vein,http://purl.obolibrary.org/obo/UBERON_0035659,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,venule of lymph node,http://purl.obolibrary.org/obo/UBERON_8410041,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,intra-acinar venule,http://purl.obolibrary.org/obo/UBERON_8600061,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,bronchial venule,http://purl.obolibrary.org/obo/UBERON_8600067,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,external nasal vein,http://purl.obolibrary.org/obo/UBERON_8600087,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,inferior anastomotic vein,http://purl.obolibrary.org/obo/UBERON_8600091,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,artery of pterygoid canal,http://purl.obolibrary.org/obo/UBERON_8600100,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Ninth anterior intercostal artery,http://purl.org/sig/ont/fma/fma10651,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,First anterior intercostal artery,http://purl.org/sig/ont/fma/fma10652,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Second anterior intercostal artery,http://purl.org/sig/ont/fma/fma10653,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Right fourth lumbar artery,http://purl.org/sig/ont/fma/fma14741,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Left inferior phrenic artery,http://purl.org/sig/ont/fma/fma14747,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Lumbar part of iliolumbar artery,http://purl.org/sig/ont/fma/fma18849,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Iliac part of iliolumbar artery,http://purl.org/sig/ont/fma/fma18850,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Transverse part of perineal artery,http://purl.org/sig/ont/fma/fma20840,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Deep part of superior gluteal artery,http://purl.org/sig/ont/fma/fma21121,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Descending branch of medial circumflex femoral artery,http://purl.org/sig/ont/fma/fma22420,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Arteria radialis indicis,http://purl.org/sig/ont/fma/fma22763,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Deep palmar arterial arch,http://purl.org/sig/ont/fma/fma22838,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Medial collateral artery,http://purl.org/sig/ont/fma/fma23119,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Capillary plexus of mucosa of small intestine,http://purl.org/sig/ont/fma/fma264945,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Right bronchial artery,http://purl.org/sig/ont/fma/fma31933,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Left first bronchial artery,http://purl.org/sig/ont/fma/fma4146,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Right first superior phrenic artery,http://purl.org/sig/ont/fma/fma4165,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Superficial medial plantar artery,http://purl.org/sig/ont/fma/fma43933,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Calcaneal branch of fibular artery,http://purl.org/sig/ont/fma/fma44630,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Fifth anterior intercostal vein,http://purl.org/sig/ont/fma/fma4734,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Seventh anterior intercostal vein,http://purl.org/sig/ont/fma/fma4736,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Right sixth posterior intercostal vein,http://purl.org/sig/ont/fma/fma4875,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Right superior pulmonary vein,http://purl.org/sig/ont/fma/fma49914,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Left superior pulmonary vein,http://purl.org/sig/ont/fma/fma49916,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Superior anastomotic vein,http://purl.org/sig/ont/fma/fma51238,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Medial part of dorsal digital artery of great toe,http://purl.org/sig/ont/fma/fma69585,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Medial part of dorsal digital artery of second toe,http://purl.org/sig/ont/fma/fma69586,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Perforating branch of internal thoracic artery,http://purl.org/sig/ont/fma/fma70370,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Set of glandular branches of facial artery,http://purl.org/sig/ont/fma/fma71675,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Left lateral basal segmental artery,http://purl.org/sig/ont/fma/fma8646,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,dorsal branch of medial proper palmar digital artery of fourth digit of hand,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-medial-proper-palmar-digital-artery-of-fourth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,first common plantar digital artery,https://purl.org/ccf/ASCTB-TEMP_first-common-plantar-digital-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,intralobular venule of pancreas,https://purl.org/ccf/ASCTB-TEMP_intralobular-venule-of-pancreas,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,medial dorsal digital artery of second digit of hand,https://purl.org/ccf/ASCTB-TEMP_medial-dorsal-digital-artery-of-second-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,medial proper plantar digital artery of fourth digit of foot,https://purl.org/ccf/ASCTB-TEMP_medial-proper-plantar-digital-artery-of-fourth-digit-of-foot,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,medial proper plantar digital artery of second digit of foot,https://purl.org/ccf/ASCTB-TEMP_medial-proper-plantar-digital-artery-of-second-digit-of-foot,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,mucosal arteriole of colon,https://purl.org/ccf/ASCTB-TEMP_mucosal-arteriole-of-colon,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,odontoid arcade,https://purl.org/ccf/ASCTB-TEMP_odontoid-arcade,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,pancreatic islet afferent arteriole,https://purl.org/ccf/ASCTB-TEMP_pancreatic-islet-afferent-arteriole,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,post-alveolar capillary,https://purl.org/ccf/ASCTB-TEMP_post-alveolar-capillary,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,segmental spinal artery #3,https://purl.org/ccf/ASCTB-TEMP_segmental-spinal-artery-3,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,seminal vesicle arterial branches of prostatic artery,https://purl.org/ccf/ASCTB-TEMP_seminal-vesicle-arterial-branches-of-prostatic-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,sheathed capillary of spleen,https://purl.org/ccf/ASCTB-TEMP_sheathed-capillary-of-spleen,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Sheathed capillary of spleen,https://purl.org/ccf/ASCTB-TEMP_sheathed-capillary-of-spleen,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,short branch of vasa recta of colon,https://purl.org/ccf/ASCTB-TEMP_short-branch-of-vasa-recta-of-colon,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,third common plantar digital artery,https://purl.org/ccf/ASCTB-TEMP_third-common-plantar-digital-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,vena recta of large intestine #3,https://purl.org/ccf/ASCTB-TEMP_vena-recta-of-large-intestine-3,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,inferior epigastric artery,http://purl.obolibrary.org/obo/UBERON_0001354,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,infraorbital artery,http://purl.obolibrary.org/obo/UBERON_0004646,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,right colic artery,http://purl.obolibrary.org/obo/UBERON_8410023,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,incisor artery,http://purl.obolibrary.org/obo/UBERON_8600086,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,submental artery,http://purl.obolibrary.org/obo/UBERON_8600096,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,descending palatine artery,http://purl.obolibrary.org/obo/UBERON_8600101,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Third dorsal metacarpal artery,http://purl.org/sig/ont/fma/fma0323596,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Palmar carpal branch of ulnar artery,http://purl.org/sig/ont/fma/fma22817,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,First common palmar digital artery,http://purl.org/sig/ont/fma/fma22854,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Radial collateral artery,http://purl.org/sig/ont/fma/fma23120,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Right eleventh posterior intercostal artery,http://purl.org/sig/ont/fma/fma4383,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Deep medial plantar artery,http://purl.org/sig/ont/fma/fma43934,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Anterior tympanic artery,http://purl.org/sig/ont/fma/fma49692,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,Anterior superior alveolar artery,http://purl.org/sig/ont/fma/fma49771,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
CDH5,blood vessel endothelial cell,branch of mucous plexus of colon,https://purl.org/ccf/ASCTB-TEMP_branch-of-mucous-plexus-of-colon,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764
