gene_label,ct_label,as_label,as,ct,gene
ACTA2,vascular associated smooth muscle cell,subserous artery of colon,https://purl.org/ccf/ASCTB-TEMP_subserous-artery-of-colon,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,left gastric artery,http://purl.obolibrary.org/obo/UBERON_0001192,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,iliolumbar artery,http://purl.obolibrary.org/obo/UBERON_0001313,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,dorsal artery of penis,http://purl.obolibrary.org/obo/UBERON_0001340,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,deep brachial artery,http://purl.obolibrary.org/obo/UBERON_0001399,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,subcostal artery,http://purl.obolibrary.org/obo/UBERON_0001561,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,lacrimal artery,http://purl.obolibrary.org/obo/UBERON_0001622,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,thoracodorsal artery,http://purl.obolibrary.org/obo/UBERON_0002011,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,spiral modiolar artery,http://purl.obolibrary.org/obo/UBERON_0002505,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,median sacral artery,http://purl.obolibrary.org/obo/UBERON_0005464,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,internal pudendal artery,http://purl.obolibrary.org/obo/UBERON_0007315,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,dorsal artery of clitoris,http://purl.obolibrary.org/obo/UBERON_0008323,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,ocular angle artery,http://purl.obolibrary.org/obo/UBERON_0010408,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,inferior alveolar artery,http://purl.obolibrary.org/obo/UBERON_0014693,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,middle vesical artery,http://purl.obolibrary.org/obo/UBERON_0035640,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,right gastroepiploic artery,http://purl.obolibrary.org/obo/UBERON_0035829,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Second dorsal metacarpal artery,http://purl.org/sig/ont/fma/fma0323595,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Anterior intercostal artery,http://purl.org/sig/ont/fma/fma10641,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Eighth anterior intercostal artery,http://purl.org/sig/ont/fma/fma10650,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Posterior intercostal artery,http://purl.org/sig/ont/fma/fma4176,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,First dorsal metatarsal artery,http://purl.org/sig/ont/fma/fma44647,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Auricular branch of occipital artery,http://purl.org/sig/ont/fma/fma49602,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Meningeal branch of occipital artery,http://purl.org/sig/ont/fma/fma49618,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Anterior deep temporal artery,http://purl.org/sig/ont/fma/fma49745,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Pontine artery,http://purl.org/sig/ont/fma/fma50560,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Trunk of posterior tibial artery,http://purl.org/sig/ont/fma/fma66421,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Medial segmental artery,http://purl.org/sig/ont/fma/fma68193,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Posterior inferior segmental hepatic artery,http://purl.org/sig/ont/fma/fma70446,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,dorsal meningeal artery,https://purl.org/ccf/ASCTB-TEMP_dorsal-meningeal-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,lateral dorsal digital artery of third digit of hand,https://purl.org/ccf/ASCTB-TEMP_lateral-dorsal-digital-artery-of-third-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,lateral proper plantar digital artery of first digit of foot,https://purl.org/ccf/ASCTB-TEMP_lateral-proper-plantar-digital-artery-of-first-digit-of-foot,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,lateral proper plantar digital artery of third digit of foot,https://purl.org/ccf/ASCTB-TEMP_lateral-proper-plantar-digital-artery-of-third-digit-of-foot,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,medial dorsal digital artery of fifth digit of hand,https://purl.org/ccf/ASCTB-TEMP_medial-dorsal-digital-artery-of-fifth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,medial proper palmar digital artery of first digit of hand,https://purl.org/ccf/ASCTB-TEMP_medial-proper-palmar-digital-artery-of-first-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,submucosal arteriole of colon,https://purl.org/ccf/ASCTB-TEMP_submucosal-arteriole-of-colon,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,myofibroblast cell,lamina propria of mucosa of colon,http://purl.obolibrary.org/obo/UBERON_0007177,http://purl.obolibrary.org/obo/CL_0000186,http://identifiers.org/hgnc/130
ACTA2,myofibroblast cell,lamina propria of large intestine,http://purl.obolibrary.org/obo/UBERON_0011189,http://purl.obolibrary.org/obo/CL_0000186,http://identifiers.org/hgnc/130
ACTA2,smooth muscle cell,dorsal pancreatic duct,http://purl.obolibrary.org/obo/UBERON_0005429,http://purl.obolibrary.org/obo/CL_0000192,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,superficial cervical artery,http://purl.obolibrary.org/obo/UBERON_0001071,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,testicular artery,http://purl.obolibrary.org/obo/UBERON_0001187,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,left testicular artery,http://purl.obolibrary.org/obo/UBERON_0001189,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,perineal artery,http://purl.obolibrary.org/obo/UBERON_0001358,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,thoraco-acromial artery,http://purl.obolibrary.org/obo/UBERON_0001395,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,subscapular artery,http://purl.obolibrary.org/obo/UBERON_0001397,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,brachial artery,http://purl.obolibrary.org/obo/UBERON_0001398,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,medial plantar artery,http://purl.obolibrary.org/obo/UBERON_0001541,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,right coronary artery,http://purl.obolibrary.org/obo/UBERON_0001625,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,middle cerebral artery,http://purl.obolibrary.org/obo/UBERON_0001627,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,posterior cerebral artery,http://purl.obolibrary.org/obo/UBERON_0001636,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,median artery,http://purl.obolibrary.org/obo/UBERON_0002249,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,deferent duct artery,http://purl.obolibrary.org/obo/UBERON_0005192,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,musculo-phrenic artery,http://purl.obolibrary.org/obo/UBERON_0006632,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,anterior communicating artery,http://purl.obolibrary.org/obo/UBERON_0006764,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,common penile artery,http://purl.obolibrary.org/obo/UBERON_0008320,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,interlobar artery,http://purl.obolibrary.org/obo/UBERON_0009885,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,spleen central arteriole,http://purl.obolibrary.org/obo/UBERON_0010401,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,inferior phrenic artery,http://purl.obolibrary.org/obo/UBERON_0012255,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,superior phrenic artery,http://purl.obolibrary.org/obo/UBERON_0013133,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,helicine branch of uterine artery,http://purl.obolibrary.org/obo/UBERON_0015173,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,arcuate artery of foot,http://purl.obolibrary.org/obo/UBERON_0034927,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,inferior hypophysial artery,http://purl.obolibrary.org/obo/UBERON_0035492,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,posterolateral artery,http://purl.obolibrary.org/obo/UBERON_8600064,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,dural artery,http://purl.obolibrary.org/obo/UBERON_8600079,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,artery of pterygoid canal,http://purl.obolibrary.org/obo/UBERON_8600100,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Ninth anterior intercostal artery,http://purl.org/sig/ont/fma/fma10651,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Second anterior intercostal artery,http://purl.org/sig/ont/fma/fma10653,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right first lumbar artery,http://purl.org/sig/ont/fma/fma14738,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right third lumbar artery,http://purl.org/sig/ont/fma/fma14740,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Anterior superior pancreaticoduodenal artery,http://purl.org/sig/ont/fma/fma14782,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Lumbar part of iliolumbar artery,http://purl.org/sig/ont/fma/fma18849,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Iliac part of iliolumbar artery,http://purl.org/sig/ont/fma/fma18850,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Radial recurrent artery,http://purl.org/sig/ont/fma/fma22748,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Dorsal carpal branch of radial artery,http://purl.org/sig/ont/fma/fma22755,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Medial proper palmar digital artery of ring finger,http://purl.org/sig/ont/fma/fma23046,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Medial proper palmar digital artery of index finger,http://purl.org/sig/ont/fma/fma23047,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Lateral proper palmar digital artery of little finger,http://purl.org/sig/ont/fma/fma23048,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Medial collateral artery,http://purl.org/sig/ont/fma/fma23119,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right bronchial artery,http://purl.org/sig/ont/fma/fma31933,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,First plantar metatarsal artery,http://purl.org/sig/ont/fma/fma43959,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Calcaneal branch of fibular artery,http://purl.org/sig/ont/fma/fma44630,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Sternocleidomastoid artery,http://purl.org/sig/ont/fma/fma49477,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Superior laryngeal artery,http://purl.org/sig/ont/fma/fma49480,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Mastoid artery,http://purl.org/sig/ont/fma/fma49599,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Descending branch of occipital artery,http://purl.org/sig/ont/fma/fma49608,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Muscular branch of occipital artery,http://purl.org/sig/ont/fma/fma49621,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Posterior tympanic artery,http://purl.org/sig/ont/fma/fma49631,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Occipital branch of posterior auricular artery,http://purl.org/sig/ont/fma/fma49644,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Parotid branch of posterior auricular artery,http://purl.org/sig/ont/fma/fma49647,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Recurrent meningeal branch of lacrimal artery,http://purl.org/sig/ont/fma/fma51965,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Trunk of left basal segmental artery,http://purl.org/sig/ont/fma/fma68848,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Perforating femoral artery,http://purl.org/sig/ont/fma/fma69460,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Medial part of dorsal digital artery of great toe,http://purl.org/sig/ont/fma/fma69585,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Medial part of dorsal digital artery of second toe,http://purl.org/sig/ont/fma/fma69586,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Set of paramedian arteries,http://purl.org/sig/ont/fma/fma71492,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Set of glandular branches of facial artery,http://purl.org/sig/ont/fma/fma71675,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Dorsal scapular artery,http://purl.org/sig/ont/fma/fma79658,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Third common palmar digital artery,http://purl.org/sig/ont/fma/fma85107,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Trunk of right upper lobar artery,http://purl.org/sig/ont/fma/fma8616,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right anterior segmental artery,http://purl.org/sig/ont/fma/fma8620,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right superior segmental artery,http://purl.org/sig/ont/fma/fma8627,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Left anterior basal segmental artery,http://purl.org/sig/ont/fma/fma8645,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Left posterior basal segmental artery,http://purl.org/sig/ont/fma/fma8647,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,anterior segmental medullary artery,https://purl.org/ccf/ASCTB-TEMP_anterior-segmental-medullary-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,dorsal branch of lateral proper palmar digital artery of third digit of hand,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-lateral-proper-palmar-digital-artery-of-third-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,inferior parietal artery,https://purl.org/ccf/ASCTB-TEMP_inferior-parietal-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,jugular branch of ascending pharyngeal artery,https://purl.org/ccf/ASCTB-TEMP_jugular-branch-of-ascending-pharyngeal-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,lateral proper palmar digital artery of first digit of hand,https://purl.org/ccf/ASCTB-TEMP_lateral-proper-palmar-digital-artery-of-first-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,medial dorsal digital artery of second digit of hand,https://purl.org/ccf/ASCTB-TEMP_medial-dorsal-digital-artery-of-second-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,medial lenticulostriate artery,https://purl.org/ccf/ASCTB-TEMP_medial-lenticulostriate-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,mucosal arteriole of colon,https://purl.org/ccf/ASCTB-TEMP_mucosal-arteriole-of-colon,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,recurrent muscular branch of submucosal artery of colon,https://purl.org/ccf/ASCTB-TEMP_recurrent-muscular-branch-of-submucosal-artery-of-colon,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,segmental spinal artery #3,https://purl.org/ccf/ASCTB-TEMP_segmental-spinal-artery-3,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,vasa recta of jejunum,https://purl.org/ccf/ASCTB-TEMP_vasa-recta-of-jejunum,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,inferior epigastric artery,http://purl.obolibrary.org/obo/UBERON_0001354,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,infraorbital artery,http://purl.obolibrary.org/obo/UBERON_0004646,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,incisor artery,http://purl.obolibrary.org/obo/UBERON_8600086,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Third dorsal metacarpal artery,http://purl.org/sig/ont/fma/fma0323596,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right fifth lumbar artery,http://purl.org/sig/ont/fma/fma14902,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Inferior ulnar collateral artery,http://purl.org/sig/ont/fma/fma22710,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,First common palmar digital artery,http://purl.org/sig/ont/fma/fma22854,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Lateral proper palmar digital artery of middle finger,http://purl.org/sig/ont/fma/fma22857,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Radial collateral artery,http://purl.org/sig/ont/fma/fma23120,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Second left marginal artery,http://purl.org/sig/ont/fma/fma322906,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Third plantar metatarsal artery,http://purl.org/sig/ont/fma/fma43961,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Stylomastoid artery,http://purl.org/sig/ont/fma/fma49628,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,dorsal branch of lateral proper palmar digital artery of fifth digit of hand,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-lateral-proper-palmar-digital-artery-of-fifth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,lateral dorsal digital artery of fourth digit of hand,https://purl.org/ccf/ASCTB-TEMP_lateral-dorsal-digital-artery-of-fourth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
