organ,source,target,sum_extraction_sites_number
3d-vh-m-liver,VH_M_liver_capsule,VH_M_suprarenal_impression_of_liver,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_pyramid_j,2
3d-vh-m-lung,VH_M_left_anterior_basal_bronchopulmonary_segment,VH_M_left_posetrior_basal_bronchopulmonary_segment,2
3d-vh-f-heart,VH_F_mitral_valve,VH_F_right_ventricle,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_pyramid_b,2
3d-vh-m-lung,VH_M_right_medial_basal_bronchopulmonary_segment,VH_M_right_medial_bronchopulmonary_segment,2
3d-vh-f-heart,VH_F_papillary_muscle_of_heart_ant,VH_F_right_ventricle,2
3d-vh-f-spleen,VH_F_colic_surface_of_spleen,VH_F_hilum_of_spleen,2
3d-vh-m-lung,VH_M_right_anterior_basal_bronchopulmonary_segment,VH_M_right_lateral_bronchopulmonary_segment,2
3d-vh-f-heart,VH_F_pulmonary_valve,VH_F_right_ventricle,2
3d-vh-f-urinary-bladder,VH_F_fundus_of_urinary_bladder_base,VH_F_trigone_of_urinary_bladder,2
3d-vh-f-heart,VH_F_papillary_muscle_of_heart_pos,VH_F_right_ventricle,2
3d-vh-f-urinary-bladder,VH_F_fundus_of_urinary_bladder_base,VH_F_urinary_bladder_neck_smooth_muscle,2
3d-vh-f-urinary-bladder,VH_F_fundus_of_urinary_bladder_base,VH_F_ureteral_orifice_L,2
3d-vh-f-kidney-l,VH_F_hilum_of_kidney_L,VH_F_kidney_capsule_L,2
3d-vh-f-urinary-bladder,VH_F_fundus_of_urinary_bladder_dome,VH_F_trigone_of_urinary_bladder,2
3d-vh-f-kidney-l,VH_F_renal_papilla_L_a,VH_F_renal_pyramid_L_a,2
3d-vh-f-kidney-l,VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_a,2
3d-vh-m-lung,VH_M_left_posetrior_basal_bronchopulmonary_segment,VH_M_left_superior_bronchopulmonary_segment,2
3d-vh-f-kidney-l,VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_f,2
3d-vh-f-kidney-l,VH_F_renal_papilla_L_f,VH_F_renal_pyramid_L_f,2
3d-vh-f-spleen,VH_F_gastric_surface_of_spleen,VH_F_hilum_of_spleen,2
3d-vh-m-lung,VH_M_right_lateral_bronchus,VH_M_right_middle_lobar_bronchus,2
3d-vh-m-spleen,VH_M_colic_surface_of_spleen,VH_M_renal_surface_of_spleen,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_papilla_R_e,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_pyramid_g,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_pyramid_i,2
3d-vh-m-kidney-r,VH_M_hilum_of_kidney_R,VH_M_renal_column_R,2
3d-vh-f-spleen,VH_F_hilum_of_spleen,VH_F_renal_surface_of_spleen,2
3d-vh-f-heart,VH_F_papillary_muscle_of_heart_med,VH_F_right_ventricle,2
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_posetrior_basal_bronchopulmonary_segment,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_pyramid_h,2
3d-vh-f-heart,VH_F_interventricular_septum,VH_F_right_ventricle,2
3d-vh-m-lung,VH_M_right_anterior_bronchopulmonary_segment,VH_M_right_lateral_bronchopulmonary_segment,2
3d-vh-f-heart,VH_F_right_ventricle,VH_F_tricuspid_valve,2
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_medial_bronchopulmonary_segment,2
3d-vh-f-heart,VH_F_aortic_valve,VH_F_right_ventricle,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_pyramid_f,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_pyramid_e,2
3d-vh-f-heart,VH_F_left_cardiac_atrium,VH_F_right_cardiac_atrium,2
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_left_posetrior_basal_bronchopulmonary_segment,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_papilla_R_d,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_papilla_R_b,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_pyramid_d,2
3d-vh-m-kidney-r,VH_M_renal_column_R,VH_M_renal_pyramid_c,2
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_lateral_bronchus,2
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_anterior_basal_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_left_medial_basal_bronchus,1
3d-vh-m-prostate,VH_M_base_of_prostate,VH_M_peripheral_zone_of_prostate_L,1
3d-vh-m-kidney-l,VH_M_renal_papilla_L_i,VH_M_renal_pyramid_L_i,1
3d-vh-m-prostate,VH_M_central_zone_of_prostate_R,VH_M_transition_zone_of_prostate_R,1
3d-vh-m-prostate,VH_M_central_zone_of_prostate_L,VH_M_peripheral_zone_of_prostate_L,1
3d-vh-m-lung,VH_M_left_medial_basal_bronchopulmonary_segment,VH_M_left_superior_bronchopulmonary_segment,1
3d-vh-f-spleen,VH_F_diaphragmatic_surface_of_spleen,VH_F_renal_surface_of_spleen,1
3d-vh-m-lung,VH_M_left_anterior_basal_bronchopulmonary_segment,VH_M_left_superior_bronchopulmonary_segment,1
3d-vh-m-urinary-bladder,VH_M_fundus_of_urinary_bladder_dome,VH_M_ureteral_orifice_L,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_middle_lobar_bronchus,1
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_lateral_bronchus,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_inferior_lobar_bronchus,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_superior_lobar_bronchus,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_lateral_basal_bronchus,1
3d-vh-m-lung,VH_M_right_anterior_basal_bronchopulmonary_segment,VH_M_right_superior_bronchopulmonary_segment,1
3d-vh-m-urinary-bladder,VH_M_fundus_of_urinary_bladder_dome,VH_M_ureteral_orifice_R,1
3d-vh-m-prostate,VH_M_peripheral_zone_of_prostate_R,VH_M_transition_zone_of_prostate_R,1
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_lateral_basal_bronchus,1
3d-vh-m-prostate,VH_M_central_zone_of_prostate_R,VH_M_peripheral_zone_of_prostate_L,1
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_posterior_basal_bronchopulmonary_segment,1
3d-vh-m-kidney-l,VH_M_hilum_of_kidney_L,VH_M_renal_pyramid_L_f,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_superior_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_left_medial_basal_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_left_lingula_inferior_bronchopulmonary_segment,VH_M_left_medial_basal_bronchopulmonary_segment,1
3d-vh-f-lung,VH_F_right_medial_basal_bronchopulmonary_segment,VH_F_right_posterior_basal_bronchopulmonary_segment,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_posterior_bronchus,1
3d-vh-m-lung,VH_M_left_lateral_basal_bronchopulmonary_segment,VH_M_left_superior_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_anterior_basal_bronchus,1
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_anterior_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_right_anterior_basal_bronchus,VH_M_right_lateral_basal_bronchus,1
3d-vh-m-lung,VH_M_left_anterior_basal_bronchopulmonary_segment,VH_M_left_lateral_basal_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_hilum_upper_R,VH_M_right_lateral_bronchopulmonary_segment,1
3d-vh-m-kidney-r,VH_M_renal_papilla_R_d,VH_M_renal_pyramid_d,1
3d-vh-f-kidney-r,VH_F_renal_papilla_R_f,VH_F_renal_pyramid_R_f,1
3d-vh-m-lung,VH_M_right_lateral_bronchopulmonary_segment,VH_M_right_superior_bronchopulmonary_segment,1
3d-vh-m-kidney-r,VH_M_renal_papilla_R_a,VH_M_renal_pyramid_a,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_anterior_bronchus,1
3d-vh-f-kidney-l,VH_F_renal_papilla_L_h,VH_F_renal_pyramid_L_h,1
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_anterior_basal_bronchus,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_apical_bronchus,1
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_medial_basal_bronchopulmonary_segment,1
3d-vh-m-heart,VH_M_aortic_valve,VH_M_left_cardiac_atrium,1
3d-vh-m-kidney-l,VH_M_renal_papilla_L_h,VH_M_renal_pyramid_L_h,1
3d-vh-m-lung,VH_M_left_apical_bronchopulmonary_segment,VH_M_left_posterior_bronchopulmonary_segment,1
3d-vh-f-kidney-l,VH_F_renal_papilla_L_j,VH_F_renal_pyramid_L_j,1
3d-vh-m-lung,VH_M_right_anterior_basal_bronchopulmonary_segment,VH_M_right_anterior_basal_bronchus,1
3d-vh-m-lung,VH_M_right_lateral_bronchopulmonary_segment,VH_M_right_posterior_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_left_inferior_lobar_bronchus,VH_M_left_lateral_basal_bronchus,1
3d-sbu-m-large-intestine,VH_M_caecum,VH_M_ileocecal_valve,1
3d-vh-f-spleen,VH_F_colic_surface_of_spleen,VH_F_diaphragmatic_surface_of_spleen,1
3d-vh-f-kidney-l,VH_F_renal_papilla_L_b,VH_F_renal_pyramid_L_b,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_hilum_R,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_lateral_bronchus,1
3d-sbu-m-large-intestine,VH_M_caecum,VH_M_vermiform_appendix,1
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_L,VH_M_left_lateral_basal_bronchus,1
3d-vh-m-prostate,VH_M_anterior_fibromuscular_stroma_R,VH_M_peripheral_zone_of_prostate_R,1
3d-vh-m-prostate,VH_M_central_zone_of_prostate_L,VH_M_central_zone_of_prostate_R,1
3d-vh-f-ureter-r,VH_F_renal_pelvis_R,VH_F_right_ureter,1
3d-vh-m-prostate,VH_M_apex_of_prostate,VH_M_peripheral_zone_of_prostate_L,1
3d-vh-m-lung,VH_M_right_anterior_bronchopulmonary_segment,VH_M_right_posterior_bronchopulmonary_segment,1
3d-vh-f-lung,VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_right_lateral_bronchus,1
3d-vh-m-ureter-r,VH_M_renal_pelvis_R,VH_M_ureter_R,1
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_apical_bronchus,1
3d-vh-m-lung,VH_M_left_anterior_bronchus,VH_M_left_apical_bronchus,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_medial_bronchus,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_medial_basal_bronchus,1
3d-vh-m-lung,VH_M_left_lingula_superior_bronchopulmonary_segment,VH_M_left_medial_basal_bronchopulmonary_segment,1
3d-vh-f-heart,VH_F_aortic_valve,VH_F_left_cardiac_atrium,1
3d-vh-f-heart,VH_F_interventricular_septum,VH_F_mitral_valve,1
3d-vh-m-lung,VH_M_left_anterior_basal_bronchopulmonary_segment,VH_M_left_medial_basal_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_right_anterior_basal_bronchopulmonary_segment,VH_M_right_lateral_basal_bronchopulmonary_segment,1
3d-vh-f-lung,VH_F_right_lateral_basal_bronchopulmonary_segment,VH_F_right_posterior_basal_bronchopulmonary_segment,1
3d-vh-m-prostate,VH_M_peripheral_zone_of_prostate_R,VH_M_prostate_duct_R,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_posterior_basal_bronchus,1
3d-vh-m-lung,VH_M_right_anterior_basal_bronchus,VH_M_right_posterior_basal,1
3d-vh-f-heart,VH_F_left_cardiac_atrium,VH_F_mitral_valve,1
3d-vh-m-lung,VH_M_right_anterior_bronchopulmonary_segment,VH_M_right_apical_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_hilum_upper_L,VH_M_left_medial_basal_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_right_lateral_bronchopulmonary_segment,VH_M_right_medial_basal_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_hilum_upper_R,VH_M_right_apical_bronchus,1
3d-vh-f-heart,VH_F_right_cardiac_atrium,VH_F_tricuspid_valve,1
3d-vh-f-heart,VH_F_aortic_valve,VH_F_interventricular_septum,1
3d-vh-f-heart,VH_F_interventricular_septum,VH_F_tricuspid_valve,1
3d-vh-m-lung,VH_M_hilum_middle_R,VH_M_right_lateral_bronchopulmonary_segment,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_anterior_basal_bronchus,1
3d-vh-m-lung,VH_M_right_apical_bronchus,VH_M_right_superior_lobar_bronchus,1
3d-vh-f-heart,VH_F_interventricular_septum,VH_F_papillary_muscle_of_heart_posmed,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_hilum_upper_R,1
3d-vh-m-lung,VH_M_left_inferior_lobar_bronchus,VH_M_left_medial_basal_bronchus,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_right_superior_bronchus,1
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_left_lateral_basal_bronchus,1
3d-vh-m-lung,VH_M_left_anterior_basal_bronchopulmonary_segment,VH_M_left_lingula_inferior_bronchopulmonary_segment,1
3d-vh-m-prostate,VH_M_ejaculatory_duct,VH_M_seminal_vesicle,1
3d-vh-m-prostate,VH_M_central_zone_of_prostate_L,VH_M_transition_zone__of_prostate_L,1
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_anterior_basal_bronchopulmonary_segment,1
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_posterior_basal_bronchopulmonary_segment,1
3d-vh-f-lung,VH_F_right_lateral_bronchus,VH_F_right_middle_lobar_bronchus,1
3d-vh-m-prostate,VH_M_anterior_fibromuscular_stroma_R,VH_M_central_zone_of_prostate_R,1
3d-vh-m-prostate,VH_M_base_of_prostate,VH_M_peripheral_zone_of_prostate_R,1
3d-vh-m-prostate,VH_M_central_zone_of_prostate_R,VH_M_ejaculatory_duct,1
3d-vh-m-kidney-l,VH_M_renal_papilla_L_e,VH_M_renal_pyramid_L_e,1
3d-vh-m-prostate,VH_M_central_zone_of_prostate_R,VH_M_peripheral_zone_of_prostate_R,1
3d-vh-m-heart,VH_M_left_cardiac_atrium,VH_M_mitral_valve,1
3d-vh-m-prostate,VH_M_central_zone_of_prostate_L,VH_M_peripheral_zone_of_prostate_R,1
3d-vh-f-spleen,VH_F_diaphragmatic_surface_of_spleen,VH_F_gastric_surface_of_spleen,1
3d-vh-m-prostate,VH_M_base_of_prostate,VH_M_central_zone_of_prostate_R,1
3d-vh-m-prostate,VH_M_central_zone_of_prostate_L,VH_M_ejaculatory_duct,1
3d-vh-m-prostate,VH_M_peripheral_zone_of_prostate_L,VH_M_prostate_duct_L,1
3d-vh-m-prostate,VH_M_apex_of_prostate,VH_M_peripheral_zone_of_prostate_R,1
3d-vh-m-lung,VH_M_hilum_upper_R,VH_M_right_anterior_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_lateral_bronchopulmonary_segment,1
3d-vh-m-prostate,VH_M_peripheral_zone_of_prostate_L,VH_M_transition_zone__of_prostate_L,1
3d-vh-m-lung,VH_M_left_anterior_basal_bronchus,VH_M_left_medial_basal_bronchus,1
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_medial_basal_bronchus,1
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_R,VH_F_hilum_lower_R,1
3d-vh-f-kidney-r,VH_F_renal_papilla_R_i,VH_F_renal_pyramid_R_i,1
3d-vh-f-kidney-l,VH_F_renal_papilla_L_k,VH_F_renal_pyramid_L_k,1
3d-vh-m-prostate,VH_M_anterior_fibromuscular_stroma_L,VH_M_peripheral_zone_of_prostate_L,1
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_lateral_bronchopulmonary_segment,1
3d-vh-m-lung,VH_M_left_anterior_bronchopulmonary_segment,VH_M_left_posterior_bronchopulmonary_segment,1
3d-vh-m-prostate,VH_M_ejaculatory_duct,VH_M_seminal_colliculus,1
3d-vh-m-prostate,VH_M_base_of_prostate,VH_M_central_zone_of_prostate_L,1
3d-vh-m-lung,VH_M_right_anterior_basal_bronchus,VH_M_right_lower_lobar_bronchus,1
3d-vh-m-prostate,VH_M_peripheral_zone_of_prostate_L,VH_M_peripheral_zone_of_prostate_R,1
3d-vh-m-prostate,VH_M_anterior_fibromuscular_stroma_L,VH_M_central_zone_of_prostate_L,1
3d-vh-m-lung,VH_M_right_anterior_basal_bronchopulmonary_segment,VH_M_right_medial_basal_bronchopulmonary_segment,1
3d-vh-m-blood-vasculature,VH_M_common_iliac_vein_L,VH_M_internal_iliac_vein_L,0
3d-vh-m-blood-vasculature,VH_M_left_common_carotid_artery_a,VH_M_left_common_carotid_artery_b,0
3d-vh-m-blood-vasculature,VH_M_pulmonary_artery_R,VH_M_pulmonary_trunk,0
3d-vh-m-eye-l,VH_M_aqueous_humor_L,VH_M_cornea_L,0
3d-vh-m-eye-l,VH_M_iris_L,VH_M_lens_L,0
3d-vh-m-blood-vasculature,VH_M_descending_aorta_b,VH_M_renal_vein_L,0
3d-vh-m-eye-l,VH_M_ciliary_muscle_L,VH_M_iris_L,0
3d-vh-m-eye-l,VH_M_aqueous_humor_L,VH_M_lens_L,0
3d-vh-m-eye-l,VH_M_ciliary_body_L,VH_M_ora_serrata_of_retina_L,0
3d-vh-m-eye-l,VH_M_fovea_L,VH_M_vitreous_humor_L,0
3d-vh-m-blood-vasculature,VH_M_aortic_arch,VH_M_descending_aorta_a,0
3d-vh-m-blood-vasculature,VH_M_left_hepatic_artery,VH_M_proper_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_external_iliac_vein_L,VH_M_sigmoid_vein,0
3d-vh-m-blood-vasculature,VH_M_great_cardiac_vein,VH_M_left_anterior_descending_artery,0
3d-vh-m-eye-l,VH_M_ciliary_muscle_L,VH_M_suspensory_ligament_of_lens_L,0
3d-vh-f-eye-r,VH_F_optic_choroid_R,VH_F_optic_disc_R,0
3d-vh-m-blood-vasculature,VH_M_common_iliac_vein_L,VH_M_external_iliac_vein_L,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_hilum_R,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_hilum_upper_R,0
3d-vh-f-lung,VH_F_right_medial_bronchus,VH_F_right_middle_lobar_bronchus,0
3d-vh-m-eye-l,VH_M_ciliary_body_L,VH_M_retina_L,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_hilum_middle_R,0
3d-vh-f-lung,VH_F_left_inferior_lobar_bronchus,VH_F_left_medial_basal_bronchus,0
3d-vh-m-eye-l,VH_M_suspensory_ligament_of_lens_L,VH_M_vitreous_humor_L,0
3d-vh-f-lung,VH_F_hilum_lower_L,VH_F_left_medial_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_anterior_bronchopulmonary_segment,VH_F_left_apical_bronchopulmonary_segment,0
3d-vh-m-eye-l,VH_M_ora_serrata_of_retina_L,VH_M_retina_L,0
3d-vh-m-eye-l,VH_M_schlemms_canal_L,VH_M_trabecular_meshwork_L,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_superior_bronchus,0
3d-vh-f-lung,VH_F_hilum_middle_R,VH_F_right_anterior_bronchopulmonary_segm,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_apical_bronchopulmonary_segment,0
3d-vh-m-eye-l,VH_M_retina_L,VH_M_vitreous_humor_L,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_medial_basal_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_medial_basal_bronchopulmonary_segment,0
3d-vh-m-eye-l,VH_M_ciliary_body_L,VH_M_ciliary_processes_L,0
3d-vh-f-lung,VH_F_left_anterior_bronchus,VH_F_left_apical_bronchus,0
3d-vh-f-lung,VH_F_hilum_upper_R,VH_F_right_apical_bronchopulmonary_segment,0
3d-vh-m-eye-l,VH_M_lens_L,VH_M_vitreous_humor_L,0
3d-vh-m-eye-l,VH_M_aqueous_humor_L,VH_M_ciliary_body_L,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_anterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_right_inferior_lobar_bronchus,VH_F_right_posterior_basal_bronchus,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_hilum_lower_R,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_posterior_bronchus,0
3d-vh-f-lung,VH_F_hilum_upper_R,VH_F_right_anterior_bronchus,0
3d-vh-f-lung,VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_right_lateral_bronchopulmonary_segmennt,0
3d-vh-m-eye-l,VH_M_aqueous_humor_L,VH_M_schlemms_canal_L,0
3d-vh-m-eye-l,VH_M_optic_choroid_L,VH_M_optic_disc_L,0
3d-vh-m-eye-l,VH_M_ciliary_muscle_L,VH_M_ora_serrata_of_retina_L,0
3d-vh-m-eye-l,VH_M_ciliary_muscle_L,VH_M_sclera_L,0
3d-vh-m-eye-l,VH_M_optic_choroid_L,VH_M_suspensory_ligament_of_lens_L,0
3d-vh-f-lung,VH_F_right_inferior_lobar_bronchus,VH_F_right_superior_bronchus,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_medial_basal_bronchopulmonary_segment,0
3d-vh-m-eye-l,VH_M_ciliary_body_L,VH_M_vitreous_humor_L,0
3d-vh-m-eye-l,VH_M_ora_serrata_of_retina_L,VH_M_vitreous_humor_L,0
3d-vh-f-lung,VH_F_right_anterior_bronchopulmonary_segm,VH_F_right_posterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,0
3d-vh-m-eye-l,VH_M_ciliary_muscle_L,VH_M_optic_choroid_L,0
3d-vh-m-blood-vasculature,VH_M_left_hepatic_artery,VH_M_right_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_inferior_vena_cava_b,VH_M_renal_vein_L,0
3d-vh-m-blood-vasculature,VH_M_inferior_mesenteric_artery,VH_M_sigmoid_artery_b,0
3d-vh-m-blood-vasculature,VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,VH_M_left_anterior_descending_artery,0
3d-vh-m-blood-vasculature,VH_M_splenic_vein,VH_M_superior_mesenteric_vein,0
3d-vh-m-blood-vasculature,VH_M_cystic_artery,VH_M_right_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_anterior_segmental_right_hepatic_artery,VH_M_right_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_common_iliac_vein_R,VH_M_external_iliac_vein_R,0
3d-vh-m-blood-vasculature,VH_M_aortic_arch,VH_M_left_subclavian_artery_a,0
3d-vh-m-blood-vasculature,VH_M_posterior_segmental_right_hepatic_artery,VH_M_right_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_right_colic_artery,VH_M_superior_mesenteric_vein,0
3d-vh-m-blood-vasculature,VH_M_left_branch_of_portal_vein,VH_M_middle_hepatic_artery_branch_of_left_hepatic_artery,0
3d-vh-m-blood-vasculature,VH_M_coronary_sinus,VH_M_right_coronary_artery,0
3d-vh-m-blood-vasculature,VH_M_descending_aorta_b,VH_M_superior_mesenteric_artery,0
3d-vh-m-eye-l,VH_M_optic_choroid_L,VH_M_retina_L,0
3d-vh-m-eye-l,VH_M_ciliary_muscle_L,VH_M_trabecular_meshwork_L,0
3d-vh-m-blood-vasculature,VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,VH_M_great_cardiac_vein,0
3d-vh-m-blood-vasculature,VH_M_left_colic_vein,VH_M_marginal_artery_of_Drummond,0
3d-vh-m-blood-vasculature,VH_M_brachiocephalic_vein_R,VH_M_superior_vena_cava,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_left_anterior_bronchopulmonary_segment,0
3d-vh-m-blood-vasculature,VH_M_portal_vein,VH_M_right_hepatic_artery,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_lingula_superior_bronchus,0
3d-vh-m-blood-vasculature,VH_M_central_retinal_vein_L,VH_M_superior_ophthalmic_vein_L,0
3d-vh-m-blood-vasculature,VH_M_left_colic_artery,VH_M_sigmoid_artery_c,0
3d-vh-m-blood-vasculature,VH_M_descending_aorta_b,VH_M_right_renal_artery,0
3d-vh-m-blood-vasculature,VH_M_central_retinal_artery_L,VH_M_long_posterior_ciliary_artery_L,0
3d-vh-m-blood-vasculature,VH_M_brachiocephalic_artery_a,VH_M_brachiocephalic_vein_L,0
3d-vh-m-blood-vasculature,VH_M_middle_colic_vein,VH_M_superior_mesenteric_vein,0
3d-vh-m-blood-vasculature,VH_M_internal_iliac_vein_L,VH_M_middle_rectal_vein_L,0
3d-vh-m-blood-vasculature,VH_M_inferior_mesenteric_artery,VH_M_sigmoid_artery_c,0
3d-vh-m-blood-vasculature,VH_M_coronary_sinus,VH_M_left_marginal_branch,0
3d-vh-m-blood-vasculature,VH_M_external_iliac_vein_R,VH_M_internal_iliac_vein_R,0
3d-vh-m-blood-vasculature,VH_M_ileocolic_artery,VH_M_right_colic_vein,0
3d-vh-m-blood-vasculature,VH_M_splenic_artery,VH_M_splenic_vein,0
3d-vh-m-blood-vasculature,VH_M_marginal_artery_of_Drummond,VH_M_middle_colic_artery,0
3d-vh-m-blood-vasculature,VH_M_brachiocephalic_vein_L,VH_M_superior_vena_cava,0
3d-vh-m-blood-vasculature,VH_M_middle_cardiac_vein,VH_M_right_posterior_descending_artery,0
3d-vh-m-blood-vasculature,VH_M_left_colic_artery,VH_M_sigmoid_artery_b,0
3d-vh-m-eye-l,VH_M_optic_choroid_L,VH_M_ora_serrata_of_retina_L,0
3d-vh-m-blood-vasculature,VH_M_common_iliac_vein_L,VH_M_median_sacral_vein,0
3d-vh-f-pelvis,VH_F_pubis_compact_bone_L,VH_F_pubis_spongy_bone_L,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_b,VH_M_minor_calyx_L_e,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_c,VH_M_minor_calyx_L_g,0
3d-vh-f-eye-r,VH_F_ciliary_body_R,VH_F_ora_serrata_of_retina_R,0
3d-vh-m-ureter-l,VH_M_minor_calyx_L_c,VH_M_minor_calyx_L_d,0
3d-vh-m-ureter-l,VH_M_minor_calyx_L_e,VH_M_minor_calyx_L_f,0
3d-vh-m-ureter-l,VH_M_minor_calyx_L_a,VH_M_minor_calyx_L_b,0
3d-vh-m-ureter-l,VH_M_major_calyx_L_c,VH_M_renal_pelvis_L,0
3d-vh-m-ureter-l,VH_M_minor_calyx_L_b,VH_M_minor_calyx_L_c,0
3d-vh-m-ureter-l,VH_M_minor_calyx_L_a,VH_M_minor_calyx_L_d,0
3d-vh-f-pelvis,VH_F_ilium_compact_bone_L,VH_F_ilium_spongy_bone_L,0
