organ,source,target,sum_extraction_sites_number
3d-vh-m-eye-r,VH_M_suspensory_ligament_of_lens_R,VH_M_vitreous_humor_R,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_medial_basal_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_R,VH_M_hilum_lower_R,0
3d-vh-m-eye-r,VH_M_aqueous_humor_R,VH_M_schlemms_canal_R,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_posterior_bronchus,0
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_left_posterior_basal_bronchus,0
3d-vh-m-lung,VH_M_hilum_middle_R,VH_M_hilum_upper_R,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_medial_basal_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_bronchus,VH_M_right_lower_lobar_bronchus,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_R,VH_M_hilum_middle_R,0
3d-vh-m-lung,VH_M_right_lower_lobar_bronchus,VH_M_right_posterior_basal,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_hilum_middle_R,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_posterior_basal,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_superior_bronchus,0
3d-vh-f-uterus,VH_F_abdominal_ostium_of_uterine_tube,VH_F_body_of_uterus,0
3d-vh-m-lung,VH_M_left_lingular_bronchus,VH_M_left_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_hilum_lower_L,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_intermediate_bronchus,0
3d-vh-m-lung,VH_M_left_lingula_superior_bronchopulmonary_segment,VH_M_left_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_middle_R,VH_M_right_middle_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_upper_R,VH_M_right_apical_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_right_posterior_bronchopulmonary_segment,VH_M_right_superior_bronchus,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_lingula_superior_bronchopulmonary_segment,0
3d-vh-f-uterus,VH_F_abdominal_ostium_of_uterine_tube,VH_F_anterior_wall_of_uterus,0
3d-vh-f-uterus,VH_F_body_of_uterus,VH_F_posterior_wall_of_uterus,0
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_hilum_upper_L,0
3d-vh-f-uterus,VH_F_cervix,VH_F_external_cervical_os,0
3d-vh-f-main-bronchus,VH_F_cartilage_of_main_bronchus_R,VH_F_right_main_bronchus,0
3d-vh-f-heart,VH_F_mitral_valve,VH_F_tricuspid_valve,0
3d-vh-f-fallopian-tube-r,VH_F_ampulla_of_uterine_tube_R,VH_F_uterine_tube_infundibulum_R,0
3d-vh-f-fallopian-tube-r,VH_F_fibria_of_uterine_tube_R,VH_F_uterine_tube_infundibulum_R,0
3d-vh-f-fallopian-tube-r,VH_F_ampulla_of_uterine_tube_R,VH_F_isthmus_of_fallopian_tube_R,0
3d-vh-f-uterus,VH_F_body_of_uterus,VH_F_fundus_of_uterus,0
3d-vh-f-uterus,VH_F_cervicovaginal_junction,VH_F_cervix,0
3d-vh-f-uterus,VH_F_abdominal_ostium_of_uterine_tube,VH_F_fundus_of_uterus,0
3d-vh-f-uterus,VH_F_anterior_wall_of_uterus,VH_F_lower_uterine_segment,0
3d-vh-f-uterus,VH_F_cervix,VH_F_internal_cervical_os,0
3d-vh-f-uterus,VH_F_body_of_uterus,VH_F_cornua,0
3d-vh-f-uterus,VH_F_anterior_wall_of_uterus,VH_F_body_of_uterus,0
3d-vh-f-uterus,VH_F_anterior_wall_of_uterus,VH_F_posterior_wall_of_uterus,0
3d-vh-f-uterus,VH_F_cervix,VH_F_lower_uterine_segment,0
3d-vh-f-uterus,VH_F_body_of_uterus,VH_F_lower_uterine_segment,0
3d-vh-f-uterus,VH_F_anterior_wall_of_uterus,VH_F_fundus_of_uterus,0
3d-vh-f-uterus,VH_F_fundus_of_uterus,VH_F_posterior_wall_of_uterus,0
3d-vh-f-uterus,VH_F_lower_uterine_segment,VH_F_posterior_wall_of_uterus,0
3d-vh-f-uterus,VH_F_internal_cervical_os,VH_F_lower_uterine_segment,0
3d-vh-f-uterus,VH_F_cornua,VH_F_fundus_of_uterus,0
3d-vh-m-lung,VH_M_right_superior_bronchopulmonary_segment,VH_M_right_superior_bronchus,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_posterior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_R,VH_M_right_intermediate_bronchus,0
3d-vh-m-lung,VH_M_right_medial_bronchus,VH_M_right_middle_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_middle_R,VH_M_right_medial_bronchus,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_hilum_middle_R,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_posterior_basal,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_L,VH_M_left_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_left_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_left_anterior_basal_bronchus,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_lateral_basal_bronchus,0
3d-vh-m-lung,VH_M_hilum_lower_L,VH_M_left_inferior_lobar_bronchus,0
3d-vh-m-lung,VH_M_left_inferior_lobar_bronchus,VH_M_left_superior_bronchus,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_R,VH_M_right_middle_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_posterior_basal_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_hilum_upper_L,0
3d-vh-m-lung,VH_M_left_lingula_superior_bronchus,VH_M_left_lingular_bronchus,0
3d-vh-m-lung,VH_M_hilum_middle_R,VH_M_right_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_right_lower_lobar_bronchus,VH_M_right_middle_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_apical_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_middle_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_posterior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_L,VH_M_hilum_L,0
3d-vh-m-lung,VH_M_right_intermediate_bronchus,VH_M_right_lower_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_lower_R,VH_M_right_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_L,VH_M_left_posterior_basal_bronchus,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_L,VH_M_left_superior_bronchus,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_hilum_L,VH_M_left_posterior_basal_bronchus,0
3d-vh-m-lung,VH_M_bronchus,VH_M_hilum_lower_R,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_L,VH_M_hilum_lower_L,0
3d-vh-m-lung,VH_M_hilum_upper_L,VH_M_left_lingular_bronchus,0
3d-vh-m-lung,VH_M_left_anterior_bronchopulmonary_segment,VH_M_left_apical_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_right_lateral_basal_bronchus,VH_M_right_posterior_basal,0
3d-vh-m-lung,VH_M_right_lower_lobar_bronchus,VH_M_right_superior_bronchus,0
3d-vh-m-lung,VH_M_hilum_upper_L,VH_M_left_superior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_R,VH_M_hilum_upper_R,0
3d-vh-m-lung,VH_M_right_apical_bronchopulmonary_segment,VH_M_right_posterior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_right_posterior_bronchus,VH_M_right_superior_lobar_bronchus,0
3d-vh-m-lung,VH_M_left_inferior_lobar_bronchus,VH_M_left_posterior_basal_bronchus,0
3d-vh-m-lung,VH_M_right_lower_lobar_bronchus,VH_M_right_medial_basal_bronchus,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_L,VH_M_hilum_upper_L,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_right_superior_bronchus,0
3d-vh-m-lung,VH_M_hilum_upper_L,VH_M_left_lingula_inferior_bronchopulmonary_segment,0
3d-vh-m-lung,VH_M_cartilage_of_the_lobar_bronchus_R,VH_M_right_anterior_bronchus,0
3d-vh-m-lung,VH_M_hilum_upper_R,VH_M_right_anterior_bronchus,0
3d-vh-m-lung,VH_M_hilum_R,VH_M_hilum_upper_R,0
3d-vh-m-lung,VH_M_right_posterior_basal_bronchopulmonary_segment,VH_M_right_superior_bronchopulmonary_segment,0
3d-vh-m-eye-r,VH_M_ciliary_muscle_R,VH_M_optic_choroid_R,0
3d-vh-f-knee-r,VH_F_femur_R,VH_F_lateral_epicondylar_enthesis_R,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_posterior_basal_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_hilum_L,0
3d-vh-f-lung,VH_F_right_anterior_bronchus,VH_F_right_apical_bronchus,0
3d-vh-f-lung,VH_F_right_medial_basal_bronchopulmonary_segment,VH_F_right_medial_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_medial_basal_bronchus,0
3d-vh-f-lung,VH_F_hilum_lower_L,VH_F_left_posterior_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_medial_bronchus,0
3d-vh-f-lung,VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_right_lateral_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_hilum_upper_L,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_medial_basal_bronchus,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_anterior_bronchopulmonary_segm,0
3d-vh-f-lung,VH_F_hilum_upper_R,VH_F_right_anterior_bronchopulmonary_segm,0
3d-vh-f-lung,VH_F_hilum_upper_L,VH_F_left_posterior_bronchus,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_anterior_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_upper_R,VH_F_right_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_apical_bronchopulmonary_segment,VH_F_left_posterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_hilum_upper_R,0
3d-vh-f-lung,VH_F_left_anterior_bronchopulmonary_segment,VH_F_left_lingula_inferior_bronchi,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_hilum_middle_R,0
3d-vh-f-lung,VH_F_left_lingula_inferior_bronchi,VH_F_left_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_left_posterior_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_anterior_bronchus,0
3d-vh-f-lung,VH_F_hilum_middle_R,VH_F_right_lateral_bronchopulmonary_segmennt,0
3d-vh-f-lung,VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_left_anterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_posterior_bronchus,0
3d-vh-f-lung,VH_F_right_apical_bronchus,VH_F_right_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_right_lateral_bronchopulmonary_segmennt,VH_F_right_medial_bronchopulmonary_segment,0
3d-vh-m-eye-l,VH_M_ciliary_body_L,VH_M_iris_L,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_hilum_lower_R,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_inferior_lobar_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_posterior_bronchus,0
3d-vh-f-lung,VH_F_right_posterior_bronchus,VH_F_right_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_left_apical_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_inferior_lobar_bronchus,0
3d-vh-f-lung,VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_right_medial_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_inferior_lobar_bronchus,VH_F_left_superior_bronchus,0
3d-vh-f-lung,VH_F_hilum_upper_L,VH_F_left_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_left_inferior_lobar_bronchus,VH_F_left_medial_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_lateral_bronchopulmonary_segmennt,0
3d-vh-f-lung,VH_F_left_anterior_bronchopulmonary_segment,VH_F_left_medial_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_lateral_basal_bronchopulmonary_segment,VH_F_left_posterior_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_upper_L,VH_F_left_apical_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_lower_L,VH_F_left_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_lower_L,VH_F_hilum_upper_L,0
3d-vh-f-lung,VH_F_left_lingula_superior_bronchus,VH_F_left_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_right_apical_bronchopulmonary_segment,VH_F_right_posterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_upper_R,VH_F_right_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_hilum_L,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_lingula_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_middle_lobar_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_inferior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_medial_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_superior_bronchus,0
3d-vh-f-lung,VH_F_left_apical_bronchus,VH_F_left_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_upper_L,VH_F_lingula_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_posterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_left_inferior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_middle_R,VH_F_right_middle_lobar_bronchus,0
3d-vh-f-lung,VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_left_posterior_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_hilum_lower_L,0
3d-vh-f-lung,VH_F_left_anterior_basal_bronchus,VH_F_left_inferior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_anterior_bronchus,0
3d-vh-f-lung,VH_F_left_inferior_lobar_bronchus,VH_F_left_lateral_basal_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_lingula_inferior_bronchi,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_posterior_basal_bronchus,0
3d-vh-f-lung,VH_F_hilum_upper_R,VH_F_right_posterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_lingula_superior_bronchus,0
3d-vh-f-lung,VH_F_hilum_lower_L,VH_F_left_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_apical_bronchus,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_left_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_right_medial_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_lingula_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_right_posterior_bronchus,VH_F_right_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_lower_L,VH_F_left_inferior_lobar_bronchus,0
3d-vh-f-lung,VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_left_lateral_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_inferior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_left_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_superior_bronchus,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_left_posterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_lateral_basal_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_medial_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_hilum_upper_L,0
3d-vh-f-lung,VH_F_hilum_middle_R,VH_F_right_anterior_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_upper_L,VH_F_left_posterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_lingula_inferior_bronchi,VH_F_lingula_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_posterior_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_right_anterior_bronchus,VH_F_right_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_left_inferior_lobar_bronchus,VH_F_left_posterior_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_middle_R,VH_F_right_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_anterior_bronchus,0
3d-vh-f-lung,VH_F_hilum_upper_L,VH_F_lingula_inferior_bronchopulmonary_segment,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_distal_most_point_of_medial_condyle_R,0
3d-vh-f-larynx,VH_F_arytenoid_cartilage_L,VH_F_corniculate_cartilage_L,0
3d-vh-f-knee-r,VH_F_femur_R,VH_F_intercondylar_fossa_R,0
3d-vh-m-small-intestine,VH_M_duodenal_ampulla,VH_M_duodenum_superior,0
3d-vh-f-fallopian-tube-l,VH_F_ampulla_of_uterine_tube_L,VH_F_uterine_tube_infundibulum_L,0
3d-vh-f-fallopian-tube-l,VH_F_fibria_of_uterine_tube_L,VH_F_uterine_tube_infundibulum_L,0
3d-vh-f-fallopian-tube-l,VH_F_ampulla_of_uterine_tube_L,VH_F_isthmus_of_fallopian_tube_L,0
3d-vh-f-larynx,VH_F_arytenoid_cartilage_R,VH_F_corniculate_cartilage_R,0
3d-vh-f-larynx,VH_F_arytenoid_cartilage_L,VH_F_cricoid_cartilage,0
3d-vh-f-larynx,VH_F_cricoid_cartilage,VH_F_thyroid_cartilage,0
3d-vh-f-larynx,VH_F_arytenoid_cartilage_R,VH_F_cricoid_cartilage,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_right_anterior_basal_bronchus,0
3d-vh-f-knee-r,VH_F_anterior_cruciate_enthesis_R,VH_F_posterior_cruciate_enthesis_R,0
3d-vh-f-lung,VH_F_hilum_upper_L,VH_F_left_lingula_inferior_bronchi,0
3d-vh-f-lung,VH_F_hilum_middle_R,VH_F_hilum_upper_R,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_hilum_upper_R,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_R,VH_F_hilum_middle_R,0
3d-vh-f-lung,VH_F_hilum_lower_L,VH_F_left_lingula_inferior_bronchi,0
3d-vh-f-lung,VH_F_hilum_upper_L,VH_F_left_anterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_lingula_inferior_bronchi,VH_F_left_medial_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_anterior_bronchus,VH_F_left_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_lateral_bronchopulmonary_segmennt,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_posterior_cruciate_enthesis_R,0
3d-vh-f-knee-r,VH_F_medial_condyle_of_right_femur_sup,VH_F_meniscus_R,0
3d-vh-f-lung,VH_F_hilum_lower_L,VH_F_left_anterior_bronchopulmonary_segment,0
3d-vh-f-knee-r,VH_F_anterior_cruciate_enthesis_R,VH_F_articular_cartilage_of_knee_R,0
3d-vh-f-knee-r,VH_F_femur_R,VH_F_medial_epicondylar_enthesis_R,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_trochlear_groove_R,0
3d-vh-f-knee-r,VH_F_intercondylar_fossa_R,VH_F_posterior_cruciate_enthesis_R,0
3d-vh-f-knee-r,VH_F_meniscus_R,VH_F_tibia_R,0
3d-vh-f-knee-r,VH_F_lateral_condyle_of_femur_sup_R,VH_F_trochlear_groove_R,0
3d-vh-f-knee-r,VH_F_anterior_cruciate_enthesis_R,VH_F_femur_R,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_lateral_condyle_of_femur_sup_R,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_medial_condyle_of_right_femur_sup,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_meniscus_R,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_femur_R,0
3d-vh-f-knee-r,VH_F_femur_R,VH_F_lateral_perichondular_surface_R,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_lateral_condyle_of_femur_frontal_R,0
3d-vh-f-knee-r,VH_F_femur_R,VH_F_posterior_cruciate_enthesis_R,0
3d-vh-f-knee-r,VH_F_femur_R,VH_F_medial_perichondular_surface_R,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_intercondylar_fossa_R,0
3d-vh-f-knee-r,VH_F_lateral_epicondylar_enthesis_R,VH_F_lateral_perichondular_surface_R,0
3d-vh-f-knee-r,VH_F_medial_epicondylar_enthesis_R,VH_F_medial_perichondular_surface_R,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_medial_condyle_of_right_femur_inf,0
3d-vh-f-knee-r,VH_F_medial_condyle_of_right_femur_sup,VH_F_trochlear_groove_R,0
3d-vh-f-knee-r,VH_F_articular_cartilage_of_knee_R,VH_F_lateral_condyle_of_femur_inf_R,0
3d-vh-f-lung,VH_F_left_posterior_bronchus,VH_F_left_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_hilum_lower_L,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_posterior_bronchus,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_inferior_lobar_bronchus,0
3d-vh-f-lung,VH_F_left_posterior_basal_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_anterior_basal_bronchus,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_hilum_lower_L,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_posterior_bronchus,0
3d-vh-f-lung,VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_left_medial_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_middle_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_middle_R,VH_F_right_medial_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_left_lingula_inferior_bronchi,0
3d-vh-f-lung,VH_F_right_apical_bronchopulmonary_segment,VH_F_right_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_superior_bronchus,0
3d-vh-f-lung,VH_F_left_medial_basal_bronchopulmonary_segment,VH_F_left_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_medial_basal_bronchopulmonary_segment,VH_F_left_posterior_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_inferior_lobar_bronchus,VH_F_left_posterior_basal_bronchus,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_medial_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_middle_R,VH_F_right_posterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_superior_lobar_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_posterior_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_left_anterior_bronchopulmonary_segment,VH_F_lingula_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_apical_bronchus,0
3d-vh-f-lung,VH_F_left_medial_basal_bronchopulmonary_segment,VH_F_lingula_superior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_hilum_upper_L,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_anterior_basal_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_lobar_bronchus_L,VH_F_left_lingula_inferior_bronchi,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_left_lingula_superior_bronchus,0
3d-vh-f-lung,VH_F_right_inferior_lobar_bronchus,VH_F_right_medial_basal_bronchus,0
3d-vh-f-lung,VH_F_right_anterior_basal_bronchus,VH_F_right_inferior_lobar_bronchus,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_lingula_inferior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_middle_R,VH_F_right_medial_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_medial_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_lateral_basal_bronchus,0
3d-vh-f-lung,VH_F_hilum_L,VH_F_left_medial_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_right_inferior_lobar_bronchus,VH_F_right_middle_lobar_bronchus,0
3d-vh-f-lung,VH_F_hilum_lower_R,VH_F_right_posterior_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_hilum_R,VH_F_right_anterior_basal_bronchopulmonary_segment,0
3d-vh-f-lung,VH_F_cartilage_of_tertiary_bronchus_L,VH_F_left_superior_lobar_bronchus,0
