gene_label,hgnc,source
GATA2-AS1,https://purl.org/ccf/ASCTB-TEMP_gata2-as1,hrapop
GATA3,http://identifiers.org/hgnc/4172,hrapop
GATA3,https://purl.org/ccf/ASCTB-TEMP_gata3,hrapop
GATA3-AS1,http://identifiers.org/hgnc/33786,hrapop
GATA4,http://identifiers.org/hgnc/4173,hrapop
GATA6,http://identifiers.org/hgnc/4174,hrapop
GATA6,https://purl.org/ccf/ASCTB-TEMP_gata6,hrapop
GATA6-AS1,http://identifiers.org/hgnc/48840,hrapop
GATA6-AS1,https://purl.org/ccf/ASCTB-TEMP_gata6-as1,hrapop
GATAD1,http://identifiers.org/hgnc/29941,hrapop
GATAD1,https://purl.org/ccf/ASCTB-TEMP_gatad1,hrapop
GATAD2A,http://identifiers.org/hgnc/29989,hrapop
GATAD2B,http://identifiers.org/hgnc/30778,hrapop
GATB,http://identifiers.org/hgnc/8849,hrapop
GATB,https://purl.org/ccf/ASCTB-TEMP_gatb,hrapop
GATC,http://identifiers.org/hgnc/25068,hrapop
GATD1,http://identifiers.org/hgnc/26616,hrapop
GATD1-DT,http://identifiers.org/hgnc/29907,hrapop
GATD3,http://identifiers.org/hgnc/1273,hrapop
GATM,http://identifiers.org/hgnc/4175,hrapop
GATM,https://purl.org/ccf/ASCTB-TEMP_gatm,hrapop
GBA1,http://identifiers.org/hgnc/4177,hrapop
GBA1LP,http://identifiers.org/hgnc/4178,hrapop
GBA2,http://identifiers.org/hgnc/18986,hrapop
GBE1,http://identifiers.org/hgnc/4180,hrapop
GBE1,https://purl.org/ccf/ASCTB-TEMP_gbe1,hrapop
GBF1,http://identifiers.org/hgnc/4181,hrapop
GBF1,https://purl.org/ccf/ASCTB-TEMP_gbf1,hrapop
GBGT1,http://identifiers.org/hgnc/20460,hrapop
GBGT1,https://purl.org/ccf/ASCTB-TEMP_gbgt1,hrapop
GBP1,http://identifiers.org/hgnc/4182,hrapop
GBP1,https://purl.org/ccf/ASCTB-TEMP_gbp1,hrapop
GBP2,http://identifiers.org/hgnc/4183,hrapop
GBP2,https://purl.org/ccf/ASCTB-TEMP_gbp2,hrapop
GBP3,http://identifiers.org/hgnc/4184,hrapop
GBP3,https://purl.org/ccf/ASCTB-TEMP_gbp3,hrapop
GBP4,http://identifiers.org/hgnc/20480,hrapop
GBP5,http://identifiers.org/hgnc/19895,hrapop
GBP5,https://purl.org/ccf/ASCTB-TEMP_gbp5,hrapop
GBP7,http://identifiers.org/hgnc/29606,hrapop
GBX1,http://identifiers.org/hgnc/4185,hrapop
GC,http://identifiers.org/hgnc/4187,hrapop
GC,https://purl.org/ccf/ASCTB-TEMP_gc,hrapop
GCA,http://identifiers.org/hgnc/15990,hrapop
GCA,https://purl.org/ccf/ASCTB-TEMP_gca,hrapop
GCAT,http://identifiers.org/hgnc/4188,hrapop
GCAT,https://purl.org/ccf/ASCTB-TEMP_gcat,hrapop
GCC1,http://identifiers.org/hgnc/19095,hrapop
GCC2,http://identifiers.org/hgnc/23218,hrapop
GCC2,https://purl.org/ccf/ASCTB-TEMP_gcc2,hrapop
GCDH,http://identifiers.org/hgnc/4189,hrapop
GCFC2,http://identifiers.org/hgnc/1317,hrapop
GCG,http://identifiers.org/hgnc/4191,hrapop
GCG,https://purl.org/ccf/ASCTB-TEMP_gcg,hrapop
GCGR,http://identifiers.org/hgnc/4192,hrapop
GCH1,http://identifiers.org/hgnc/4193,hrapop
GCHFR,http://identifiers.org/hgnc/4194,hrapop
GCHFR,https://purl.org/ccf/ASCTB-TEMP_gchfr,hrapop
GCK,http://identifiers.org/hgnc/4195,hrapop
GCLC,http://identifiers.org/hgnc/4311,hrapop
GCLC,https://purl.org/ccf/ASCTB-TEMP_gclc,hrapop
GCLM,http://identifiers.org/hgnc/4312,hrapop
GCLM,https://purl.org/ccf/ASCTB-TEMP_gclm,hrapop
GCN1,http://identifiers.org/hgnc/4199,hrapop
GCNA,http://identifiers.org/hgnc/15805,hrapop
GCNT1,http://identifiers.org/hgnc/4203,hrapop
GCNT1,https://purl.org/ccf/ASCTB-TEMP_gcnt1,hrapop
GCNT2,http://identifiers.org/hgnc/4204,hrapop
GCNT2,https://purl.org/ccf/ASCTB-TEMP_gcnt2,hrapop
GCNT4,http://identifiers.org/hgnc/17973,hrapop
GCOM1,http://identifiers.org/hgnc/26424,hrapop
GCSAM,http://identifiers.org/hgnc/20253,hrapop
GCSAML,http://identifiers.org/hgnc/29583,hrapop
GCSAML,https://purl.org/ccf/ASCTB-TEMP_gcsaml,hrapop
GCSH,http://identifiers.org/hgnc/4208,hrapop
GCSH,https://purl.org/ccf/ASCTB-TEMP_gcsh,hrapop
GDA,http://identifiers.org/hgnc/4212,hrapop
GDA,https://purl.org/ccf/ASCTB-TEMP_gda,hrapop
GDAP1,http://identifiers.org/hgnc/15968,hrapop
GDAP1,https://purl.org/ccf/ASCTB-TEMP_gdap1,hrapop
GDAP1L1,http://identifiers.org/hgnc/4213,hrapop
GDAP2,http://identifiers.org/hgnc/18010,hrapop
GDAP2,https://purl.org/ccf/ASCTB-TEMP_gdap2,hrapop
GDE1,http://identifiers.org/hgnc/29644,hrapop
GDE1,https://purl.org/ccf/ASCTB-TEMP_gde1,hrapop
GDF10,https://purl.org/ccf/ASCTB-TEMP_gdf10,hrapop
GDF11,http://identifiers.org/hgnc/4216,hrapop
GDF2,http://identifiers.org/hgnc/4217,hrapop
GDF3,http://identifiers.org/hgnc/4218,hrapop
GDF6,http://identifiers.org/hgnc/4221,hrapop
GDF7,http://identifiers.org/hgnc/4222,hrapop
GDI1,http://identifiers.org/hgnc/4226,hrapop
GDI2,http://identifiers.org/hgnc/4227,hrapop
GDI2,https://purl.org/ccf/ASCTB-TEMP_gdi2,hrapop
GDPD1,http://identifiers.org/hgnc/20883,hrapop
GDPD3,http://identifiers.org/hgnc/28638,hrapop
GDPD3,https://purl.org/ccf/ASCTB-TEMP_gdpd3,hrapop
GDPD5,http://identifiers.org/hgnc/28804,hrapop
GDPGP1,http://identifiers.org/hgnc/34360,hrapop
GEM,http://identifiers.org/hgnc/4234,hrapop
GEM,https://purl.org/ccf/ASCTB-TEMP_gem,hrapop
GEMIN2,http://identifiers.org/hgnc/10884,hrapop
GEMIN2,https://purl.org/ccf/ASCTB-TEMP_gemin2,hrapop
GEMIN4,http://identifiers.org/hgnc/15717,hrapop
GEMIN5,http://identifiers.org/hgnc/20043,hrapop
GEMIN7,http://identifiers.org/hgnc/20045,hrapop
GEMIN8,http://identifiers.org/hgnc/26044,hrapop
GEN1,http://identifiers.org/hgnc/26881,hrapop
GET1,http://identifiers.org/hgnc/12790,hrapop
GET3,http://identifiers.org/hgnc/752,hrapop
GET4,http://identifiers.org/hgnc/21690,hrapop
GFAP,http://identifiers.org/hgnc/4235,hrapop
GFAP,https://purl.org/ccf/ASCTB-TEMP_gfap,hrapop
GFER,http://identifiers.org/hgnc/4236,hrapop
GFI1,http://identifiers.org/hgnc/4237,hrapop
GFI1B,http://identifiers.org/hgnc/4238,hrapop
GFI1B,https://purl.org/ccf/ASCTB-TEMP_gfi1b,hrapop
GFM1,http://identifiers.org/hgnc/13780,hrapop
GFM2,http://identifiers.org/hgnc/29682,hrapop
GFOD1,http://identifiers.org/hgnc/21096,hrapop
GFOD1,https://purl.org/ccf/ASCTB-TEMP_gfod1,hrapop
GFOD2,http://identifiers.org/hgnc/28159,hrapop
GFPT1,http://identifiers.org/hgnc/4241,hrapop
GFPT1,https://purl.org/ccf/ASCTB-TEMP_gfpt1,hrapop
GFRA1,http://identifiers.org/hgnc/4243,hrapop
GFRA1,https://purl.org/ccf/ASCTB-TEMP_gfra1,hrapop
GFRA2,http://identifiers.org/hgnc/4244,hrapop
GFRA3,http://identifiers.org/hgnc/4245,hrapop
GFUS,http://identifiers.org/hgnc/12390,hrapop
GGA1,http://identifiers.org/hgnc/17842,hrapop
GGA2,http://identifiers.org/hgnc/16064,hrapop
GGA2,https://purl.org/ccf/ASCTB-TEMP_gga2,hrapop
GGA3,http://identifiers.org/hgnc/17079,hrapop
GGA3,https://purl.org/ccf/ASCTB-TEMP_gga3,hrapop
GGACT,http://identifiers.org/hgnc/25100,hrapop
GGCT,http://identifiers.org/hgnc/21705,hrapop
GGCT,https://purl.org/ccf/ASCTB-TEMP_ggct,hrapop
GGCX,http://identifiers.org/hgnc/4247,hrapop
GGCX,https://purl.org/ccf/ASCTB-TEMP_ggcx,hrapop
GGH,http://identifiers.org/hgnc/4248,hrapop
GGH,https://purl.org/ccf/ASCTB-TEMP_ggh,hrapop
GGNBP2,http://identifiers.org/hgnc/19357,hrapop
GGPS1,http://identifiers.org/hgnc/4249,hrapop
GGT1,http://identifiers.org/hgnc/4250,hrapop
GGT2P,http://identifiers.org/hgnc/4251,hrapop
GGT3P,http://identifiers.org/hgnc/4252,hrapop
GGT5,http://identifiers.org/hgnc/4260,hrapop
GGT5,https://purl.org/ccf/ASCTB-TEMP_ggt5,hrapop
GGT6,http://identifiers.org/hgnc/26891,hrapop
GGT7,http://identifiers.org/hgnc/4259,hrapop
GGTA1,http://identifiers.org/hgnc/4253,hrapop
GGTA2P,http://identifiers.org/hgnc/4254,hrapop
GGTLC1,http://identifiers.org/hgnc/16437,hrapop
GGTLC1,https://purl.org/ccf/ASCTB-TEMP_ggtlc1,hrapop
GGTLC2,http://identifiers.org/hgnc/18596,hrapop
GGTLC3,http://identifiers.org/hgnc/33426,hrapop
GGTLC5P,http://identifiers.org/hgnc/33427,hrapop
GHDC,http://identifiers.org/hgnc/24438,hrapop
GHITM,http://identifiers.org/hgnc/17281,hrapop
GHR,http://identifiers.org/hgnc/4263,hrapop
GHR,https://purl.org/ccf/ASCTB-TEMP_ghr,hrapop
GHRH,https://purl.org/ccf/ASCTB-TEMP_ghrh,hrapop
GHRHR,http://identifiers.org/hgnc/4266,hrapop
GID4,http://identifiers.org/hgnc/28453,hrapop
GID8,http://identifiers.org/hgnc/15857,hrapop
GIGYF1,http://identifiers.org/hgnc/9126,hrapop
GIGYF2,http://identifiers.org/hgnc/11960,hrapop
GIGYF2,https://purl.org/ccf/ASCTB-TEMP_gigyf2,hrapop
GIHCG,http://identifiers.org/hgnc/52649,hrapop
GIMAP1,http://identifiers.org/hgnc/23237,hrapop
GIMAP1,https://purl.org/ccf/ASCTB-TEMP_gimap1,hrapop
GIMAP1-GIMAP5,http://identifiers.org/hgnc/51257,hrapop
GIMAP2,http://identifiers.org/hgnc/21789,hrapop
GIMAP2,https://purl.org/ccf/ASCTB-TEMP_gimap2,hrapop
GIMAP4,http://identifiers.org/hgnc/21872,hrapop
GIMAP4,https://purl.org/ccf/ASCTB-TEMP_gimap4,hrapop
GIMAP5,http://identifiers.org/hgnc/18005,hrapop
GIMAP6,http://identifiers.org/hgnc/21918,hrapop
GIMAP6,https://purl.org/ccf/ASCTB-TEMP_gimap6,hrapop
GIMAP7,http://identifiers.org/hgnc/22404,hrapop
GIMAP7,https://purl.org/ccf/ASCTB-TEMP_gimap7,hrapop
GIMAP8,http://identifiers.org/hgnc/21792,hrapop
GIMAP8,https://purl.org/ccf/ASCTB-TEMP_gimap8,hrapop
GIN1,http://identifiers.org/hgnc/25959,hrapop
GIN1,https://purl.org/ccf/ASCTB-TEMP_gin1,hrapop
GINM1,http://identifiers.org/hgnc/21074,hrapop
GINS1,http://identifiers.org/hgnc/28980,hrapop
GINS2,http://identifiers.org/hgnc/24575,hrapop
GINS2,https://purl.org/ccf/ASCTB-TEMP_gins2,hrapop
GINS3,http://identifiers.org/hgnc/25851,hrapop
GINS3,https://purl.org/ccf/ASCTB-TEMP_gins3,hrapop
GINS4,https://purl.org/ccf/ASCTB-TEMP_gins4,hrapop
GIPC1,http://identifiers.org/hgnc/1226,hrapop
GIPC2,http://identifiers.org/hgnc/18177,hrapop
GIPC2,https://purl.org/ccf/ASCTB-TEMP_gipc2,hrapop
GIPR,http://identifiers.org/hgnc/4271,hrapop
GIT1,http://identifiers.org/hgnc/4272,hrapop
GIT2,http://identifiers.org/hgnc/4273,hrapop
GJA1,http://identifiers.org/hgnc/4274,hrapop
GJA1,https://purl.org/ccf/ASCTB-TEMP_gja1,hrapop
GJA5,http://identifiers.org/hgnc/4279,hrapop
GJA5,https://purl.org/ccf/ASCTB-TEMP_gja5,hrapop
GJB1,https://purl.org/ccf/ASCTB-TEMP_gjb1,hrapop
GJB2,https://purl.org/ccf/ASCTB-TEMP_gjb2,hrapop
GJB3,https://purl.org/ccf/ASCTB-TEMP_gjb3,hrapop
GJB5,http://identifiers.org/hgnc/4287,hrapop
GJB6,https://purl.org/ccf/ASCTB-TEMP_gjb6,hrapop
GJC1,http://identifiers.org/hgnc/4280,hrapop
GJC2,https://purl.org/ccf/ASCTB-TEMP_gjc2,hrapop
GJC3,https://purl.org/ccf/ASCTB-TEMP_gjc3,hrapop
GJD3,https://purl.org/ccf/ASCTB-TEMP_gjd3,hrapop
GK,http://identifiers.org/hgnc/4289,hrapop
GK,https://purl.org/ccf/ASCTB-TEMP_gk,hrapop
GK3,http://identifiers.org/hgnc/4292,hrapop
GK5,http://identifiers.org/hgnc/28635,hrapop
GK5,https://purl.org/ccf/ASCTB-TEMP_gk5,hrapop
GKAP1,http://identifiers.org/hgnc/17496,hrapop
GKAP1,https://purl.org/ccf/ASCTB-TEMP_gkap1,hrapop
GKN2,http://identifiers.org/hgnc/24588,hrapop
GKN2,https://purl.org/ccf/ASCTB-TEMP_gkn2,hrapop
GLA,http://identifiers.org/hgnc/4296,hrapop
GLA,https://purl.org/ccf/ASCTB-TEMP_gla,hrapop
GLB1L,http://identifiers.org/hgnc/28129,hrapop
GLB1L2,http://identifiers.org/hgnc/25129,hrapop
GLCCI1,http://identifiers.org/hgnc/18713,hrapop
GLCCI1,https://purl.org/ccf/ASCTB-TEMP_glcci1,hrapop
GLCE,http://identifiers.org/hgnc/17855,hrapop
GLDC,http://identifiers.org/hgnc/4313,hrapop
GLDC,https://purl.org/ccf/ASCTB-TEMP_gldc,hrapop
GLDN,http://identifiers.org/hgnc/29514,hrapop
GLDN,https://purl.org/ccf/ASCTB-TEMP_gldn,hrapop
GLE1,http://identifiers.org/hgnc/4315,hrapop
GLG1,http://identifiers.org/hgnc/4316,hrapop
GLI2,http://identifiers.org/hgnc/4318,hrapop
GLI2,https://purl.org/ccf/ASCTB-TEMP_gli2,hrapop
GLI3,http://identifiers.org/hgnc/4319,hrapop
GLI3,https://purl.org/ccf/ASCTB-TEMP_gli3,hrapop
GLI4,http://identifiers.org/hgnc/4320,hrapop
GLI4,https://purl.org/ccf/ASCTB-TEMP_gli4,hrapop
GLIPR1,http://identifiers.org/hgnc/17001,hrapop
GLIPR1,https://purl.org/ccf/ASCTB-TEMP_glipr1,hrapop
GLIPR2,http://identifiers.org/hgnc/18007,hrapop
GLIPR2,https://purl.org/ccf/ASCTB-TEMP_glipr2,hrapop
GLIS1,http://identifiers.org/hgnc/29525,hrapop
GLIS2,http://identifiers.org/hgnc/29450,hrapop
GLIS3,http://identifiers.org/hgnc/28510,hrapop
GLIS3,https://purl.org/ccf/ASCTB-TEMP_glis3,hrapop
GLMN,http://identifiers.org/hgnc/14373,hrapop
GLMN,https://purl.org/ccf/ASCTB-TEMP_glmn,hrapop
GLMP,http://identifiers.org/hgnc/29436,hrapop
GLMP,https://purl.org/ccf/ASCTB-TEMP_glmp,hrapop
GLO1,http://identifiers.org/hgnc/4323,hrapop
GLO1,https://purl.org/ccf/ASCTB-TEMP_glo1,hrapop
GLOD4,http://identifiers.org/hgnc/14111,hrapop
GLOD4,https://purl.org/ccf/ASCTB-TEMP_glod4,hrapop
GLP2R,http://identifiers.org/hgnc/4325,hrapop
GLRA1,https://purl.org/ccf/ASCTB-TEMP_glra1,hrapop
GLRA3,http://identifiers.org/hgnc/4328,hrapop
GLRB,http://identifiers.org/hgnc/4329,hrapop
GLRX,http://identifiers.org/hgnc/4330,hrapop
GLRX,https://purl.org/ccf/ASCTB-TEMP_glrx,hrapop
GLRX2,http://identifiers.org/hgnc/16065,hrapop
GLRX2,https://purl.org/ccf/ASCTB-TEMP_glrx2,hrapop
GLRX3,http://identifiers.org/hgnc/15987,hrapop
GLRX3,https://purl.org/ccf/ASCTB-TEMP_glrx3,hrapop
GLRX5,http://identifiers.org/hgnc/20134,hrapop
GLRX5,https://purl.org/ccf/ASCTB-TEMP_glrx5,hrapop
GLS,http://identifiers.org/hgnc/4331,hrapop
GLS,https://purl.org/ccf/ASCTB-TEMP_gls,hrapop
GLT1D1,http://identifiers.org/hgnc/26483,hrapop
GLT8D1,http://identifiers.org/hgnc/24870,hrapop
GLT8D1,https://purl.org/ccf/ASCTB-TEMP_glt8d1,hrapop
GLT8D2,http://identifiers.org/hgnc/24890,hrapop
GLT8D2,https://purl.org/ccf/ASCTB-TEMP_glt8d2,hrapop
GLTP,http://identifiers.org/hgnc/24867,hrapop
GLTP,https://purl.org/ccf/ASCTB-TEMP_gltp,hrapop
GLTPD2,http://identifiers.org/hgnc/33756,hrapop
GLUD1,http://identifiers.org/hgnc/4335,hrapop
GLUL,http://identifiers.org/hgnc/4341,hrapop
GLUL,https://purl.org/ccf/ASCTB-TEMP_glul,hrapop
GLYAT,http://identifiers.org/hgnc/13734,hrapop
GLYATL1,http://identifiers.org/hgnc/30519,hrapop
GLYATL1B,http://identifiers.org/hgnc/37865,hrapop
GLYATL1P1,http://identifiers.org/hgnc/37866,hrapop
GLYATL2,http://identifiers.org/hgnc/24178,hrapop
GLYATL2,https://purl.org/ccf/ASCTB-TEMP_glyatl2,hrapop
GLYATL3,http://identifiers.org/hgnc/21349,hrapop
GLYCTK,http://identifiers.org/hgnc/24247,hrapop
GLYR1,http://identifiers.org/hgnc/24434,hrapop
GM2A,http://identifiers.org/hgnc/4367,hrapop
GM2A,https://purl.org/ccf/ASCTB-TEMP_gm2a,hrapop
GMCL1,http://identifiers.org/hgnc/23843,hrapop
GMCL1,https://purl.org/ccf/ASCTB-TEMP_gmcl1,hrapop
GMDS,http://identifiers.org/hgnc/4369,hrapop
GMDS,https://purl.org/ccf/ASCTB-TEMP_gmds,hrapop
GMDS-DT,http://identifiers.org/hgnc/48993,hrapop
GMEB1,http://identifiers.org/hgnc/4370,hrapop
GMEB1,https://purl.org/ccf/ASCTB-TEMP_gmeb1,hrapop
GMEB2,http://identifiers.org/hgnc/4371,hrapop
GMFB,http://identifiers.org/hgnc/4373,hrapop
GMFG,http://identifiers.org/hgnc/4374,hrapop
GMFG,https://purl.org/ccf/ASCTB-TEMP_gmfg,hrapop
GMIP,http://identifiers.org/hgnc/24852,hrapop
GML,http://identifiers.org/hgnc/4375,hrapop
GMNN,http://identifiers.org/hgnc/17493,hrapop
GMNN,https://purl.org/ccf/ASCTB-TEMP_gmnn,hrapop
GMPPA,http://identifiers.org/hgnc/22923,hrapop
GMPPA,https://purl.org/ccf/ASCTB-TEMP_gmppa,hrapop
GMPPB,http://identifiers.org/hgnc/22932,hrapop
GMPPB,https://purl.org/ccf/ASCTB-TEMP_gmppb,hrapop
GMPR,http://identifiers.org/hgnc/4376,hrapop
GMPR,https://purl.org/ccf/ASCTB-TEMP_gmpr,hrapop
GMPR2,http://identifiers.org/hgnc/4377,hrapop
GMPS,http://identifiers.org/hgnc/4378,hrapop
GMPS,https://purl.org/ccf/ASCTB-TEMP_gmps,hrapop
GNA11,http://identifiers.org/hgnc/4379,hrapop
GNA12,http://identifiers.org/hgnc/4380,hrapop
GNA13,http://identifiers.org/hgnc/4381,hrapop
GNA13,https://purl.org/ccf/ASCTB-TEMP_gna13,hrapop
GNA14,http://identifiers.org/hgnc/4382,hrapop
GNA14,https://purl.org/ccf/ASCTB-TEMP_gna14,hrapop
GNA14-AS1,http://identifiers.org/hgnc/50451,hrapop
GNA15,http://identifiers.org/hgnc/4383,hrapop
GNA15,https://purl.org/ccf/ASCTB-TEMP_gna15,hrapop
GNAI1,http://identifiers.org/hgnc/4384,hrapop
GNAI1,https://purl.org/ccf/ASCTB-TEMP_gnai1,hrapop
GNAI2,http://identifiers.org/hgnc/4385,hrapop
GNAI2,https://purl.org/ccf/ASCTB-TEMP_gnai2,hrapop
GNAI3,http://identifiers.org/hgnc/4387,hrapop
GNAI3,https://purl.org/ccf/ASCTB-TEMP_gnai3,hrapop
GNAL,http://identifiers.org/hgnc/4388,hrapop
GNAL,https://purl.org/ccf/ASCTB-TEMP_gnal,hrapop
GNAO1,http://identifiers.org/hgnc/4389,hrapop
GNAO1,https://purl.org/ccf/ASCTB-TEMP_gnao1,hrapop
GNAO1-DT,http://identifiers.org/hgnc/27543,hrapop
GNAQ,http://identifiers.org/hgnc/4390,hrapop
GNAQ,https://purl.org/ccf/ASCTB-TEMP_gnaq,hrapop
GNAS,http://identifiers.org/hgnc/4392,hrapop
GNAS-AS1,http://identifiers.org/hgnc/24872,hrapop
GNAT1,https://purl.org/ccf/ASCTB-TEMP_gnat1,hrapop
GNAT3,http://identifiers.org/hgnc/22800,hrapop
GNAT3,https://purl.org/ccf/ASCTB-TEMP_gnat3,hrapop
GNAZ,http://identifiers.org/hgnc/4395,hrapop
GNAZ,https://purl.org/ccf/ASCTB-TEMP_gnaz,hrapop
GNB1,http://identifiers.org/hgnc/4396,hrapop
GNB1,https://purl.org/ccf/ASCTB-TEMP_gnb1,hrapop
GNB1-DT,http://identifiers.org/hgnc/55772,hrapop
GNB1L,http://identifiers.org/hgnc/4397,hrapop
GNB2,http://identifiers.org/hgnc/4398,hrapop
GNB3,http://identifiers.org/hgnc/4400,hrapop
GNB3,https://purl.org/ccf/ASCTB-TEMP_gnb3,hrapop
GNB4,http://identifiers.org/hgnc/20731,hrapop
GNB4,https://purl.org/ccf/ASCTB-TEMP_gnb4,hrapop
GNB5,http://identifiers.org/hgnc/4401,hrapop
GNB5,https://purl.org/ccf/ASCTB-TEMP_gnb5,hrapop
GNG10,http://identifiers.org/hgnc/4402,hrapop
GNG11,http://identifiers.org/hgnc/4403,hrapop
GNG11,https://purl.org/ccf/ASCTB-TEMP_gng11,hrapop
GNG12,http://identifiers.org/hgnc/19663,hrapop
GNG12,https://purl.org/ccf/ASCTB-TEMP_gng12,hrapop
GNG12-AS1,http://identifiers.org/hgnc/43938,hrapop
GNG13,https://purl.org/ccf/ASCTB-TEMP_gng13,hrapop
GNG2,http://identifiers.org/hgnc/4404,hrapop
GNG2,https://purl.org/ccf/ASCTB-TEMP_gng2,hrapop
GNG3,https://purl.org/ccf/ASCTB-TEMP_gng3,hrapop
GNG4,http://identifiers.org/hgnc/4407,hrapop
GNG4,https://purl.org/ccf/ASCTB-TEMP_gng4,hrapop
GNG5,http://identifiers.org/hgnc/4408,hrapop
GNG7,http://identifiers.org/hgnc/4410,hrapop
GNG7,https://purl.org/ccf/ASCTB-TEMP_gng7,hrapop
GNG8,http://identifiers.org/hgnc/19664,hrapop
GNG8,https://purl.org/ccf/ASCTB-TEMP_gng8,hrapop
GNGT1,http://identifiers.org/hgnc/4411,hrapop
GNGT1,https://purl.org/ccf/ASCTB-TEMP_gngt1,hrapop
GNGT2,http://identifiers.org/hgnc/4412,hrapop
GNGT2,https://purl.org/ccf/ASCTB-TEMP_gngt2,hrapop
GNL1,http://identifiers.org/hgnc/4413,hrapop
GNL2,http://identifiers.org/hgnc/29925,hrapop
GNL2,https://purl.org/ccf/ASCTB-TEMP_gnl2,hrapop
GNL3,http://identifiers.org/hgnc/29931,hrapop
GNL3,https://purl.org/ccf/ASCTB-TEMP_gnl3,hrapop
GNL3L,http://identifiers.org/hgnc/25553,hrapop
GNMT,http://identifiers.org/hgnc/4415,hrapop
GNPAT,http://identifiers.org/hgnc/4416,hrapop
GNPDA1,http://identifiers.org/hgnc/4417,hrapop
GNPDA2,http://identifiers.org/hgnc/21526,hrapop
GNPNAT1,http://identifiers.org/hgnc/19980,hrapop
GNPTAB,http://identifiers.org/hgnc/29670,hrapop
GNPTG,http://identifiers.org/hgnc/23026,hrapop
GNPTG,https://purl.org/ccf/ASCTB-TEMP_gnptg,hrapop
GNRHR,http://identifiers.org/hgnc/4421,hrapop
GNS,http://identifiers.org/hgnc/4422,hrapop
GOLGA1,http://identifiers.org/hgnc/4424,hrapop
GOLGA2,http://identifiers.org/hgnc/4425,hrapop
GOLGA2,https://purl.org/ccf/ASCTB-TEMP_golga2,hrapop
GOLGA2P7,http://identifiers.org/hgnc/49516,hrapop
GOLGA3,http://identifiers.org/hgnc/4426,hrapop
GOLGA4,http://identifiers.org/hgnc/4427,hrapop
GOLGA4,https://purl.org/ccf/ASCTB-TEMP_golga4,hrapop
GOLGA5,http://identifiers.org/hgnc/4428,hrapop
GOLGA6L10,http://identifiers.org/hgnc/37228,hrapop
GOLGA7,http://identifiers.org/hgnc/24876,hrapop
GOLGA7B,http://identifiers.org/hgnc/31668,hrapop
GOLGA8A,http://identifiers.org/hgnc/31972,hrapop
GOLGA8A,https://purl.org/ccf/ASCTB-TEMP_golga8a,hrapop
GOLGA8B,http://identifiers.org/hgnc/31973,hrapop
GOLGA8B,https://purl.org/ccf/ASCTB-TEMP_golga8b,hrapop
GOLGA8IP,http://identifiers.org/hgnc/26660,hrapop
GOLGA8M,http://identifiers.org/hgnc/44404,hrapop
GOLGA8N,http://identifiers.org/hgnc/44405,hrapop
GOLGB1,http://identifiers.org/hgnc/4429,hrapop
GOLGB1,https://purl.org/ccf/ASCTB-TEMP_golgb1,hrapop
GOLIM4,http://identifiers.org/hgnc/15448,hrapop
GOLIM4,https://purl.org/ccf/ASCTB-TEMP_golim4,hrapop
GOLM1,http://identifiers.org/hgnc/15451,hrapop
GOLM1,https://purl.org/ccf/ASCTB-TEMP_golm1,hrapop
GOLM2,http://identifiers.org/hgnc/24892,hrapop
GOLPH3,http://identifiers.org/hgnc/15452,hrapop
GOLPH3-DT,http://identifiers.org/hgnc/55231,hrapop
GOLPH3L,http://identifiers.org/hgnc/24882,hrapop
GOLT1A,http://identifiers.org/hgnc/24766,hrapop
GOLT1B,http://identifiers.org/hgnc/20175,hrapop
GON4L,http://identifiers.org/hgnc/25973,hrapop
GON7,http://identifiers.org/hgnc/20356,hrapop
GOPC,http://identifiers.org/hgnc/17643,hrapop
GORAB,http://identifiers.org/hgnc/25676,hrapop
GORAB,https://purl.org/ccf/ASCTB-TEMP_gorab,hrapop
GORASP1,http://identifiers.org/hgnc/16769,hrapop
GORASP1,https://purl.org/ccf/ASCTB-TEMP_gorasp1,hrapop
GORASP2,http://identifiers.org/hgnc/17500,hrapop
GORASP2,https://purl.org/ccf/ASCTB-TEMP_gorasp2,hrapop
GOSR1,http://identifiers.org/hgnc/4430,hrapop
GOSR2,http://identifiers.org/hgnc/4431,hrapop
GOT1,http://identifiers.org/hgnc/4432,hrapop
GOT1,https://purl.org/ccf/ASCTB-TEMP_got1,hrapop
GOT1-DT,http://identifiers.org/hgnc/55848,hrapop
GOT2,http://identifiers.org/hgnc/4433,hrapop
GOT2,https://purl.org/ccf/ASCTB-TEMP_got2,hrapop
GP1BA,http://identifiers.org/hgnc/4439,hrapop
GP1BA,https://purl.org/ccf/ASCTB-TEMP_gp1ba,hrapop
GP1BB,http://identifiers.org/hgnc/4440,hrapop
GP2,http://identifiers.org/hgnc/4441,hrapop
GP2,https://purl.org/ccf/ASCTB-TEMP_gp2,hrapop
GP6,http://identifiers.org/hgnc/14388,hrapop
GP6-AS1,http://identifiers.org/hgnc/55305,hrapop
GPA33,http://identifiers.org/hgnc/4445,hrapop
GPA33,https://purl.org/ccf/ASCTB-TEMP_gpa33,hrapop
GPAA1,http://identifiers.org/hgnc/4446,hrapop
GPAA1,https://purl.org/ccf/ASCTB-TEMP_gpaa1,hrapop
GPAA1P2,http://identifiers.org/hgnc/51484,hrapop
GPALPP1,http://identifiers.org/hgnc/20298,hrapop
