gene_label,ct_label,as_label,as,ct,gene,source,avg_mean_gene_expr,cell_instance_count,dataset_count
CDH5,blood vessel endothelial cell,Inferior segmental renal artery,http://purl.org/sig/ont/fma/fma70502,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,lateral sural artery,https://purl.org/ccf/ASCTB-TEMP_lateral-sural-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,medial proper plantar digital artery of fifth digit of foot,https://purl.org/ccf/ASCTB-TEMP_medial-proper-plantar-digital-artery-of-fifth-digit-of-foot,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,medial proper plantar digital artery of first digit of foot,https://purl.org/ccf/ASCTB-TEMP_medial-proper-plantar-digital-artery-of-first-digit-of-foot,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,third posterior perforating branch of plantar arch,https://purl.org/ccf/ASCTB-TEMP_third-posterior-perforating-branch-of-plantar-arch,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,endothelial cell of artery,Atrioventricular node branch of right coronary artery,http://purl.org/sig/ont/fma/fma3851,http://purl.obolibrary.org/obo/CL_1000413,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,aortic valve,http://purl.obolibrary.org/obo/UBERON_0002137,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,common iliac artery,http://purl.obolibrary.org/obo/UBERON_0001191,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,medial circumflex femoral artery,http://purl.obolibrary.org/obo/UBERON_0001356,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,common carotid artery plus branches,http://purl.obolibrary.org/obo/UBERON_0001530,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,anterior tibial artery,http://purl.obolibrary.org/obo/UBERON_0001537,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,lacrimal artery,http://purl.obolibrary.org/obo/UBERON_0001622,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,posterior communicating artery,http://purl.obolibrary.org/obo/UBERON_0001628,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,lateral thoracic vein,http://purl.obolibrary.org/obo/UBERON_0002088,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,pulmonary trunk,http://purl.obolibrary.org/obo/UBERON_0002333,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,capillary layer of choroid,http://purl.obolibrary.org/obo/UBERON_0005336,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,common hepatic artery,http://purl.obolibrary.org/obo/UBERON_0005436,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,superior thyroid artery,http://purl.obolibrary.org/obo/UBERON_0007150,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,anterior meningeal artery,http://purl.obolibrary.org/obo/UBERON_0010251,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,spleen trabecular artery,http://purl.obolibrary.org/obo/UBERON_0010399,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,spleen central arteriole,http://purl.obolibrary.org/obo/UBERON_0010401,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,penicillar arteriole,http://purl.obolibrary.org/obo/UBERON_0013132,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,superior hypophysial artery,http://purl.obolibrary.org/obo/UBERON_0035404,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,right gastroepiploic artery,http://purl.obolibrary.org/obo/UBERON_0035829,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,left gastroepiploic artery,http://purl.obolibrary.org/obo/UBERON_0035830,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,pulmonary arteriole,http://purl.obolibrary.org/obo/UBERON_8600077,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,ascending pharyngeal artery,http://purl.obolibrary.org/obo/UBERON_8600078,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,dural artery,http://purl.obolibrary.org/obo/UBERON_8600079,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Common femoral artery,http://purl.org/sig/ont/fma/fma0323778,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Apicoposterior segmental artery,http://purl.org/sig/ont/fma/fma13281,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Accessory vertebral vein,http://purl.org/sig/ont/fma/fma14290,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Short gastric artery,http://purl.org/sig/ont/fma/fma14794,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Descending branch of lateral circumflex femoral artery,http://purl.org/sig/ont/fma/fma20805,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Anterior tibial recurrent artery,http://purl.org/sig/ont/fma/fma43902,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Anterior lateral malleolar artery,http://purl.org/sig/ont/fma/fma43904,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Anterior medial malleolar artery,http://purl.org/sig/ont/fma/fma43905,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Oblique vein of left atrium,http://purl.org/sig/ont/fma/fma4715,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Sternocleidomastoid artery,http://purl.org/sig/ont/fma/fma49477,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Cavernous branch of internal carotid artery,http://purl.org/sig/ont/fma/fma49817,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Left inferior pulmonary vein,http://purl.org/sig/ont/fma/fma49913,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Medial segmental artery,http://purl.org/sig/ont/fma/fma68193,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Lateral segmental artery,http://purl.org/sig/ont/fma/fma68194,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Trunk of left basal segmental artery,http://purl.org/sig/ont/fma/fma68848,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Anterior superior segmental hepatic artery,http://purl.org/sig/ont/fma/fma70442,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Posterior inferior segmental hepatic artery,http://purl.org/sig/ont/fma/fma70446,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Pancreatic artery,http://purl.org/sig/ont/fma/fma70471,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Trunk of right upper lobar artery,http://purl.org/sig/ont/fma/fma8616,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Right medial basal segmental artery,http://purl.org/sig/ont/fma/fma8628,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Right posterior basal segmental artery,http://purl.org/sig/ont/fma/fma8632,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Segmental pulmonary artery,http://purl.org/sig/ont/fma/fma8755,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Interlobar portion of left pulmonary artery,http://purl.org/sig/ont/fma/fma9284,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,dorsal meningeal artery,https://purl.org/ccf/ASCTB-TEMP_dorsal-meningeal-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,external primary capillary plexus of median eminence,https://purl.org/ccf/ASCTB-TEMP_external-primary-capillary-plexus-of-median-eminence,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,interlobular artery of pancreas,https://purl.org/ccf/ASCTB-TEMP_interlobular-artery-of-pancreas,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,internal primary capillary plexus of median eminence,https://purl.org/ccf/ASCTB-TEMP_internal-primary-capillary-plexus-of-median-eminence,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,jugular branch of ascending pharyngeal artery,https://purl.org/ccf/ASCTB-TEMP_jugular-branch-of-ascending-pharyngeal-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,lobar artery of spleen,https://purl.org/ccf/ASCTB-TEMP_lobar-artery-of-spleen,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,lobular artery of pancreas,https://purl.org/ccf/ASCTB-TEMP_lobular-artery-of-pancreas,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,orbitofrontal branch of middle cerebral artery,https://purl.org/ccf/ASCTB-TEMP_orbitofrontal-branch-of-middle-cerebral-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,periductal capillary of main pancreatic duct,https://purl.org/ccf/ASCTB-TEMP_periductal-capillary-of-main-pancreatic-duct,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,right anterior hepatic artery,https://purl.org/ccf/ASCTB-TEMP_right-anterior-hepatic-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,segmental branch of lobar artery of spleen,https://purl.org/ccf/ASCTB-TEMP_segmental-branch-of-lobar-artery-of-spleen,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,dorsal nasal artery,http://purl.obolibrary.org/obo/UBERON_0001623,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,hyoid artery,http://purl.obolibrary.org/obo/UBERON_0005608,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,caroticotympanic artery,http://purl.obolibrary.org/obo/UBERON_0007693,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,gastroduodenal artery,http://purl.obolibrary.org/obo/UBERON_0010132,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,frontal artery,http://purl.obolibrary.org/obo/UBERON_0012187,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,anterior choroidal artery,http://purl.obolibrary.org/obo/UBERON_0014696,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,zygomatico-orbital artery,http://purl.obolibrary.org/obo/UBERON_0015157,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Ascending branch of medial circumflex femoral artery,http://purl.org/sig/ont/fma/fma20811,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Cricothyroid artery,http://purl.org/sig/ont/fma/fma49483,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Anterior ciliary artery,http://purl.org/sig/ont/fma/fma49962,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Anterior inferior segmental hepatic artery,http://purl.org/sig/ont/fma/fma70443,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Medial superior segmental hepatic artery,http://purl.org/sig/ont/fma/fma70449,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Medial inferior segmental hepatic artery,http://purl.org/sig/ont/fma/fma70450,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,apicoanterior trunk of left pulmonary artery,https://purl.org/ccf/ASCTB-TEMP_apicoanterior-trunk-of-left-pulmonary-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,hepatic arteriole,https://purl.org/ccf/ASCTB-TEMP_hepatic-arteriole,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,lateral supramalleolar artery,https://purl.org/ccf/ASCTB-TEMP_lateral-supramalleolar-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,left medial hepatic artery,https://purl.org/ccf/ASCTB-TEMP_left-medial-hepatic-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,meningohypophyseal artery,https://purl.org/ccf/ASCTB-TEMP_meningohypophyseal-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,neuromeningeal trunk,https://purl.org/ccf/ASCTB-TEMP_neuromeningeal-trunk,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,periductal capillary of accessory pancreatic duct,https://purl.org/ccf/ASCTB-TEMP_periductal-capillary-of-accessory-pancreatic-duct,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,right artery of caudate lobe,https://purl.org/ccf/ASCTB-TEMP_right-artery-of-caudate-lobe,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,right posterior hepatic artery,https://purl.org/ccf/ASCTB-TEMP_right-posterior-hepatic-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,segmental hepatic artery,https://purl.org/ccf/ASCTB-TEMP_segmental-hepatic-artery,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,sheathed capillary of spleen #2,https://purl.org/ccf/ASCTB-TEMP_sheathed-capillary-of-spleen-2,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Left anterior segmental artery,http://purl.org/sig/ont/fma/fma13279,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Branch of middle cerebral artery to angular gyrus,http://purl.org/sig/ont/fma/fma50475,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,Retroduodenal artery,http://purl.org/sig/ont/fma/fma61437,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,secondary follicle arteriole of spleen,https://purl.org/ccf/ASCTB-TEMP_secondary-follicle-arteriole-of-spleen,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,endocardial cell,tricuspid valve,http://purl.obolibrary.org/obo/UBERON_0002134,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,endocardial cell,mitral valve,http://purl.obolibrary.org/obo/UBERON_0002135,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,endocardial cell,pulmonary valve,http://purl.obolibrary.org/obo/UBERON_0002146,http://purl.obolibrary.org/obo/CL_0002350,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,endothelial cell of artery,middle cardiac vein,http://purl.obolibrary.org/obo/UBERON_0009687,http://purl.obolibrary.org/obo/CL_1000413,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,endothelial cell of artery,Sinoatrial nodal branch of right coronary artery,http://purl.org/sig/ont/fma/fma3823,http://purl.obolibrary.org/obo/CL_1000413,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,endothelial cell of artery,Posterior interventricular branch of right coronary artery,http://purl.org/sig/ont/fma/fma3840,http://purl.obolibrary.org/obo/CL_1000413,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,endothelial cell of artery,Anterior cardiac vein,http://purl.org/sig/ont/fma/fma76767,http://purl.obolibrary.org/obo/CL_1000413,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,cardiac endothelial cell,vasculature,http://purl.obolibrary.org/obo/UBERON_0002049,http://purl.obolibrary.org/obo/CL_0010008,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,endovascular extravillous trophoblast cell,endometrial blood vessel,http://purl.obolibrary.org/obo/UBERON_0015172,http://purl.obolibrary.org/obo/CL_4033063,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,left coronary artery,http://purl.obolibrary.org/obo/UBERON_0001626,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,internal iliac vein,http://purl.obolibrary.org/obo/UBERON_0001317,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,iliolumbar vein,http://purl.obolibrary.org/obo/UBERON_0001320,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,obturator vein,http://purl.obolibrary.org/obo/UBERON_0001321,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,deep circumflex iliac vein,http://purl.obolibrary.org/obo/UBERON_0001360,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,femoral vein,http://purl.obolibrary.org/obo/UBERON_0001361,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,perineal vein,http://purl.obolibrary.org/obo/UBERON_0001362,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,great saphenous vein,http://purl.obolibrary.org/obo/UBERON_0001363,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,ascending aorta,http://purl.obolibrary.org/obo/UBERON_0001496,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,small saphenous vein,http://purl.obolibrary.org/obo/UBERON_0001547,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,lateral marginal vein,http://purl.obolibrary.org/obo/UBERON_0001548,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,medial marginal vein,http://purl.obolibrary.org/obo/UBERON_0001550,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,splenic vein,http://purl.obolibrary.org/obo/UBERON_0003713,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,kidney arcuate vein,http://purl.obolibrary.org/obo/UBERON_0004719,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,renal interlobular vein,http://purl.obolibrary.org/obo/UBERON_0005168,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,coronary sinus,http://purl.obolibrary.org/obo/UBERON_0005438,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,medial plantar digital vein,http://purl.obolibrary.org/obo/UBERON_0006144,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,deep dorsal vein of penis,http://purl.obolibrary.org/obo/UBERON_0006656,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,hemiazygos vein,http://purl.obolibrary.org/obo/UBERON_0006663,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,great vein of heart,http://purl.obolibrary.org/obo/UBERON_0006958,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,inferior epigastric vein,http://purl.obolibrary.org/obo/UBERON_0007154,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,dorsal venous arch,http://purl.obolibrary.org/obo/UBERON_0008783,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,uterine venous plexus,http://purl.obolibrary.org/obo/UBERON_0008889,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,deep external pudendal vein,http://purl.obolibrary.org/obo/UBERON_0009048,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,superficial external pudendal vein,http://purl.obolibrary.org/obo/UBERON_0009049,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,ascending vasa recta,http://purl.obolibrary.org/obo/UBERON_0009091,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,spleen trabecular vein,http://purl.obolibrary.org/obo/UBERON_0010400,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,right hepatic vein,http://purl.obolibrary.org/obo/UBERON_0011956,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,vein of genicular venous plexus,http://purl.obolibrary.org/obo/UBERON_0013144,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,left gastric vein,http://purl.obolibrary.org/obo/UBERON_0014690,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,posterior auricular artery,http://purl.obolibrary.org/obo/UBERON_0014694,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,external pudendal vein,http://purl.obolibrary.org/obo/UBERON_0018253,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,left subcostal vein,http://purl.obolibrary.org/obo/UBERON_0035252,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,small cardiac vein,http://purl.obolibrary.org/obo/UBERON_0035374,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,cystic vein,http://purl.obolibrary.org/obo/UBERON_0035392,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,paraumbilical vein,http://purl.obolibrary.org/obo/UBERON_0035655,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,conus artery,http://purl.obolibrary.org/obo/UBERON_0039232,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
CDH5,blood vessel endothelial cell,esophageal vein,http://purl.obolibrary.org/obo/UBERON_8600053,http://purl.obolibrary.org/obo/CL_0000071,http://identifiers.org/hgnc/1764,asctb,,,
