gene_label,ct_label,as_label,as,ct,gene,source,avg_mean_gene_expr,cell_instance_count,dataset_count
GZMH,"naive thymus-derived CD8-positive, alpha-beta T cell",skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000900,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,3.017747205,12.0,1.0
GZMH,"effector CD8-positive, alpha-beta T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0001050,http://identifiers.org/hgnc/4710,hrapop,2.970207851,587294.0,1537.0
GZMH,natural killer cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/4710,hrapop,2.862968067,3824.0,6.0
GZMH,platelet,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000233,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,2.836523788,2.0,1.0
GZMH,T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000084,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,2.835743161,3.0,1.0
GZMH,mature NK T cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,2.780881738,390.0,2.0
GZMH,"CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000625,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,2.737996575,98965.0,88.0
GZMH,mature NK T cell,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000814,http://identifiers.org/hgnc/4710,hrapop,2.693204944,4958.0,13.0
GZMH,mature NK T cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000814,http://identifiers.org/hgnc/4710,hrapop,2.637587786,2779.0,2.0
GZMH,mature NK T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,2.633897187,43926.0,187.0
GZMH,type I NK T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000921,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,2.630889407,133717.0,1022.0
GZMH,mature NK T cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,2.583981523,19867.0,3.0
GZMH,"CD8-positive, alpha-beta memory T cell",spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000909,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,2.53406875,370.0,2.0
GZMH,"CD8-positive, alpha-beta cytotoxic T cell",heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000794,http://identifiers.org/hgnc/4710,hrapop,2.527124882,273.0,4.0
GZMH,"CD8-positive, alpha-beta cytotoxic T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000794,http://identifiers.org/hgnc/4710,hrapop,2.391637767,5022.0,24.0
GZMH,natural killer cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/4710,hrapop,2.197895408,8235.0,8.0
GZMH,"CD8-positive, alpha-beta T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000625,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,2.161577388,118311.0,508.0
GZMH,"CD8-positive, alpha-beta cytotoxic T cell",heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000794,http://identifiers.org/hgnc/4710,hrapop,2.100557387,177.0,2.0
GZMH,"CD16-negative, CD56-bright natural killer cell, human",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000938,http://identifiers.org/hgnc/4710,hrapop,2.068642378,6.0,1.0
GZMH,"effector memory CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/4710,hrapop,1.914916613,65305.0,57.0
GZMH,"effector CD8-positive, alpha-beta T cell",left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.obolibrary.org/obo/CL_0001050,http://identifiers.org/hgnc/4710,hrapop,1.890130639,2.0,1.0
GZMH,"effector CD8-positive, alpha-beta T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0001050,http://identifiers.org/hgnc/4710,hrapop,1.890130639,2.0,1.0
GZMH,"CD8-positive, alpha-beta cytotoxic T cell",left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.obolibrary.org/obo/CL_0000794,http://identifiers.org/hgnc/4710,hrapop,1.846931577,58.0,1.0
GZMH,"CD8-positive, alpha-beta T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4710,hrapop,1.756862084,183.0,3.0
GZMH,mucosal invariant T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000940,http://identifiers.org/hgnc/4710,hrapop,1.721953988,101.0,2.0
GZMH,"CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4710,hrapop,1.72144053,72141.0,58.0
GZMH,natural killer cell,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/4710,hrapop,1.527747154,2.0,1.0
GZMH,"CD8-positive, alpha-beta T cell",heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4710,hrapop,1.416549325,48.0,1.0
GZMH,"effector CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0001050,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,0.9617911583,14.0,1.0
GZMH,erythrocyte,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000232,https://purl.org/ccf/ASCTB-TEMP_gzmh,hrapop,0.434114677,47.0,1.0
GZMK,"naive thymus-derived CD8-positive, alpha-beta T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000900,http://identifiers.org/hgnc/4711,hrapop,5.047234118,956.0,12.0
GZMK,T cell,eye,http://purl.obolibrary.org/obo/UBERON_0000970,http://purl.obolibrary.org/obo/CL_0000084,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,4.380168484,3.0,1.0
GZMK,"naive thymus-derived CD8-positive, alpha-beta T cell",skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.obolibrary.org/obo/CL_0000900,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,4.137789972,437.0,7.0
GZMK,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/4711,hrapop,4.032658019,9254.0,588.0
GZMK,T cell,blood vasculature,http://purl.obolibrary.org/obo/UBERON_0004537,http://purl.obolibrary.org/obo/CL_0000084,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,4.012972588,2376.0,1.0
GZMK,mucosal invariant T cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000940,http://identifiers.org/hgnc/4711,hrapop,3.471005857,618.0,6.0
GZMK,"CD8-positive, alpha-beta cytotoxic T cell",left thymus lobe,http://purl.obolibrary.org/obo/UBERON_0005457,http://purl.obolibrary.org/obo/CL_0000794,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,3.464081663,680.0,2.0
GZMK,"CD8-positive, alpha-beta cytotoxic T cell",right thymus lobe,http://purl.obolibrary.org/obo/UBERON_0005469,http://purl.obolibrary.org/obo/CL_0000794,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,3.464081663,680.0,2.0
GZMK,radial glial cell,eye,http://purl.obolibrary.org/obo/UBERON_0000970,http://purl.obolibrary.org/obo/CL_0000681,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,3.131333611,2.0,1.0
GZMK,"effector CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0001050,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,3.101997127,133.0,14.0
GZMK,"CD8-positive, alpha-beta memory T cell",spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000909,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,3.063960672,52101.0,60.0
GZMK,mature NK T cell,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000814,http://identifiers.org/hgnc/4711,hrapop,3.03280433,40266.0,3.0
GZMK,dendritic cell,eye,http://purl.obolibrary.org/obo/UBERON_0000970,http://purl.obolibrary.org/obo/CL_0000451,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,3.003586118,2.0,1.0
GZMK,type I NK T cell,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,http://purl.obolibrary.org/obo/CL_0000921,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,2.951566041,2645.0,10.0
GZMK,"CD8-positive, alpha-beta cytotoxic T cell",thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000794,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,2.844337744,3820.0,37.0
GZMK,"CD8-positive, alpha-beta T cell",bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000625,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,2.830979123,4245.0,15.0
GZMK,"CD16-negative, CD56-bright natural killer cell, human",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000938,http://identifiers.org/hgnc/4711,hrapop,2.818791222,11972.0,417.0
GZMK,T cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000084,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,2.795585793,32341.0,10.0
GZMK,T cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/4711,hrapop,2.794105768,3.0,1.0
GZMK,mucosal invariant T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000940,http://identifiers.org/hgnc/4711,hrapop,2.68110973,92984.0,1532.0
GZMK,T cell,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/4711,hrapop,2.650349855,12297.0,2.0
GZMK,"CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000625,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,2.585915643,5763.0,11.0
GZMK,"CD8-positive, alpha-beta T cell",small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000625,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,2.409817905,6559.0,12.0
GZMK,"CD8-positive, alpha-beta memory T cell",Diaphragmatic surface of spleen,http://purl.org/sig/ont/fma/fma15828,http://purl.obolibrary.org/obo/CL_0000909,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,2.406380697,5698.0,4.0
GZMK,"effector CD8-positive, alpha-beta T cell",mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,http://purl.obolibrary.org/obo/CL_0001050,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,2.401213281,6396.0,19.0
GZMK,gamma-delta T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000798,http://identifiers.org/hgnc/4711,hrapop,2.393961785,2378.0,100.0
GZMK,"CD8-positive, alpha-beta T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4711,hrapop,2.371737197,2013.0,16.0
GZMK,innate lymphoid cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0001065,http://identifiers.org/hgnc/4711,hrapop,2.365728617,25.0,2.0
GZMK,"effector CD8-positive, alpha-beta T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0001050,http://identifiers.org/hgnc/4711,hrapop,2.353397812,267.0,7.0
GZMK,mature alpha-beta T cell,heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000791,http://identifiers.org/hgnc/4711,hrapop,2.338718891,239.0,1.0
GZMK,"CD8-positive, alpha-beta T cell",heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4711,hrapop,2.322042068,167.0,3.0
GZMK,natural killer cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/4711,hrapop,2.271432757,1229.0,3.0
GZMK,"CD8-positive, alpha-beta T cell",right cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002078,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4711,hrapop,2.249212027,91.0,1.0
GZMK,"CD8-positive, alpha-beta T cell",heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4711,hrapop,2.239053488,65.0,1.0
GZMK,"CD8-positive, alpha-beta T cell",interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4711,hrapop,2.239053488,65.0,1.0
GZMK,"CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4711,hrapop,2.15768975,3377.0,8.0
GZMK,"effector memory CD8-positive, alpha-beta T cell",heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/4711,hrapop,2.134910583,2.0,1.0
GZMK,"effector CD8-positive, alpha-beta T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0001050,http://identifiers.org/hgnc/4711,hrapop,2.092604476,59722.0,325.0
GZMK,"CD16-negative, CD56-bright natural killer cell, human",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000938,http://identifiers.org/hgnc/4711,hrapop,2.042902708,58.0,2.0
GZMK,"effector memory CD8-positive, alpha-beta T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/4711,hrapop,2.031040728,152.0,2.0
GZMK,"CD8-positive, alpha-beta T cell",large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,http://purl.obolibrary.org/obo/CL_0000625,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,2.016317327,500.0,2.0
GZMK,"CD16-negative, CD56-bright natural killer cell, human",bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000938,http://identifiers.org/hgnc/4711,hrapop,1.998665631,31.0,2.0
GZMK,type I NK T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000921,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,1.88841097,154.0,2.0
GZMK,"CD8-positive, alpha-beta memory T cell",bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/4711,hrapop,1.856050965,3403.0,18.0
GZMK,T cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/4711,hrapop,1.772572428,31102.0,4.0
GZMK,mature NK T cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,1.702104487,301.0,1.0
GZMK,"CD8-positive, alpha-beta memory T cell",hilum of spleen,http://purl.obolibrary.org/obo/UBERON_0001248,http://purl.obolibrary.org/obo/CL_0000909,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,1.661915231,1350.0,1.0
GZMK,"CD4-positive, alpha-beta memory T cell",bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000897,http://identifiers.org/hgnc/4711,hrapop,1.651376843,415.0,1.0
GZMK,"CD8-positive, alpha-beta T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000625,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,1.448102684,26632.0,135.0
GZMK,"effector memory CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/4711,hrapop,1.420746906,18771.0,32.0
GZMK,"CD8-positive, alpha-beta memory T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/4711,hrapop,1.00868096,43.0,3.0
GZMK,"CD4-positive, alpha-beta cytotoxic T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000934,http://identifiers.org/hgnc/4711,hrapop,0.9836064577,61.0,1.0
GZMK,"CD4-positive, alpha-beta memory T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000897,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,0.7968021725,103.0,1.0
GZMK,"CD4-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000624,https://purl.org/ccf/ASCTB-TEMP_gzmk,hrapop,0.02594467842,185.0,1.0
GZMM,"naive thymus-derived CD8-positive, alpha-beta T cell",bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000900,http://identifiers.org/hgnc/4712,hrapop,8.630110741,2.0,1.0
GZMM,natural killer cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/4712,hrapop,8.221272469,122.0,4.0
GZMM,"naive thymus-derived CD4-positive, alpha-beta T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000895,http://identifiers.org/hgnc/4712,hrapop,7.869976521,4.0,1.0
GZMM,platelet,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000233,http://identifiers.org/hgnc/4712,hrapop,6.117970467,32.0,1.0
GZMM,innate lymphoid cell,bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0001065,http://identifiers.org/hgnc/4712,hrapop,6.060876661,316.0,9.0
GZMM,"naive thymus-derived CD8-positive, alpha-beta T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000900,http://identifiers.org/hgnc/4712,hrapop,5.22223564,28.0,3.0
GZMM,mature NK T cell,blood vasculature,http://purl.obolibrary.org/obo/UBERON_0004537,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,4.286239699,2.0,1.0
GZMM,natural killer cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/4712,hrapop,3.443863775,4560.0,19.0
GZMM,mature NK T cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,3.255432392,560.0,14.0
GZMM,"effector CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0001050,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,3.043627116,14.0,4.0
GZMM,"CD8-positive, alpha-beta cytotoxic T cell",thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000794,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,2.690965052,883.0,22.0
GZMM,platelet,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000233,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,2.661819064,2.0,1.0
GZMM,"CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000625,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,2.635725295,23147.0,34.0
GZMM,gamma-delta T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000798,http://identifiers.org/hgnc/4712,hrapop,2.634216754,7841.0,187.0
GZMM,mucosal invariant T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000940,http://identifiers.org/hgnc/4712,hrapop,2.463294347,987.0,30.0
GZMM,mature NK T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,2.408570288,4691.0,29.0
GZMM,mature NK T cell,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000814,http://identifiers.org/hgnc/4712,hrapop,2.311885843,436.0,13.0
GZMM,type I NK T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000921,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,2.191305922,29522.0,271.0
GZMM,T cell,blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000084,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,2.097705473,2.0,1.0
GZMM,"CD16-negative, CD56-bright natural killer cell, human",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000938,http://identifiers.org/hgnc/4712,hrapop,2.097688437,2.0,1.0
GZMM,"effector CD8-positive, alpha-beta T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0001050,http://identifiers.org/hgnc/4712,hrapop,1.956295848,9.0,1.0
GZMM,"effector CD8-positive, alpha-beta T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0001050,http://identifiers.org/hgnc/4712,hrapop,1.913441337,122725.0,352.0
GZMM,natural killer cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/4712,hrapop,1.848898353,13791.0,26.0
GZMM,natural killer cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000623,http://identifiers.org/hgnc/4712,hrapop,1.774661839,1253.0,2.0
GZMM,"CD4-positive, alpha-beta cytotoxic T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000934,http://identifiers.org/hgnc/4712,hrapop,1.772917849,1006.0,37.0
GZMM,mature NK T cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000814,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,1.700320756,8216.0,3.0
GZMM,T follicular helper cell,thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0002038,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,1.634536502,50.0,1.0
GZMM,"CD8-positive, alpha-beta T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4712,hrapop,1.607740164,20.0,1.0
GZMM,"effector memory CD8-positive, alpha-beta T cell",heart,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/4712,hrapop,1.540296435,8.0,1.0
GZMM,mature NK T cell,liver,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000814,http://identifiers.org/hgnc/4712,hrapop,1.509381294,143.0,2.0
GZMM,"effector memory CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000913,http://identifiers.org/hgnc/4712,hrapop,1.50145901,3230.0,16.0
GZMM,"CD8-positive, alpha-beta T cell",lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000625,http://identifiers.org/hgnc/4712,hrapop,1.470999989,12674.0,20.0
GZMM,"CD8-positive, alpha-beta T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000625,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,1.46757923,39530.0,135.0
GZMM,"CD8-positive, alpha-beta memory T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/4712,hrapop,1.285714388,26.0,3.0
GZMM,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",blood,http://purl.obolibrary.org/obo/UBERON_0000178,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/4712,hrapop,1.246443212,36.0,2.0
GZMM,B cell,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/4712,hrapop,1.045159221,851.0,2.0
GZMM,CD4-positive helper T cell,thymus,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000492,https://purl.org/ccf/ASCTB-TEMP_gzmm,hrapop,0.9895968418,28799.0,8.0
GZMM,"CD8-positive, alpha-beta memory T cell",bone marrow,http://purl.obolibrary.org/obo/UBERON_0002371,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/4712,hrapop,0.7818181515,660.0,1.0
GZMM,classical monocyte,lung,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000860,http://identifiers.org/hgnc/4712,hrapop,0.5431633592,287.0,1.0
