as_label,uberon_id,sex,ref_organ
female corniculate cartilage,FMA:55116,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
female corniculate cartilage,FMA:55115,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
female cricoid cartilage,UBERON:0002375,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
female epiglotic cartilage,UBERON:0001742,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
female laryngeal cartilage,UBERON:0001739,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
female thyroid cartilage,UBERON:0001738,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
female ascending colon,UBERON:0001156,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
female caecum,UBERON:0001153,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
female descending colon,UBERON:0001158,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
female hepatic flexure of colon,UBERON:0022277,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
female ileocecal valve,UBERON:0000569,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
female rectum,UBERON:0001052,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
female sigmoid colon,UBERON:0001159,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
female splenic flexure of colon,UBERON:0022276,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
female transverse colon,UBERON:0001157,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
female vermiform appendix,UBERON:0001154,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
female right articular cartilage of knee,FMA:33189,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right distal most point of medial condyle,UBERON:7500033,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right femur,FMA:24474,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right fibula,FMA:24480,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right intercondylar fossa,FMA:43749,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right knee joint,FMA:35176,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right lateral condyle of femur frontal,FMA:32860,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right lateral condyle of femur inf,FMA:32860,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right lateral condyle of femur sup,FMA:32860,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female medial condyle of right femur inf,FMA:32862,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female medial condyle of right femur sup,FMA:32862,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right patella,FMA:24486,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right tibia,FMA:24477,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female right trochlear groove,FMA:43746,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
female left articular cartilage of knee,FMA:33190,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left distal most point of medial condyle,UBERON:7500033,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left femur,FMA:24475,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left fibula,FMA:24481,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left intercondylar fossa,FMA:43750,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left knee joint,FMA:35177,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left lateral condyle of femur frontal,FMA:32861,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left lateral condyle of femur inf,FMA:32861,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left lateral condyle of femur sup,FMA:32861,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female medial condyle of left femur inf,FMA:32863,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female medial condyle of left femur sup,FMA:32863,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left patella,FMA:24487,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left tibia,FMA:24478,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female left trochlear groove,FMA:43747,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
female right cortex of kidney,UBERON:0001225,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right hilum of kidney,UBERON:0008716,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right kidney capsule,UBERON:0002015,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right outer cortex of kidney,UBERON:0002189,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal column,UBERON:0001284,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal medulla,UBERON:0000362,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal papilla,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal papilla a,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal papilla b,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal papilla c,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
male right lateral basal bronchopulmonary segment,FMA:7363,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right lateral basal bronchus,FMA:7419,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right lateral bronchopulmonary segment,FMA:7361,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right lateral bronchus,FMA:7402,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right lower lobar bronchus,FMA:7404,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right medial basal bronchopulmonary segment,FMA:7365,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right medial basal bronchus,FMA:7417,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right medial bronchopulmonary segment,FMA:7360,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right medial bronchus,FMA:7403,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right middle lobar bronchus,FMA:7401,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right posterior basal,FMA:7420,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right posterior basal bronchopulmonary segment,FMA:7362,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right posterior bronchopulmonary segment,FMA:7339,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right posterior bronchus,FMA:7399,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right superior bronchopulmonary segment,FMA:7366,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right superior bronchus,FMA:7416,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right superior lobar bronchus,FMA:7397,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male tertiary bronchi,UBERON:0002184,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male bare area of liver,UBERON:0001149,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male caudate lobe of liver,UBERON:0001117,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male colic impression of liver,FMA:14484,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male coronary ligament of liver,UBERON:0013138,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male diaphragmatic surface,FMA:15729,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male duodenal impression of liver,FMA:14485,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male esophageal impression of liver,FMA:14486,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male falciform ligament,UBERON:0001247,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male gastric impression of liver,FMA:14487,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male hepataduodenal ligament,UBERON:0012472,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male left lateral lobe,UBERON:0006727,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male left lobe of liver,UBERON:0001115,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male left medial lobe,UBERON:0006728,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male ligamentum venosum,UBERON:0006587,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male liver capsule,UBERON:0016479,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male porta hepatis,FMA:15758,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male quadrate lobe of liver,UBERON:0001116,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male renal impression of liver,FMA:14488,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male right lobe of liver,UBERON:0001114,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male round ligament of liver,UBERON:0006588,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male suprarenal impression of liver,FMA:14489,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male triangular ligament of liver,UBERON:0035444,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
male arytenoid cartilage,UBERON:0001740,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
male arytenoid cartilage,FMA:55114,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
male arytenoid cartilage,FMA:55113,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
male corniculate cartilage,UBERON:0001741,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
male corniculate cartilage,FMA:55116,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
male corniculate cartilage,FMA:55115,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
male cricoid cartilage,UBERON:0002375,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
male epiglottic cartilage,UBERON:0001742,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
male laryngeal cartilage,UBERON:0001739,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
male thyroid cartilage,UBERON:0001738,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
male ascending colon,UBERON:0001156,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
male caecum,UBERON:0001153,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
male descending colon,UBERON:0001158,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
male hepatic flexure of colon,UBERON:0022277,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
male ileocecal valve,UBERON:0000569,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
male rectum,UBERON:0001052,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
male sigmoid colon,UBERON:0001159,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
male splenic flexure of colon,UBERON:0022276,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
male transverse colon,UBERON:0001157,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
male vermiform appendix,UBERON:0001154,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
male right articular cartilage of knee,FMA:33189,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right distal most point of medial condyle of femur,UBERON:7500033,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right femur,FMA:24474,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right fibula,FMA:24480,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right intercondylar fossa,FMA:43749,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right knee joint,FMA:35176,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right lateral condyle of femur frontal,FMA:32860,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right lateral condyle of femur inf,FMA:32860,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right lateral condyle of femur sup,FMA:32860,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male medial condyle of right femur inf,FMA:32862,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male medial condyle of right femur sup,FMA:32862,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right meniscus,FMA:64019,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right patella,FMA:24486,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right patellar surface,FMA:43746,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male right tibia,FMA:24477,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
male left articular cartilage of knee,FMA:33190,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left distal most point of medial condyle of femur,UBERON:7500033,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left femur,FMA:24475,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left fibula,FMA:24481,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left intercondylar fossa,FMA:43750,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left knee joint,FMA:35177,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left lateral condyle of femur frontal,FMA:32861,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left lateral condyle of femur inf,FMA:32861,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left lateral condyle of femur sup,FMA:32861,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male medial condyle of left femur inf,FMA:32863,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male medial condyle of left femur sup,FMA:32863,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left meniscus,FMA:64019,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left patella,FMA:24487,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left patellar surface,FMA:43747,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male left tibia,FMA:24478,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
male right cortex of kidney,UBERON:0001225,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right hilum of kidney,UBERON:0008716,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right kidney capsule,UBERON:0002015,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
female right renal papilla d,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal papilla e,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal papilla f,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal papilla g,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal papilla h,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal papilla i,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal papilla j,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid a,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid b,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid c,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid d,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid e,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid f,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid g,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid h,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid i,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female right renal pyramid j,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
female left cortex of kidney,UBERON:0001225,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left hilum of kidney,UBERON:0008716,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left kidney capsule,UBERON:0002015,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left outer cortex of kidney,UBERON:0002189,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal column,UBERON:0001284,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal medulla,UBERON:0000362,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla a,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla b,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla c,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla d,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla e,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla f,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla g,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla h,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla i,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla j,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal papilla k,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid a,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid b,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid c,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid d,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid e,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid f,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid g,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid h,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid i,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid j,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female left renal pyramid k,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
female aortic valve,UBERON:0002137,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female interventricular septum,UBERON:0002094,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female left cardiac atrium,UBERON:0002079,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female left ventricle,UBERON:0002084,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female mitral valve,UBERON:0002135,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female papillary muscle of heart,UBERON:0002494,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female papillary muscle of heart ant,FMA:7264,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female papillary muscle of heart antlat,FMA:7265,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female papillary muscle of heart med,FMA:7262,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female papillary muscle of heart pos,FMA:7261,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female papillary muscle of heart posmed,FMA:7267,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female pulmonary valve,UBERON:0002146,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female right cardiac atrium,UBERON:0002078,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female right ventricle,UBERON:0002080,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female tricuspid valve,UBERON:0002134,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female valve,UBERON:0003978,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
female right ampulla of uterine tube,FMA:18491,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-right/v1.2#primary
female right fibria of uterine tube,FMA:18497,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-right/v1.2#primary
female right isthmus of fallopian tube,FMA:18493,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-right/v1.2#primary
female right uterine tube infundibulum,FMA:18489,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-right/v1.2#primary
female left ampulla of uterine tube,FMA:18492,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-left/v1.2#primary
female left fibria of uterine tube,FMA:18498,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-left/v1.2#primary
female left isthmus of fallopian tube,FMA:18494,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-left/v1.2#primary
female left uterine tube infundibulum,FMA:18490,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-left/v1.2#primary
female right aqueous humor,FMA:58820,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right bulbar conjunctiva,FMA:59028,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right ciliary body,FMA:58296,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right ciliary muscle,FMA:49152,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right ciliary processes,UBERON:0010427,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right cornea,FMA:58239,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right corneo scleral junction,FMA:58343,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right fovea,FMA:58661,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right iris,FMA:58236,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right lens,FMA:58242,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right macula lutea,FMA:58638,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right optic choroid,FMA:58299,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right optic disc,FMA:58635,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right ora serrata of retina,FMA:58601,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female palpebral conjunctiva of right lower eyelid,FMA:223074,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female palpebral conjunctiva of right upper eyelid,FMA:223076,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right pupil,UBERON:0010224,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right retina,FMA:58302,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right schlemms canal,FMA:51874,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right sclera,FMA:58271,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right suspensory ligament of lens,FMA:58839,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right trabecular meshwork,UBERON:0005969,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
female right vitreous humor,FMA:261236,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
male right outer cortex of kidney,UBERON:0002189,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal column,UBERON:0001284,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal medulla,UBERON:0000362,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal papilla,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal papilla a,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal papilla b,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal papilla c,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal papilla d,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal papilla e,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal papilla f,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal papilla g,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
male right renal papilla h,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
