as_label,uberon_id,sex,ref_organ
male,UBERON:0006490,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male,UBERON:0006491,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male,UBERON:0006492,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male,UBERON:0006493,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male,UBERON:0006470,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male eighth thoracic spinal cord segment,UBERON:0006456,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male eleventh thoracic spinal cord segment,UBERON:0006467,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male fifth lumbar spinal cord segment,UBERON:0006447,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male fifth sacral spinal cord segment,UBERON:0006464,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male fifth thoracic spinal cord segment,UBERON:0006453,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male first lumbar spinal cord segment,UBERON:0006448,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male first sacral spinal cord segment,UBERON:0006460,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male first thoracic spinal cord segment,UBERON:0006457,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male fourth lumbar spinal cord segment,UBERON:0006451,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male fourth sacral spinal cord segment,UBERON:0006463,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male fourth thoracic spinal cord segment,UBERON:0006452,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male ninth thoracic spinal cord segment,UBERON:0006465,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male second lumbar spinal cord segment,UBERON:0006450,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male second sacral spinal cord segment,UBERON:0006461,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male second thoracic spinal cord segment,UBERON:0006458,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male seventh thoracic spinal cord segment,UBERON:0006455,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male sixth thoracic spinal cord segment,UBERON:0006454,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male tenth thoracic spinal cord segment,UBERON:0006466,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male third lumbar spinal cord segment,UBERON:0006449,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male third sacral spinal cord segment,UBERON:0006462,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male third thoracic spinal cord segment,UBERON:0006459,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male twelfth thoracic spinal cord segment,UBERON:0006468,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
male duodenal ampulla,UBERON:0013644,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male duodenum,UBERON:0002114,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male duodenum ascending,FMA:14930,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male duodenum descending,FMA:14928,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male duodenum horizonal,FMA:14929,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male duodenum superior,FMA:7206,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male ileum,UBERON:0002116,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male ileum terminal,FMA:14966,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male jejunum,UBERON:0002115,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male papilla of santorini,UBERON:0004914,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male sphincter of hepatopancreatic ampulla,FMA:15077,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
male anterior fibromuscular stroma,FMA:74238,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male apex of prostate,UBERON:0035441,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male base of prostate,UBERON:0035331,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male central zone of prostate,UBERON:8410027,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male ejaculatory duct,UBERON:0000999,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male male genital duct,UBERON:0010140,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male peripheral zone of prostate,UBERON:8410026,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male prostate duct,UBERON:0002485,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male prostate gland,UBERON:0002367,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male prostatic utricle,UBERON:0011199,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male seminal colliculus,FMA:19719,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
female sacrum,UBERON:0003690,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary
female body of pancreas,UBERON:0001150,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary
female head of pancreas,UBERON:0001069,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary
female neck of pancreas,FMA:14517,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary
female tail of pancreas,UBERON:0001151,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary
female ucinate process 1,UBERON:0010373,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary
female right areola,FMA:223677,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
female right areolar tubercles,UBERON:0011828,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
female right fat,FMA:73165,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
female right main lactiferous ducts,UBERON:0015134,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
female right main lactiferous sinuses,FMA:58088,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
female right mammary lobes,UBERON:0018140,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
female right nipple,UBERON:0013773,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
female right suspensory ligaments,FMA:73118,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary
female left areola,FMA:223679,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
female left areolar tubercles,UBERON:0011828,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
female left fat,FMA:73166,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
female left main lactiferous ducts,UBERON:0015134,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
female left main lactiferous sinuses,FMA:58088,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
female left mammary lobes,UBERON:0018140,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
female left nipple,UBERON:0013772,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
female left suspensory ligaments,FMA:73119,Female,https://purl.humanatlas.io/ref-organ/mammary-gland-female-left/v1.1#primary
female cartilage of main bronchus,FMA:13144,Female,https://purl.humanatlas.io/ref-organ/main-bronchus-female/v1.1#primary
female cartilage of main bronchus,FMA:13143,Female,https://purl.humanatlas.io/ref-organ/main-bronchus-female/v1.1#primary
female left main bronchus,UBERON:0002178,Female,https://purl.humanatlas.io/ref-organ/main-bronchus-female/v1.1#primary
female right main bronchus,UBERON:0002177,Female,https://purl.humanatlas.io/ref-organ/main-bronchus-female/v1.1#primary
female afferent lymphatic vessel,UBERON:0010396,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
female blood vasculature,UBERON:0004536,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
female capsule of lymph node,UBERON:0002194,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
female efferent lymph node,UBERON:0010397,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
female follicles,UBERON:0010748,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
female medulla of lymph node,UBERON:0002007,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
female paracortex,UBERON:0010417,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary
female bronchi,UBERON:0002185,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female cartilage of lobar bronchus,FMA:62659,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female cartilage of tertiary bronchus,FMA:62662,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female hilum,UBERON:0004887,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female hilum lower,UBERON:0004887,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female hilum lower,UBERON:0004888,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female hilum middle,UBERON:0004888,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female hilum,UBERON:0004888,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female hilum upper,UBERON:0004887,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female hilum upper,UBERON:0004888,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lung lower lobe,UBERON:0008953,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lung upper lobe,UBERON:0008952,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left anterior basal bronchopulmonary segment,FMA:7378,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left anterior basal bronchus,FMA:7506,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left anterior bronchopulmonary segment,FMA:7373,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left anterior bronchus,FMA:7428,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left apical bronchopulmonary segment,FMA:7385,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left apical bronchus,FMA:7426,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left inferior lobar bronchus,UBERON:0012066,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left lateral basal bronchopulmonary segment,FMA:7379,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left lateral basal bronchus,FMA:7507,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left lingula inferior bronchi,FMA:7431,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left lingula superior bronchus,FMA:7430,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left lungs,UBERON:0002168,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lung lower lobe,UBERON:0002171,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lung middle lobe,UBERON:0002174,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lung upper lobe,UBERON:0002170,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left medial basal bronchopulmonary segment,FMA:7377,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left medial basal bronchus,FMA:7505,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left posterior basal bronchopulmonary segment,FMA:7380,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left posterior basal bronchus,FMA:7508,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left posterior bronchopulmonary segment,FMA:7386,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left posterior bronchus,FMA:7427,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left superior bronchopulmonary segment,FMA:7376,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left superior bronchus,FMA:7504,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female left superior lobar bronchus,UBERON:0012065,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lingula inferior bronchopulmonary segment,FMA:7375,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lingula superior bronchopulmonary segment,FMA:7374,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lobar bronchi,UBERON:0003405,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lobar bronchus,UBERON:0003404,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lungs,UBERON:0002048,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female lungs,UBERON:0002167,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right anterior basal bronchopulmonary segment,FMA:7364,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right anterior basal bronchus,FMA:7418,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right anterior bronchopulmonary segm,FMA:7359,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right anterior bronchus,FMA:7400,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right apical bronchopulmonary segment,FMA:7338,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right apical bronchus,FMA:7398,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right inferior lobar bronchus,FMA:7404,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right lateral basal bronchopulmonary segment,FMA:7363,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right lateral basal bronchus,FMA:7419,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right lateral bronchopulmonary segmennt,FMA:7361,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right lateral bronchus,FMA:7402,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right medial basal bronchopulmonary segment,FMA:7365,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right medial basal bronchus,FMA:7417,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
male seminal vesicle,UBERON:0000998,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male transition zone  of prostate,UBERON:8410025,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male transition zone of prostate,UBERON:8410025,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
male coccyx,UBERON:0001350,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male ilium,UBERON:0001273,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male ilium compact bone,UBERON:0001439,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male ilium spongy bone,UBERON:0002483,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male ischium,UBERON:0001274,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male ischium compact bone,UBERON:0001439,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male ischium spongy bone,UBERON:0002483,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male pubis,UBERON:0001275,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male pubis compact bone,UBERON:0001439,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male pubis spongy bone,UBERON:0002483,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male sacrum,UBERON:0003690,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
male body of pancreas,UBERON:0001150,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary
male head of pancreas,UBERON:0001069,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary
male neck of pancreas,FMA:14517,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary
male tail of pancreas,UBERON:0001151,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary
male uncinate process of the pancreas,UBERON:0010373,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary
male cartilage of the main bronchus,FMA:13144,Male,https://purl.humanatlas.io/ref-organ/main-bronchus-male/v1.1#primary
male cartilage of the main bronchus,FMA:13143,Male,https://purl.humanatlas.io/ref-organ/main-bronchus-male/v1.1#primary
male left main bronchus,UBERON:0002178,Male,https://purl.humanatlas.io/ref-organ/main-bronchus-male/v1.1#primary
male right main bronchus,UBERON:0002177,Male,https://purl.humanatlas.io/ref-organ/main-bronchus-male/v1.1#primary
male afferent lymphatic vessel,UBERON:0010396,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
male blood vasculature,UBERON:0004536,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
male capsule of lymph node,UBERON:0002194,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
male efferent lymph node,UBERON:0010397,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
male follicles,UBERON:0010748,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
male medulla of lymph node,UBERON:0002007,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
male paracortex,UBERON:0010417,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
male bronchi,UBERON:0002185,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male bronchus,UBERON:0002185,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male cartilage of the lobar bronchus,FMA:62659,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male cartilage of the tertiary bronchus,FMA:62662,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male hilum,UBERON:0004887,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male hilum lower,UBERON:0004887,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male hilum lower,UBERON:0004888,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male hilum middle,UBERON:0004888,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male hilum,UBERON:0004888,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male hilum upper,UBERON:0004887,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male hilum upper,UBERON:0004888,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left anterior basal bronchopulmonary segment,FMA:7378,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left anterior basal bronchus,FMA:7506,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left anterior bronchopulmonary segment,FMA:7373,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left anterior bronchus,FMA:7428,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left apical bronchopulmonary segment,FMA:7385,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left apical bronchus,FMA:7426,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left inferior lobar bronchus,UBERON:0012066,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left lateral basal bronchopulmonary segment,FMA:7379,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left lateral basal bronchus,FMA:7507,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left lingula inferior bronchopulmonary segment,FMA:7375,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left lingula inferior bronchus,FMA:7431,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left lingula superior bronchopulmonary segment,FMA:7374,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left lingula superior bronchus,FMA:7430,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left medial basal bronchopulmonary segment,FMA:7377,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left medial basal bronchus,FMA:7505,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left posetrior basal bronchopulmonary segment,FMA:7508,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left posterior basal bronchus,FMA:7508,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left posterior bronchopulmonary segment,FMA:7386,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left superior bronchopulmonary segment,FMA:7376,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left superior bronchus,FMA:7504,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male left superior lobar bronchus,UBERON:0012065,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male lobar bronchi,UBERON:0003404,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male lobar bronchus,UBERON:0003405,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male lungs,UBERON:0002048,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male lungs,UBERON:0002168,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male lungs l,UBERON:0008953,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male lungs u,UBERON:0008952,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male lungs,UBERON:0002167,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male lungs l,UBERON:0002171,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male lungs m,UBERON:0002174,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male lungs u,UBERON:0002170,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right anterior basal bronchopulmonary segment,FMA:7364,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right anterior basal bronchus,FMA:7399,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right anterior bronchopulmonary segment,FMA:7359,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right anterior bronchus,FMA:7400,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right apical bronchopulmonary segment,FMA:7338,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right apical bronchus,FMA:7416,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
male right intermediate bronchus,FMA:7415,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
female right medial bronchopulmonary segment,FMA:7360,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right medial bronchus,FMA:7403,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right middle lobar bronchus,FMA:7401,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right posterior basal bronchopulmonary segment,FMA:7362,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right posterior basal bronchus,FMA:7420,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right posterior bronchopulmonary segment,FMA:7339,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right posterior bronchus,FMA:7399,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right superior bronchopulmonary segment,FMA:7366,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right superior bronchus,FMA:7416,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female right superior lobar bronchus,FMA:7397,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female tertiary bronchi,UBERON:0002184,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
female bare area of liver,UBERON:0001149,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female capsule of the liver,UBERON:0016479,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female caudate lobe,UBERON:0001117,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female colic impression of liver,FMA:14484,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female coronary ligament of liver,UBERON:0013138,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female diaphragmatic surface of liver,FMA:15729,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female duodenal impression of liver,FMA:14485,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female esophageal impression of liver,FMA:14486,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female falciform ligament,UBERON:0001247,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female gastric impression of liver,FMA:14487,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female hepataduodenal ligament,UBERON:0012472,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female left lobe of liver,UBERON:0001115,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female ligamentum venosum,UBERON:0006587,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female liver left lateral lobe,UBERON:0006727,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female liver left medial lobe,UBERON:0006728,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female porta hepatis,FMA:15758,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female quadrate lobe,UBERON:0001116,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female renal impression of liver,FMA:14488,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female right lobe of liver,UBERON:0001114,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female round ligament of liver,UBERON:0006588,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female suprarenal impression of liver,FMA:14489,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female triangular ligament of liver,UBERON:0035444,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
female arytenoid cartilage,UBERON:0001740,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
female arytenoid cartilage,FMA:55114,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
female arytenoid cartilage,FMA:55113,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
female corniculate cartilage,UBERON:0001741,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
