source,target,distance
VH_M_intercondylar_fossa_R,VH_M_posterior_cruciate_enthesis_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_posterior_cruciate_enthesis_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_lateral_condyle_of_femur_sup_R,-1
VH_M_medial_condyle_of_right_femur_sup,VH_M_patellar_surface_R,-1
VH_M_femur_R,VH_M_lateral_perichondular_surface_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_meniscus_R,-1
VH_M_distal_most_point_of_medial_condyle_of_femur_R,VH_M_posterior_cruciate_enthesis_R,-1
VH_M_distal_most_point_of_medial_condyle_of_femur_R,VH_M_meniscus_R,-1
VH_M_anterior_cruciate_enthesis_R,VH_M_lateral_condyle_of_femur_frontal_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_tibia_R,-1
VH_M_lateral_epicondylar_enthesis_R,VH_M_lateral_perichondular_surface_R,-1
VH_M_distal_most_point_of_medial_condyle_of_femur_R,VH_M_tibia_R,-1
VH_M_lateral_condyle_of_femur_sup_R,VH_M_patellar_surface_R,-1
VH_M_femur_R,VH_M_medial_perichondular_surface_R,-1
VH_M_intercondylar_fossa_R,VH_M_medial_condyle_of_right_femur_inf,-1
VH_M_femur_R,VH_M_intercondylar_fossa_R,-1
VH_M_anterior_cruciate_enthesis_R,VH_M_lateral_condyle_of_femur_inf_R,-1
VH_M_femur_R,VH_M_medial_epicondylar_enthesis_R,-1
VH_M_meniscus_R,VH_M_tibia_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_distal_most_point_of_medial_condyle_of_femur_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_medial_condyle_of_right_femur_inf,-1
VH_M_articular_cartilage_of_knee_R,VH_M_lateral_condyle_of_femur_frontal_R,-1
VH_M_femur_R,VH_M_lateral_epicondylar_enthesis_R,-1
VH_M_anterior_cruciate_enthesis_R,VH_M_femur_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_medial_condyle_of_right_femur_sup,-1
VH_M_femur_R,VH_M_posterior_cruciate_enthesis_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_lateral_condyle_of_femur_inf_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_patellar_surface_R,-1
VH_M_anterior_cruciate_enthesis_R,VH_M_articular_cartilage_of_knee_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_intercondylar_fossa_R,-1
VH_M_articular_cartilage_of_knee_R,VH_M_femur_R,-1
VH_M_distal_most_point_of_medial_condyle_of_femur_R,VH_M_intercondylar_fossa_R,-1
VH_M_medial_epicondylar_enthesis_R,VH_M_medial_perichondular_surface_R,-1
VH_M_anterior_cruciate_enthesis_R,VH_M_posterior_cruciate_enthesis_R,-1
VH_M_lateral_condyle_of_femur_frontal_R,VH_M_posterior_cruciate_enthesis_R,-1
VH_M_lateral_condyle_of_femur_frontal_R,VH_M_meniscus_R,-1
