source,target,distance
VH_M_renal_column_L,VH_M_renal_pyramid_L_h,-1
VH_M_outer_cortex_of_kidney_L,VH_M_renal_pyramid_L_c,-1
VH_M_renal_column_L,VH_M_renal_papilla_L_i,-1
VH_M_renal_column_L,VH_M_renal_pyramid_L_d,-1
VH_M_renal_papilla_L_b,VH_M_renal_pyramid_L_b,-1
VH_M_outer_cortex_of_kidney_L,VH_M_renal_pyramid_L_a,-1
VH_M_renal_column_L,VH_M_renal_pyramid_L_b,-1
VH_M_renal_column_L,VH_M_renal_pyramid_L_g,-1
VH_M_renal_papilla_L_h,VH_M_renal_pyramid_L_h,-1
VH_M_outer_cortex_of_kidney_L,VH_M_renal_pyramid_L_i,-1
VH_M_hilum_of_kidney_L,VH_M_renal_pyramid_L_f,-1
VH_M_kidney_capsule_L,VH_M_outer_cortex_of_kidney_L,-1
VH_M_hilum_of_kidney_L,VH_M_outer_cortex_of_kidney_L,-1
VH_M_renal_column_L,VH_M_renal_papilla_L_h,-1
VH_M_outer_cortex_of_kidney_L,VH_M_renal_pyramid_L_h,-1
VH_M_renal_papilla_L_g,VH_M_renal_pyramid_L_g,-1
VH_M_outer_cortex_of_kidney_L,VH_M_renal_pyramid_L_d,-1
VH_M_hilum_of_kidney_L,VH_M_renal_pyramid_L_i,-1
VH_M_renal_papilla_L_f,VH_M_renal_pyramid_L_f,-1
VH_M_renal_column_L,VH_M_renal_papilla_L_e,-1
VH_M_outer_cortex_of_kidney_L,VH_M_renal_pyramid_L_b,-1
VH_M_renal_column_L,VH_M_renal_pyramid_L_e,-1
VH_M_renal_papilla_L_i,VH_M_renal_pyramid_L_i,-1
VH_M_outer_cortex_of_kidney_L,VH_M_renal_pyramid_L_g,-1
VH_M_renal_column_L,VH_M_renal_papilla_L_a,-1
VH_M_renal_column_L,VH_M_renal_pyramid_L_f,-1
VH_M_renal_papilla_L_a,VH_M_renal_pyramid_L_a,-1
VH_M_renal_papilla_L_d,VH_M_renal_pyramid_L_d,-1
VH_M_renal_papilla_L_e,VH_M_renal_pyramid_L_e,-1
VH_M_outer_cortex_of_kidney_L,VH_M_renal_column_L,-1
VH_M_renal_papilla_L_c,VH_M_renal_pyramid_L_c,-1
VH_M_renal_column_L,VH_M_renal_papilla_L_b,-1
VH_M_renal_column_L,VH_M_renal_pyramid_L_c,-1
VH_M_renal_column_L,VH_M_renal_pyramid_L_a,-1
VH_M_renal_column_L,VH_M_renal_pyramid_L_i,-1
VH_M_hilum_of_kidney_L,VH_M_renal_column_L,-1
VH_M_outer_cortex_of_kidney_L,VH_M_renal_pyramid_L_e,-1
VH_M_outer_cortex_of_kidney_L,VH_M_renal_pyramid_L_f,-1
