source,target,distance
VH_F_renal_papilla_L_h,VH_F_renal_pyramid_L_h,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_d,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_k,-1
VH_F_kidney_capsule_L,VH_F_outer_cortex_of_kidney_L,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_h,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_g,-1
VH_F_renal_papilla_L_i,VH_F_renal_pyramid_L_i,-1
VH_F_hilum_of_kidney_L,VH_F_renal_papilla_L_j,-1
VH_F_renal_papilla_L_e,VH_F_renal_pyramid_L_e,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_c,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_j,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_b,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_e,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_i,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_a,-1
VH_F_renal_column_L,VH_F_renal_papilla_L_j,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_f,-1
VH_F_hilum_of_kidney_L,VH_F_renal_papilla_L_g,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_h,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_d,-1
VH_F_renal_papilla_L_b,VH_F_renal_pyramid_L_b,-1
VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_a,-1
VH_F_renal_papilla_L_j,VH_F_renal_pyramid_L_j,-1
VH_F_renal_column_L,VH_F_renal_papilla_L_f,-1
VH_F_hilum_of_kidney_L,VH_F_outer_cortex_of_kidney_L,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_k,-1
VH_F_renal_papilla_L_f,VH_F_renal_pyramid_L_f,-1
VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_f,-1
VH_F_renal_papilla_L_c,VH_F_renal_pyramid_L_c,-1
VH_F_renal_papilla_L_a,VH_F_renal_pyramid_L_a,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_g,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_column_L,-1
VH_F_hilum_of_kidney_L,VH_F_kidney_capsule_L,-1
VH_F_renal_papilla_L_d,VH_F_renal_pyramid_L_d,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_c,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_j,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_b,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_a,-1
VH_F_renal_papilla_L_g,VH_F_renal_pyramid_L_g,-1
VH_F_hilum_of_kidney_L,VH_F_renal_pyramid_L_g,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_i,-1
VH_F_hilum_of_kidney_L,VH_F_renal_column_L,-1
VH_F_outer_cortex_of_kidney_L,VH_F_renal_pyramid_L_e,-1
VH_F_renal_papilla_L_k,VH_F_renal_pyramid_L_k,-1
VH_F_renal_column_L,VH_F_renal_pyramid_L_f,-1
VH_F_renal_column_L,VH_F_renal_papilla_L_b,-1
