source,target,distance
VH_M_trigone_of_urinary_bladder,VH_M_urinary_bladder_neck_smooth_muscle,-1
VH_M_fundus_of_urinary_bladder_base1,VH_M_trigone_of_urinary_bladder,-1
VH_M_fundus_of_urinary_bladder_base1,VH_M_ureteral_orifice_R,-1
VH_M_fundus_of_urinary_bladder_base1,VH_M_fundus_of_urinary_bladder_dome,-1
VH_M_trigone_of_urinary_bladder,VH_M_ureteral_orifice_L,-1
VH_M_trigone_of_urinary_bladder,VH_M_ureteral_orifice_R,-1
VH_M_fundus_of_urinary_bladder_dome,VH_M_ureteral_orifice_R,-1
VH_M_fundus_of_urinary_bladder_base1,VH_M_ureteral_orifice_L,-1
VH_M_fundus_of_urinary_bladder_dome,VH_M_ureteral_orifice_L,-1
VH_M_fundus_of_urinary_bladder_base1,VH_M_urinary_bladder_neck_smooth_muscle,-1
