source,target,distance
VH_F_ampulla_of_uterine_tube_L,VH_F_isthmus_of_fallopian_tube_L,-1
VH_F_fibria_of_uterine_tube_L,VH_F_uterine_tube_infundibulum_L,-1
VH_F_ampulla_of_uterine_tube_L,VH_F_uterine_tube_infundibulum_L,-1
