source,target,distance
Allen_septal_nuclei_L,Allen_white_matter_of_forebrain_L,-1
Allen_body_of_lateral_ventricle_L,Allen_septal_nuclei_L,-1
Allen_long_insular_gyri_R,Allen_white_matter_of_forebrain_R,-1
Allen_parietal_operculum_L,Allen_postcentral_gyrus_L,-1
Allen_fornix_L,Allen_tuberal_region_of_HTH_L,-1
Allen_habenular_nuclei_L,Allen_thalamus_L,-1
Allen_tail_of_caudate_R,Allen_white_matter_of_forebrain_R,-1
Allen_fornix_L,Allen_white_matter_of_forebrain_L,-1
Allen_postcentral_gyrus_L,Allen_white_matter_of_forebrain_L,-1
Allen_long_insular_gyri_L,Allen_parietal_operculum_L,-1
Allen_paracentral_lobule_caudal_part_L,Allen_postcentral_gyrus_L,-1
Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_ventral_lateral_nucleus_of_thalamus_L,-1
Allen_cuneus_L,Allen_white_matter_of_forebrain_L,-1
Allen_midline_nuclear_complex_L,Allen_thalamus_L,-1
Allen_postcentral_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1
Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_paracentral_lobule_caudal_part_L,-1
Allen_parietal_operculum_L,Allen_primary_motor_cortex_L,-1
Allen_thalamus_L,Allen_zona_incerta_L,-1
Allen_transverse_temporal_gyrus_Heschls_gyrus_L,Allen_white_matter_of_forebrain_L,-1
Allen_body_of_caudate_L,Allen_body_of_lateral_ventricle_L,-1
Allen_parietal_operculum_L,Allen_planum_temporale_L,-1
Allen_angular_gyrus_L,Allen_white_matter_of_forebrain_L,-1
Allen_midline_nuclear_complex_L,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,-1
Allen_postcentral_gyrus_L,Allen_supraparietal_lobule_L,-1
Allen_body_of_lateral_ventricle_L,Allen_white_matter_of_forebrain_L,-1
Allen_primary_motor_cortex_L,Allen_white_matter_of_forebrain_L,-1
Allen_body_of_caudate_L,Allen_white_matter_of_forebrain_L,-1
Allen_paracentral_lobule_caudal_part_L,Allen_primary_motor_cortex_L,-1
Allen_postcentral_gyrus_L,Allen_supramarginal_gyrus_L,-1
Allen_long_insular_gyri_L,Allen_white_matter_of_forebrain_L,-1
Allen_supramarginal_gyrus_L,Allen_white_matter_of_forebrain_L,-1
