source,target,distance
VH_F_iris_L,VH_F_trabecular_meshwork_L,-1
VH_F_optic_disc_L,VH_F_retina_L,-1
VH_F_ciliary_muscle_L,VH_F_iris_L,-1
VH_F_ciliary_processes_L,VH_F_suspensory_ligament_of_lens_L,-1
VH_F_cornea_L,VH_F_sclera_L,-1
VH_F_optic_choroid_L,VH_F_retina_L,-1
VH_F_corneo_scleral_junction_L,VH_F_sclera_L,-1
VH_F_optic_choroid_L,VH_F_sclera_L,-1
VH_F_macula_lutea_L,VH_F_vitreous_humor_L,-1
VH_F_bulbar_conjunctiva_L,VH_F_sclera_L,-1
VH_F_ciliary_body_L,VH_F_iris_L,-1
VH_F_aqueous_humor_L,VH_F_ciliary_muscle_L,-1
VH_F_ciliary_muscle_L,VH_F_optic_choroid_L,-1
VH_F_ciliary_processes_L,VH_F_vitreous_humor_L,-1
VH_F_ciliary_muscle_L,VH_F_sclera_L,-1
VH_F_optic_choroid_L,VH_F_ora_serrata_of_retina_L,-1
VH_F_fovea_L,VH_F_vitreous_humor_L,-1
VH_F_ciliary_muscle_L,VH_F_ciliary_processes_L,-1
VH_F_optic_choroid_L,VH_F_suspensory_ligament_of_lens_L,-1
VH_F_suspensory_ligament_of_lens_L,VH_F_vitreous_humor_L,-1
VH_F_sclera_L,VH_F_trabecular_meshwork_L,-1
VH_F_ciliary_body_L,VH_F_retina_L,-1
VH_F_retina_L,VH_F_sclera_L,-1
VH_F_aqueous_humor_L,VH_F_ciliary_body_L,-1
VH_F_ciliary_body_L,VH_F_optic_choroid_L,-1
VH_F_ciliary_body_L,VH_F_ciliary_muscle_L,-1
VH_F_lens_L,VH_F_vitreous_humor_L,-1
VH_F_ora_serrata_of_retina_L,VH_F_retina_L,-1
VH_F_ciliary_muscle_L,VH_F_ora_serrata_of_retina_L,-1
VH_F_optic_choroid_L,VH_F_optic_disc_L,-1
VH_F_ciliary_body_L,VH_F_ciliary_processes_L,-1
VH_F_aqueous_humor_L,VH_F_lens_L,-1
VH_F_lens_L,VH_F_suspensory_ligament_of_lens_L,-1
VH_F_ciliary_muscle_L,VH_F_suspensory_ligament_of_lens_L,-1
VH_F_aqueous_humor_L,VH_F_schlemms_canal_L,-1
VH_F_fovea_L,VH_F_macula_lutea_L,-1
VH_F_retina_L,VH_F_vitreous_humor_L,-1
VH_F_aqueous_humor_L,VH_F_cornea_L,-1
VH_F_aqueous_humor_L,VH_F_trabecular_meshwork_L,-1
VH_F_ciliary_muscle_L,VH_F_trabecular_meshwork_L,-1
VH_F_ciliary_body_L,VH_F_vitreous_humor_L,-1
VH_F_cornea_L,VH_F_corneo_scleral_junction_L,-1
VH_F_ciliary_body_L,VH_F_ora_serrata_of_retina_L,-1
VH_F_ora_serrata_of_retina_L,VH_F_vitreous_humor_L,-1
VH_F_schlemms_canal_L,VH_F_trabecular_meshwork_L,-1
VH_F_ciliary_body_L,VH_F_suspensory_ligament_of_lens_L,-1
VH_F_iris_L,VH_F_lens_L,-1
VH_F_macula_lutea_L,VH_F_retina_L,-1
VH_F_aqueous_humor_L,VH_F_pupil_L,-1
VH_F_lens_L,VH_F_pupil_L,-1
VH_F_aqueous_humor_L,VH_F_iris_L,-1
