source,target,distance
VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_j,-1
VH_F_renal_column_R,VH_F_renal_pyramid_R_i,-1
VH_F_renal_papilla_R_e,VH_F_renal_pyramid_R_e,-1
VH_F_renal_papilla_R_a,VH_F_renal_pyramid_R_a,-1
VH_F_renal_column_R,VH_F_renal_papilla_R_b,-1
VH_F_renal_column_R,VH_F_renal_pyramid_R_f,-1
VH_F_renal_papilla_R_g,VH_F_renal_pyramid_R_g,-1
VH_F_renal_papilla_R_j,VH_F_renal_pyramid_R_j,-1
VH_F_renal_column_R,VH_F_renal_pyramid_R_h,-1
VH_F_renal_papilla_R_b,VH_F_renal_pyramid_R_b,-1
VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_e,-1
VH_F_hilum_of_kidney_R,VH_F_renal_column_R,-1
VH_F_renal_column_R,VH_F_renal_pyramid_R_g,-1
VH_F_renal_column_R,VH_F_renal_pyramid_R_d,-1
VH_F_hilum_of_kidney_R,VH_F_outer_cortex_of_kidney_R,-1
VH_F_outer_cortex_of_kidney_R,VH_F_renal_column_R,-1
VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_c,-1
VH_F_hilum_of_kidney_R,VH_F_kidney_capsule_R,-1
VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_b,-1
VH_F_renal_column_R,VH_F_renal_pyramid_R_j,-1
VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_a,-1
VH_F_renal_column_R,VH_F_renal_papilla_R_f,-1
VH_F_renal_column_R,VH_F_renal_pyramid_R_e,-1
VH_F_renal_papilla_R_i,VH_F_renal_pyramid_R_i,-1
VH_F_renal_papilla_R_d,VH_F_renal_pyramid_R_d,-1
VH_F_renal_column_R,VH_F_renal_papilla_R_a,-1
VH_F_renal_papilla_R_f,VH_F_renal_pyramid_R_f,-1
VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_i,-1
VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_f,-1
VH_F_renal_column_R,VH_F_renal_pyramid_R_c,-1
VH_F_renal_column_R,VH_F_renal_papilla_R_g,-1
VH_F_renal_papilla_R_c,VH_F_renal_pyramid_R_c,-1
VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_h,-1
VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_g,-1
VH_F_renal_column_R,VH_F_renal_pyramid_R_b,-1
VH_F_kidney_capsule_R,VH_F_outer_cortex_of_kidney_R,-1
VH_F_renal_column_R,VH_F_renal_pyramid_R_a,-1
VH_F_outer_cortex_of_kidney_R,VH_F_renal_pyramid_R_d,-1
VH_F_renal_papilla_R_h,VH_F_renal_pyramid_R_h,-1
