source,target,distance
VH_F_hepataduodenal_ligament,VH_F_left_anterolateral_segment,-1
VH_F_coronary_ligament_of_liver,VH_F_diaphragmatic_surface_of_liver,-1
VH_F_left_inferomedial_segment,VH_F_left_superomedial_segment1,-1
VH_F_bare_area_of_liver,VH_F_suprarenal_impression_of_liver,-1
VH_F_diaphragmatic_surface_of_liver,VH_F_esophageal_impression_of_liver,-1
VH_F_capsule_of_the_liver,VH_F_quadrate_lobe,-1
VH_F_renal_impression_of_liver,VH_F_right_posteroinferior_segment,-1
VH_F_right_anteroinferior_segment,VH_F_right_anterosuperior_segment,-1
VH_F_porta_hepatis,VH_F_round_ligament_of_liver,-1
VH_F_caudate_lobe,VH_F_diaphragmatic_surface_of_liver,-1
VH_F_left_anterolateral_segment,VH_F_porta_hepatis,-1
VH_F_coronary_ligament_of_liver,VH_F_right_posterosuperior_segment,-1
VH_F_capsule_of_the_liver,VH_F_caudate_lobe,-1
VH_F_gastric_impression_of_liver,VH_F_left_superomedial_segment,-1
VH_F_diaphragmatic_surface_of_liver,VH_F_hepataduodenal_ligament,-1
VH_F_diaphragmatic_surface_of_liver,VH_F_porta_hepatis,-1
VH_F_hepataduodenal_ligament,VH_F_round_ligament_of_liver,-1
VH_F_diaphragmatic_surface_of_liver,VH_F_left_anterolateral_segment,-1
VH_F_colic_impression_of_liver,VH_F_quadrate_lobe,-1
VH_F_left_superomedial_segment,VH_F_left_superomedial_segment1,-1
VH_F_falciform_ligament,VH_F_round_ligament_of_liver,-1
VH_F_caudate_lobe,VH_F_right_posterosuperior_segment,-1
VH_F_left_anterolateral_segment,VH_F_left_inferomedial_segment,-1
VH_F_bare_area_of_liver,VH_F_right_posteroinferior_segment,-1
VH_F_capsule_of_the_liver,VH_F_right_posteroinferior_segment,-1
VH_F_caudate_lobe,VH_F_porta_hepatis,-1
VH_F_capsule_of_the_liver,VH_F_renal_impression_of_liver,-1
VH_F_caudate_lobe,VH_F_left_anterolateral_segment,-1
VH_F_left_anterolateral_segment,VH_F_round_ligament_of_liver,-1
VH_F_quadrate_lobe,VH_F_round_ligament_of_liver,-1
VH_F_esophageal_impression_of_liver,VH_F_left_superomedial_segment,-1
VH_F_caudate_lobe,VH_F_right_anterosuperior_segment,-1
VH_F_diaphragmatic_surface_of_liver,VH_F_round_ligament_of_liver,-1
VH_F_left_anterolateral_segment,VH_F_left_superomedial_segment1,-1
VH_F_capsule_of_the_liver,VH_F_ligamentum_venosum,-1
VH_F_falciform_ligament,VH_F_left_anterolateral_segment,-1
VH_F_caudate_lobe,VH_F_suprarenal_impression_of_liver,-1
VH_F_bare_area_of_liver,VH_F_caudate_lobe,-1
VH_F_capsule_of_the_liver,VH_F_esophageal_impression_of_liver,-1
VH_F_diaphragmatic_surface_of_liver,VH_F_gastric_impression_of_liver,-1
VH_F_right_posteroinferior_segment,VH_F_suprarenal_impression_of_liver,-1
VH_F_falciform_ligament,VH_F_left_inferomedial_segment,-1
VH_F_caudate_lobe,VH_F_left_superomedial_segment1,-1
VH_F_left_inferomedial_segment,VH_F_left_superomedial_segment,-1
VH_F_capsule_of_the_liver,VH_F_hepataduodenal_ligament,-1
VH_F_caudate_lobe,VH_F_right_anteroinferior_segment,-1
VH_F_coronary_ligament_of_liver,VH_F_right_anterosuperior_segment,-1
VH_F_capsule_of_the_liver,VH_F_duodenal_impression_of_liver,-1
VH_F_falciform_ligament,VH_F_left_superomedial_segment1,-1
VH_F_bare_area_of_liver,VH_F_coronary_ligament_of_liver,-1
VH_F_caudate_lobe,VH_F_left_superomedial_segment,-1
VH_F_left_inferomedial_segment,VH_F_quadrate_lobe,-1
VH_F_coronary_ligament_of_liver,VH_F_suprarenal_impression_of_liver,-1
VH_F_diaphragmatic_surface_of_liver,VH_F_suprarenal_impression_of_liver,-1
VH_F_bare_area_of_liver,VH_F_diaphragmatic_surface_of_liver,-1
VH_F_esophageal_impression_of_liver,VH_F_ligamentum_venosum,-1
