source,target,distance
VH_F_ciliary_muscle_R,VH_F_trabecular_meshwork_R,-1
VH_F_optic_disc_R,VH_F_retina_R,-1
VH_F_ciliary_muscle_R,VH_F_iris_R,-1
VH_F_macula_lutea_R,VH_F_retina_R,-1
VH_F_ciliary_processes_R,VH_F_suspensory_ligament_of_lens_R,-1
VH_F_iris_R,VH_F_lens_R,-1
VH_F_aqueous_humor_R,VH_F_trabecular_meshwork_R,-1
VH_F_sclera_R,VH_F_trabecular_meshwork_R,-1
VH_F_suspensory_ligament_of_lens_R,VH_F_vitreous_humor_R,-1
VH_F_aqueous_humor_R,VH_F_cornea_R,-1
VH_F_aqueous_humor_R,VH_F_iris_R,-1
VH_F_lens_R,VH_F_vitreous_humor_R,-1
VH_F_optic_choroid_R,VH_F_retina_R,-1
VH_F_aqueous_humor_R,VH_F_lens_R,-1
VH_F_ciliary_body_R,VH_F_retina_R,-1
VH_F_ciliary_body_R,VH_F_suspensory_ligament_of_lens_R,-1
VH_F_ciliary_body_R,VH_F_ciliary_processes_R,-1
VH_F_optic_choroid_R,VH_F_suspensory_ligament_of_lens_R,-1
VH_F_fovea_R,VH_F_macula_lutea_R,-1
VH_F_aqueous_humor_R,VH_F_ciliary_body_R,-1
VH_F_ciliary_muscle_R,VH_F_optic_choroid_R,-1
VH_F_ciliary_body_R,VH_F_ora_serrata_of_retina_R,-1
VH_F_retina_R,VH_F_vitreous_humor_R,-1
VH_F_ciliary_muscle_R,VH_F_sclera_R,-1
VH_F_ciliary_processes_R,VH_F_vitreous_humor_R,-1
VH_F_optic_choroid_R,VH_F_ora_serrata_of_retina_R,-1
VH_F_aqueous_humor_R,VH_F_ciliary_muscle_R,-1
VH_F_macula_lutea_R,VH_F_vitreous_humor_R,-1
VH_F_ora_serrata_of_retina_R,VH_F_retina_R,-1
VH_F_bulbar_conjunctiva_R,VH_F_sclera_R,-1
VH_F_cornea_R,VH_F_corneo_scleral_junction_R,-1
VH_F_ciliary_body_R,VH_F_vitreous_humor_R,-1
VH_F_ciliary_body_R,VH_F_iris_R,-1
VH_F_fovea_R,VH_F_vitreous_humor_R,-1
VH_F_ciliary_muscle_R,VH_F_suspensory_ligament_of_lens_R,-1
VH_F_ciliary_muscle_R,VH_F_ciliary_processes_R,-1
VH_F_retina_R,VH_F_sclera_R,-1
VH_F_corneo_scleral_junction_R,VH_F_sclera_R,-1
VH_F_ciliary_muscle_R,VH_F_ora_serrata_of_retina_R,-1
VH_F_aqueous_humor_R,VH_F_pupil_R,-1
VH_F_lens_R,VH_F_suspensory_ligament_of_lens_R,-1
VH_F_optic_choroid_R,VH_F_optic_disc_R,-1
VH_F_schlemms_canal_R,VH_F_trabecular_meshwork_R,-1
VH_F_cornea_R,VH_F_sclera_R,-1
VH_F_lens_R,VH_F_pupil_R,-1
VH_F_ciliary_body_R,VH_F_optic_choroid_R,-1
VH_F_ciliary_body_R,VH_F_ciliary_muscle_R,-1
VH_F_iris_R,VH_F_trabecular_meshwork_R,-1
VH_F_optic_choroid_R,VH_F_sclera_R,-1
VH_F_ora_serrata_of_retina_R,VH_F_vitreous_humor_R,-1
VH_F_aqueous_humor_R,VH_F_schlemms_canal_R,-1
