"sex","tool","modality","organ","organId","as","as_id","cell_id","cell_label","cell_count","percentage","annotation_label","annotation_label_id","cell_label2"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",3.408,0.000239750659314313,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",3.408,0.000239750659314313,"Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",3.408,0.000239750659314313,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",1.637,0.0000401231174304381,"Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",1.637,0.0000401231174304381,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",47.837,0.0000988517966138905,"Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",47.837,0.0000988517966138905,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",393.418,0.000135681328068144,"Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",393.418,0.000135681328068144,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",1.637,0.0000401231174304381,"Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000814","Natural Killer T",1.637,0.0000401231174304381,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",47.837,0.0000988517966138905,"Natural Killer T","AZ:0000053","mature NK T cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",47.837,0.0000988517966138905,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",393.418,0.000135681328068144,"Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000814","Natural Killer T",393.418,0.000135681328068144,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Papilla","UBERON:0001228","CL:0000814","Natural Killer T",1.236,0.0000901072451182431,"Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Papilla","UBERON:0001228","CL:0000814","Natural Killer T",1.236,0.0000901072451182431,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Papilla","UBERON:0001228","CL:0000814","Natural Killer T",1.236,0.0000901072451182431,"Natural Killer T","AZ:0000053","mature NK T cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Papilla","UBERON:0001228","CL:0000814","Natural Killer T",1.236,0.0000901072451182431,"Proliferating T/Nk","AZ:0000148","mature NK T cell:proliferating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000875","Non-classical monocyte",7.779,0.0000161633761060994,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000875","Non-classical monocyte",7.779,0.0000161633761060994,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000875","Non-classical monocyte",7.779,0.0000161633761060994,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000875","Non-classical monocyte",7.779,0.0000161633761060994,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000875","Non-classical monocyte",79.86,0.0000406517087701444,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000875","Non-classical monocyte",79.86,0.0000406517087701444,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000875","Non-classical monocyte",79.86,0.0000406517087701444,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000875","Non-classical monocyte",79.86,0.0000406517087701444,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Papilla","UBERON:0001228","CL:0000875","Non-classical monocyte",1.904,0.000138805982771145,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Papilla","UBERON:0001228","CL:0000875","Non-classical monocyte",1.904,0.000138805982771145,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Papilla","UBERON:0001228","CL:0000875","Non-classical monocyte",1.904,0.000138805982771145,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Papilla","UBERON:0001228","CL:0000875","Non-classical monocyte",1.904,0.000138805982771145,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000875","Non-classical monocyte",2.915,0.0000714470905984893,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000875","Non-classical monocyte",2.915,0.0000714470905984893,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000875","Non-classical monocyte",291.725,0.000100609619871687,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000875","Non-classical monocyte",291.725,0.000100609619871687,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000875","Non-classical monocyte",38.974,0.0000805370303578771,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000875","Non-classical monocyte",38.974,0.0000805370303578771,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000875","Non-classical monocyte",291.725,0.000100609619871687,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000875","Non-classical monocyte",291.725,0.000100609619871687,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000875","Non-classical monocyte",38.974,0.0000805370303578771,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000875","Non-classical monocyte",38.974,0.0000805370303578771,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000875","Non-classical monocyte",2.915,0.0000714470905984893,"Non-Classical Monocyte","AZ:0000055","non-classical monocyte"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000875","Non-classical monocyte",2.915,0.0000714470905984893,"C1q Slan-Like","AZ:0000544","non-classical monocyte:tonsil C1Q slan-like"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000890","M2 Macrophage",1621.687,0.00336957666889985,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000890","M2 Macrophage",33.05,0.00299688324142891,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000890","M2 Macrophage",80.019,0.00153142422452881,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000890","M2 Macrophage",15.91,0.0111351871915252,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Capsule","UBERON:0002015","CL:0000890","M2 Macrophage",147.41,0.00297072139538498,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Hilum of Kidney","UBERON:0008716","CL:0000890","M2 Macrophage",80.019,0.00153142422452881,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000890","M2 Macrophage",15.91,0.0111351871915252,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Capsule","UBERON:0002015","CL:0000890","M2 Macrophage",147.41,0.00297072139538498,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000890","M2 Macrophage",1621.687,0.00336957666889985,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Hilum of Kidney","UBERON:0008716","CL:0000890","M2 Macrophage",33.05,0.00299688324142891,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000890","M2 Macrophage",4110.993,0.00209264826185953,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000890","M2 Macrophage",4110.993,0.00209264826185953,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Papilla","UBERON:0001228","CL:0000890","M2 Macrophage",152.348,0.0111065198861441,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Papilla","UBERON:0001228","CL:0000890","M2 Macrophage",152.348,0.0111065198861441,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000890","M2 Macrophage",307.636,0.00754020485878452,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000890","M2 Macrophage",42.6,0.00299688324142891,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000890","M2 Macrophage",907.113,0.00187448522653628,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000890","M2 Macrophage",6845.492,0.0023608615920976,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000890","M2 Macrophage",307.636,0.00754020485878452,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000890","M2 Macrophage",42.6,0.00299688324142891,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000890","M2 Macrophage",907.113,0.00187448522653628,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000890","M2 Macrophage",6845.492,0.0023608615920976,"M2 Macrophage","AZ:0000046","alternatively activated macrophage"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000990","Classical Dendritic",3601.512,0.00183330349306512,"Classical Dendritic","AZ:0000026","conventional dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000990","Classical Dendritic",3601.512,0.00183330349306512,"Classical Dendritic","AZ:0000026","conventional dendritic cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0000990","Classical Dendritic",358,0.000743860219306283,"Classical Dendritic","AZ:0000026","conventional dendritic cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0000990","Classical Dendritic",358,0.000743860219306283,"Classical Dendritic","AZ:0000026","conventional dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0000990","Classical Dendritic",287.425,0.00704483019391794,"Classical Dendritic","AZ:0000026","conventional dendritic cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000990","Classical Dendritic",8991,0.00310080072762477,"Classical Dendritic","AZ:0000026","conventional dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0000990","Classical Dendritic",287.425,0.00704483019391794,"Classical Dendritic","AZ:0000026","conventional dendritic cell"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000990","Classical Dendritic",8991,0.00310080072762477,"Classical Dendritic","AZ:0000026","conventional dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0000990","Classical Dendritic",42.439,0.0000876972091999268,"Classical Dendritic","AZ:0000026","conventional dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0000990","Classical Dendritic",42.439,0.0000876972091999268,"Classical Dendritic","AZ:0000026","conventional dendritic cell"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0001058","Plasmacytoid Dendritic",19.363,0.00000985648681337723,"Plasmacytoid Dendritic","AZ:0000062","plasmacytoid dendritic cell, human"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Kidney Pyramid","UBERON:0004200","CL:0001058","Plasmacytoid Dendritic",19.363,0.00000985648681337723,"Ifn1+ Pdc","AZ:0000590","plasmacytoid dendritic cell, human:Interferon 1 positive"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0001058","Plasmacytoid Dendritic",19.363,0.00000985648681337723,"Plasmacytoid Dendritic","AZ:0000062","plasmacytoid dendritic cell, human"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Kidney Pyramid","UBERON:0004200","CL:0001058","Plasmacytoid Dendritic",19.363,0.00000985648681337723,"Ifn1+ Pdc","AZ:0000590","plasmacytoid dendritic cell, human:Interferon 1 positive"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0001058","Plasmacytoid Dendritic",26.787,0.0000553534518447286,"Plasmacytoid Dendritic","AZ:0000062","plasmacytoid dendritic cell, human"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0001058","Plasmacytoid Dendritic",26.787,0.0000553534518447286,"Ifn1+ Pdc","AZ:0000590","plasmacytoid dendritic cell, human:Interferon 1 positive"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0001058","Plasmacytoid Dendritic",1.068,0.0000261768414268222,"Plasmacytoid Dendritic","AZ:0000062","plasmacytoid dendritic cell, human"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0001058","Plasmacytoid Dendritic",1.068,0.0000261768414268222,"Ifn1+ Pdc","AZ:0000590","plasmacytoid dendritic cell, human:Interferon 1 positive"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0001058","Plasmacytoid Dendritic",40,0.0000137951316989201,"Plasmacytoid Dendritic","AZ:0000062","plasmacytoid dendritic cell, human"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0001058","Plasmacytoid Dendritic",40,0.0000137951316989201,"Ifn1+ Pdc","AZ:0000590","plasmacytoid dendritic cell, human:Interferon 1 positive"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0001058","Plasmacytoid Dendritic",26.787,0.0000553534518447286,"Plasmacytoid Dendritic","AZ:0000062","plasmacytoid dendritic cell, human"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Outer Cortex of Kidney","UBERON:0002189","CL:0001058","Plasmacytoid Dendritic",26.787,0.0000553534518447286,"Ifn1+ Pdc","AZ:0000590","plasmacytoid dendritic cell, human:Interferon 1 positive"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0001058","Plasmacytoid Dendritic",1.068,0.0000261768414268222,"Plasmacytoid Dendritic","AZ:0000062","plasmacytoid dendritic cell, human"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0001058","Plasmacytoid Dendritic",1.068,0.0000261768414268222,"Ifn1+ Pdc","AZ:0000590","plasmacytoid dendritic cell, human:Interferon 1 positive"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0001058","Plasmacytoid Dendritic",40,0.0000137951316989201,"Plasmacytoid Dendritic","AZ:0000062","plasmacytoid dendritic cell, human"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0001058","Plasmacytoid Dendritic",40,0.0000137951316989201,"Ifn1+ Pdc","AZ:0000590","plasmacytoid dendritic cell, human:Interferon 1 positive"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Lymphatic Endothelial","AZ:0000045","endothelial cell of lymphatic vessel"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Lymphatic Endothelial","AZ:0000045","endothelial cell of lymphatic vessel"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Male","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",23.856,0.00167825461520019,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",34.984,0.000857463127786467,"Lymphatic Endothelial","AZ:0000045","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",34.984,0.000857463127786467,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",34.984,0.000857463127786467,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",34.984,0.000857463127786467,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",34.984,0.000857463127786467,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",34.984,0.000857463127786467,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0002138","Lymphatic Endothelial",234.918,0.000485441527623846,"Lymphatic Endothelial","AZ:0000045","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0002138","Lymphatic Endothelial",234.918,0.000485441527623846,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0002138","Lymphatic Endothelial",234.918,0.000485441527623846,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0002138","Lymphatic Endothelial",234.918,0.000485441527623846,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0002138","Lymphatic Endothelial",234.918,0.000485441527623846,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004538","Outer Cortex of Kidney","UBERON:0002189","CL:0002138","Lymphatic Endothelial",234.918,0.000485441527623846,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",34.984,0.000857463127786467,"Lymphatic Endothelial","AZ:0000045","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Kidney","UBERON:0004539","Renal Column","UBERON:0001284","CL:0002138","Lymphatic Endothelial",34.984,0.000857463127786467,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
