organ,organ_id,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,node_type,glb file of single organs,Ref/1,Ref/1/ID,combo,color
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cell,14.406,0.001890946741352456,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_T cell,#77762b
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,mast cell,0.686,9.004508292154553e-05,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_mast cell,#44537d
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,0.15,1.968915807322424e-05,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_B cell,#ced833
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,4.952000000000001,0.0006500047385240431,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_plasma cell,#a6d5f7
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,0.15,1.968915807322424e-05,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_mature NK T cell,#896492
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,0.3,3.937831614644848e-05,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_non-classical monocyte,#5a0b7f
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 macrophage,101.528,0.01332667227238874,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_M2 macrophage,#c6e8bc
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002201,renal beta-intercalated cell,2.55,0.0003347156872448121,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_renal beta-intercalated cell,#994b4f
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,monocyte-derived dendritic cell,6.624,0.0008694732205135825,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_monocyte-derived dendritic cell,#11860b
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000597,papillary tips cell,0.15,1.968915807322424e-05,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_papillary tips cell,#18b8d1
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,kidney interstitial fibroblast,2.058,0.0002701352487646366,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney interstitial fibroblast,#d47e96
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,kidney cortex collecting duct principal cell,13.138,0.0017245077251068,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney cortex collecting duct principal cell,#7062c8
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,kidney outer medulla collecting duct principal cell,254.506,0.0334067257638934,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney outer medulla collecting duct principal cell,#83e987
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000717,kidney outer medulla collecting duct intercalated cell,5.7,0.0007481880067825212,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney outer medulla collecting duct intercalated cell,#33f19b
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,kidney inner medulla collecting duct principal cell,2747.700000000001,0.3606659975853218,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney inner medulla collecting duct principal cell,#7840e6
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,kidney connecting tubule epithelial cell,125.836,0.01651736596868164,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney connecting tubule epithelial cell,#e8684a
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,macula densa epithelial cell,1.95,0.0002559590549519151,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_macula densa epithelial cell,#b8ba33
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001107,kidney loop of Henle thin ascending limb epithelial cell,353.116,0.04635037828123102,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney loop of Henle thin ascending limb epithelial cell,#321b4c
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,3.580000000000001,0.000469914572680952,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney loop of Henle medullary thick ascending limb epithelial cell,#3f00e5
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,vasa recta ascending limb cell,652.45,0.08564127456583438,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_vasa recta ascending limb cell,#853d9f
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,renal interstitial pericyte,39.788,0.005222614809449641,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_renal interstitial pericyte,#1efe3e
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030012,kidney loop of Henle short descending thin limb epithelial cell,139.746,0.01834320722733863,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney loop of Henle short descending thin limb epithelial cell,#ed29c7
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,0.686,9.004508292154553e-05,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney loop of Henle long descending thin limb outer medulla epithelial cell,#3d109f
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,469.844,0.06167221857170647,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_kidney loop of Henle long descending thin limb inner medulla epithelial cell,#c8de15
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,epithelial cell of early distal convoluted tubule,0.45,5.906747421967272e-05,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_epithelial cell of early distal convoluted tubule,#4e0355
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,renal medullary fibroblast,2559.828,0.3360057208817698,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_renal medullary fibroblast,#6529c9
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,116.234,0.01525699732988765,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_Descending Vasa Recta Endothelial ,#36a1b7
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,0.3,3.937831614644848e-05,3,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_papilla_L,renal papilla,UBERON:0001228,organizational,VH_M_Kidney_L,,,Left kidney_renal papilla_Peritubular Capilary Endothelial ,#04e129
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cell,2.694,0.0003596259889714696,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_T cell,#7b3731
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000650,mesangial cell,3.592,0.0004795013186286262,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_mesangial cell,#0cfbc4
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000653,podocyte,8.98,0.001198753296571566,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_podocyte,#2d3b8e
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,1.796,0.0002397506593143131,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_mature NK T cell,#d622e0
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 macrophage,22.45,0.002996883241428913,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_M2 macrophage,#caabb7
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,12.572,0.001678254615200192,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_endothelial cell of lymphatic vessel,#c7cf0e
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002201,renal beta-intercalated cell,1.796,0.0002397506593143131,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_renal beta-intercalated cell,#f9db4c
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002573,Schwann cell,2.694,0.0003596259889714696,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_Schwann cell,#987f76
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,monocyte-derived dendritic cell,0.898,0.0001198753296571565,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_monocyte-derived dendritic cell,#fd6d54
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000412,endothelial cell of arteriole,8.082,0.001078877966914409,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_endothelial cell of arteriole,#09c40c
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000452,parietal epithelial cell,3.592,0.0004795013186286262,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_parietal epithelial cell,#2d9513
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,kidney interstitial fibroblast,44.9,0.005993766482857827,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney interstitial fibroblast,#c873ae
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,kidney cortex collecting duct principal cell,10.776,0.001438503955885879,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney cortex collecting duct principal cell,#75604e
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000715,kidney cortex collecting duct intercalated cell,78.126,0.01042915368017262,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney cortex collecting duct intercalated cell,#b22932
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,kidney outer medulla collecting duct principal cell,713.91,0.09530088707743944,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney outer medulla collecting duct principal cell,#c4d3df
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000717,kidney outer medulla collecting duct intercalated cell,38.614,0.005154639175257732,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney outer medulla collecting duct intercalated cell,#94a82d
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,kidney connecting tubule epithelial cell,37.716,0.005034763845600575,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney connecting tubule epithelial cell,#30eb4b
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,macula densa epithelial cell,47.594,0.006353392471829297,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_macula densa epithelial cell,#527d01
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001005,glomerular capillary endothelial cell,5.388,0.0007192519779429393,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_glomerular capillary endothelial cell,#b18a60
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001107,kidney loop of Henle thin ascending limb epithelial cell,1.796,0.0002397506593143131,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney loop of Henle thin ascending limb epithelial cell,#a002e2
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,2261.164,0.3018460800767202,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney loop of Henle medullary thick ascending limb epithelial cell,#bb50ee
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,2023.194,0.2700791177175737,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney loop of Henle cortical thick ascending limb epithelial cell,#bf35a9
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,vasa recta ascending limb cell,212.826,0.0284104531287461,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_vasa recta ascending limb cell,#e508fc
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,renal interstitial pericyte,120.332,0.01606329417405898,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_renal interstitial pericyte,#1525c5
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030011,epithelial cell of proximal tubule segment 3,115.842,0.01546391752577319,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_epithelial cell of proximal tubule segment 3,#c59941
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030012,kidney loop of Henle short descending thin limb epithelial cell,485.818,0.06485255334452168,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney loop of Henle short descending thin limb epithelial cell,#2fc9f2
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,299.932,0.04003836010549029,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney loop of Henle long descending thin limb outer medulla epithelial cell,#24f011
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,0.898,0.0001198753296571565,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney loop of Henle long descending thin limb inner medulla epithelial cell,#d0b58a
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,epithelial cell of early distal convoluted tubule,12.572,0.001678254615200192,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_epithelial cell of early distal convoluted tubule,#7cd8e9
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030018,kidney connecting tubule principal cell,271.196,0.03620234955646128,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_kidney connecting tubule principal cell,#36874a
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,renal medullary fibroblast,174.212,0.02325581395348837,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_column_L,renal column,UBERON:0001284,surface,VH_M_Kidney_L,,,Left kidney_renal column_renal medullary fibroblast,#44ab07
