organ,organ_id,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,node_type,glb file of single organs,Ref/1,Ref/1/ID,combo,color
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,38253.41,0.01319277072206971,94,#VHMLeftKidney,#VHMaleOrgans,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,mesh,VH_M_Kidney_L,,,Left kidney_outer cortex of kidney_kidney loop of Henle long descending thin limb inner medulla epithelial cell,#8d09db
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,epithelial cell of early distal convoluted tubule,207833.574,0.07167728811968158,94,#VHMLeftKidney,#VHMaleOrgans,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,mesh,VH_M_Kidney_L,,,Left kidney_outer cortex of kidney_epithelial cell of early distal convoluted tubule,#8061dc
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030017,epithelial cell of late distal convoluted tubule,5220.755,0.001800525069819894,94,#VHMLeftKidney,#VHMaleOrgans,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,mesh,VH_M_Kidney_L,,,Left kidney_outer cortex of kidney_epithelial cell of late distal convoluted tubule,#fe16dc
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030018,kidney connecting tubule principal cell,11213.274,0.003867214790151923,94,#VHMLeftKidney,#VHMaleOrgans,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,mesh,VH_M_Kidney_L,,,Left kidney_outer cortex of kidney_kidney connecting tubule principal cell,#274c69
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030020,kidney connecting tubule alpha-intercalated cell,666.0,0.0002296889427870202,94,#VHMLeftKidney,#VHMaleOrgans,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,mesh,VH_M_Kidney_L,,,Left kidney_outer cortex of kidney_kidney connecting tubule alpha-intercalated cell,#49c57a
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,renal medullary fibroblast,40603.482,0.01400325954061832,94,#VHMLeftKidney,#VHMaleOrgans,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,mesh,VH_M_Kidney_L,,,Left kidney_outer cortex of kidney_renal medullary fibroblast,#3f2a23
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033078,cycling mononuclear phagocyte,6.0,2.06926975483802e-06,94,#VHMLeftKidney,#VHMaleOrgans,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,mesh,VH_M_Kidney_L,,,Left kidney_outer cortex of kidney_cycling mononuclear phagocyte,#399ff8
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,32499.288,0.01120829895202837,94,#VHMLeftKidney,#VHMaleOrgans,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,mesh,VH_M_Kidney_L,,,Left kidney_outer cortex of kidney_Descending Vasa Recta Endothelial ,#9d1d49
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,23368.055,0.008059134906815228,94,#VHMLeftKidney,#VHMaleOrgans,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,mesh,VH_M_Kidney_L,,,Left kidney_outer cortex of kidney_Peritubular Capilary Endothelial ,#a44d8c
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cell,2249.235000000001,0.004870792523215079,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_T cell,#2971b7
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,mast cell,34.0,7.362812057846896e-05,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_mast cell,#1f138b
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,152.012,0.0003291869960404183,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_B cell,#dbe7a9
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000648,kidney granular cell,38.547,8.347479893936007e-05,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney granular cell,#82b75f
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000650,mesangial cell,432.708,0.0009370434352725924,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_mesangial cell,#ac37d3
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000653,podocyte,1047.483,0.002268358959644012,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_podocyte,#50f408
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,6.0,1.299319774914158e-05,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_neutrophil,#db1f27
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,6.012,1.301918414463986e-05,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_plasma cell,#a36a76
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,14.589,3.159296032703775e-05,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_mature NK T cell,#8b9f0d
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,4.027,8.72060122263219e-06,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_non-classical monocyte,#3022cb
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 macrophage,1463.011,0.003168198538694896,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_M2 macrophage,#3d1a18
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000990,conventional dendritic cell,358.0,0.0007752607990321143,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_conventional dendritic cell,#ac2d61
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,34.004,7.363678271030171e-05,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_endothelial cell of lymphatic vessel,#201ff4
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002201,renal beta-intercalated cell,6841.483,0.0148154569193984,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_renal beta-intercalated cell,#43e116
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002573,Schwann cell,13.858,3.000995573460067e-05,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_Schwann cell,#17cc4a
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,monocyte-derived dendritic cell,2951.421,0.006391399448994866,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_monocyte-derived dendritic cell,#d61ef0
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000412,endothelial cell of arteriole,468.172,0.001013841896101852,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_endothelial cell of arteriole,#fadf1d
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000452,parietal epithelial cell,2146.141,0.00464753906842341,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_parietal epithelial cell,#d9081c
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000597,papillary tips cell,1084.013,0.002347465878606702,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_papillary tips cell,#75bd3d
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,kidney interstitial fibroblast,7688.019,0.01664865852769295,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney interstitial fibroblast,#801329
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,kidney cortex collecting duct principal cell,47365.703,0.1025719909343514,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney cortex collecting duct principal cell,#68d4f5
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000715,kidney cortex collecting duct intercalated cell,1426.233,0.003088554567558574,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney cortex collecting duct intercalated cell,#9f99cf
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,kidney outer medulla collecting duct principal cell,3460.530000000001,0.007493891767806154,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney outer medulla collecting duct principal cell,#8a3894
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000717,kidney outer medulla collecting duct intercalated cell,2971.651,0.006435208180739054,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney outer medulla collecting duct intercalated cell,#06e4e7
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,kidney inner medulla collecting duct principal cell,13973.404,0.03025986690010765,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney inner medulla collecting duct principal cell,#4d9b9a
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,kidney connecting tubule epithelial cell,36564.115,0.07918079611955897,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney connecting tubule epithelial cell,#97053d
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,macula densa epithelial cell,6573.065,0.01423418889382688,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_macula densa epithelial cell,#267d97
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001005,glomerular capillary endothelial cell,1368.161,0.002962797737610549,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_glomerular capillary endothelial cell,#7294d3
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001107,kidney loop of Henle thin ascending limb epithelial cell,28549.937,0.06182582952775565,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney loop of Henle thin ascending limb epithelial cell,#88a61d
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,37587.1,0.08139610385279325,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney loop of Henle medullary thick ascending limb epithelial cell,#0aed4b
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,105493.791,0.2284502812949354,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney loop of Henle cortical thick ascending limb epithelial cell,#f9fb8c
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,vasa recta ascending limb cell,6114.286,0.01324068784880131,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_vasa recta ascending limb cell,#fb684c
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,renal interstitial pericyte,3008.679,0.006515393535114923,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_renal interstitial pericyte,#3f4fbc
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030009,epithelial cell of proximal tubule segment 1,2203.518,0.004771790852965493,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_epithelial cell of proximal tubule segment 1,#ece47f
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030010,epithelial cell of proximal tubule segment 2,114.691,0.0002483671405077995,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_epithelial cell of proximal tubule segment 2,#39f5f8
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030011,epithelial cell of proximal tubule segment 3,636.392,0.001378127850328618,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_epithelial cell of proximal tubule segment 3,#677442
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030012,kidney loop of Henle short descending thin limb epithelial cell,48210.29,0.1044009719189105,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney loop of Henle short descending thin limb epithelial cell,#d18377
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,6053.295999999999,0.01310861199368129,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney loop of Henle long descending thin limb outer medulla epithelial cell,#2bac78
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,9374.074,0.02029986619951443,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney loop of Henle long descending thin limb inner medulla epithelial cell,#7939ad
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,epithelial cell of early distal convoluted tubule,21950.691,0.04753494481555039,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_epithelial cell of early distal convoluted tubule,#db5471
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030017,epithelial cell of late distal convoluted tubule,38.735,8.388191913549985e-05,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_epithelial cell of late distal convoluted tubule,#494910
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030018,kidney connecting tubule principal cell,1745.379,0.003779675749033163,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney connecting tubule principal cell,#1b351e
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030020,kidney connecting tubule alpha-intercalated cell,5.0,1.082766479095132e-05,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_kidney connecting tubule alpha-intercalated cell,#c5aeef
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,renal medullary fibroblast,28149.594,0.06095887356667489,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_renal medullary fibroblast,#0d5141
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033078,cycling mononuclear phagocyte,4.0,8.662131832761053e-06,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_cycling mononuclear phagocyte,#c17533
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,19436.637,0.04209067801988033,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_Descending Vasa Recta Endothelial ,#fa3453
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0004200,renal pyramid,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,2368.401,0.005128850423710777,31,#VHMLeftKidney,#VHMaleOrgans,VH_M_renal_pyramid_L,renal pyramid,UBERON:0004200,organizational,VH_M_Kidney_L,,,Left kidney_renal pyramid_Peritubular Capilary Endothelial ,#e5c93e
Left kidney,http://purl.obolibrary.org/obo/UBERON_0004538,http://purl.obolibrary.org/obo/UBERON_0008716,hilum of kidney,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cell,1.986,0.0003596259889714697,2,#VHMLeftKidney,#VHMaleOrgans,VH_M_hilum_of_kidney_L,hilum of kidney,UBERON:0008716,surface,VH_M_Kidney_L,,,Left kidney_hilum of kidney_T cell,#f9d62f
