organ,as_label,cell_id,cell_label,cell_percentage,anatomical_structure_of,node_name,label,glb file of single organs,color
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1001318,renal interstitial pericyte,0.006294812745991102,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#6108e9
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030009,epithelial cell of proximal tubule segment 1,0.09498296294854933,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#5dd71f
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030010,epithelial cell of proximal tubule segment 2,0.001154067264737288,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#6a5d29
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030011,epithelial cell of proximal tubule segment 3,0.05577066769999375,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#fd5913
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030012,kidney loop of Henle short descending thin limb epithelial cell,0.03362494548392434,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#670846
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,0.05270662789444197,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#33984e
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,0.01319277072206971,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#8d09db
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030016,epithelial cell of early distal convoluted tubule,0.07167728811968158,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#8061dc
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030017,epithelial cell of late distal convoluted tubule,0.001800525069819894,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#fe16dc
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030018,kidney connecting tubule principal cell,0.003867214790151923,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#274c69
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030020,kidney connecting tubule alpha-intercalated cell,0.0002296889427870202,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#49c57a
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030022,renal medullary fibroblast,0.01400325954061832,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#3f2a23
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4033078,cycling mononuclear phagocyte,2.06926975483802e-06,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#399ff8
Left kidney,outer cortex of kidney,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,0.01120829895202837,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#9d1d49
Left kidney,outer cortex of kidney,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,0.008059134906815228,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L,#a44d8c
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000084,T cell,0.004870792523215079,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#2971b7
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000097,mast cell,7.362812057846896e-05,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#1f138b
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000236,B cell,0.0003291869960404183,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#dbe7a9
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000648,kidney granular cell,8.347479893936007e-05,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#82b75f
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000650,mesangial cell,0.0009370434352725924,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#ac37d3
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000653,podocyte,0.002268358959644012,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#50f408
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,1.299319774914158e-05,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#db1f27
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,1.301918414463986e-05,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#a36a76
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,3.159296032703775e-05,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#8b9f0d
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,8.72060122263219e-06,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#3022cb
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000890,M2 macrophage,0.003168198538694896,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#3d1a18
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0000990,conventional dendritic cell,0.0007752607990321143,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#ac2d61
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,7.363678271030171e-05,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#201ff4
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0002201,renal beta-intercalated cell,0.0148154569193984,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#43e116
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0002573,Schwann cell,3.000995573460067e-05,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#17cc4a
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_0011031,monocyte-derived dendritic cell,0.006391399448994866,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#d61ef0
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000412,endothelial cell of arteriole,0.001013841896101852,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#fadf1d
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000452,parietal epithelial cell,0.00464753906842341,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#d9081c
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000597,papillary tips cell,0.002347465878606702,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#75bd3d
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000692,kidney interstitial fibroblast,0.01664865852769295,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#801329
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000714,kidney cortex collecting duct principal cell,0.1025719909343514,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#68d4f5
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000715,kidney cortex collecting duct intercalated cell,0.003088554567558574,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#9f99cf
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000716,kidney outer medulla collecting duct principal cell,0.007493891767806154,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#8a3894
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000717,kidney outer medulla collecting duct intercalated cell,0.006435208180739054,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#06e4e7
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000718,kidney inner medulla collecting duct principal cell,0.03025986690010765,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#4d9b9a
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000768,kidney connecting tubule epithelial cell,0.07918079611955897,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#97053d
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1000850,macula densa epithelial cell,0.01423418889382688,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#267d97
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1001005,glomerular capillary endothelial cell,0.002962797737610549,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#7294d3
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1001107,kidney loop of Henle thin ascending limb epithelial cell,0.06182582952775565,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#88a61d
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,0.08139610385279325,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#0aed4b
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,0.2284502812949354,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#f9fb8c
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1001131,vasa recta ascending limb cell,0.01324068784880131,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#fb684c
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_1001318,renal interstitial pericyte,0.006515393535114923,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#3f4fbc
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030009,epithelial cell of proximal tubule segment 1,0.004771790852965493,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#ece47f
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030010,epithelial cell of proximal tubule segment 2,0.0002483671405077995,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#39f5f8
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030011,epithelial cell of proximal tubule segment 3,0.001378127850328618,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#677442
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030012,kidney loop of Henle short descending thin limb epithelial cell,0.1044009719189105,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#d18377
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,0.01310861199368129,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#2bac78
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,0.02029986619951443,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#7939ad
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030016,epithelial cell of early distal convoluted tubule,0.04753494481555039,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#db5471
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030017,epithelial cell of late distal convoluted tubule,8.388191913549985e-05,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#494910
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030018,kidney connecting tubule principal cell,0.003779675749033163,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#1b351e
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030020,kidney connecting tubule alpha-intercalated cell,1.082766479095132e-05,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#c5aeef
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4030022,renal medullary fibroblast,0.06095887356667489,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#0d5141
Left kidney,renal pyramid,http://purl.obolibrary.org/obo/CL_4033078,cycling mononuclear phagocyte,8.662131832761053e-06,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#c17533
Left kidney,renal pyramid,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,0.04209067801988033,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#fa3453
Left kidney,renal pyramid,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,0.005128850423710777,#VHMLeftKidney,VH_M_renal_pyramid_L,renal pyramid,VH_M_Kidney_L,#e5c93e
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_0000084,T cell,0.0003596259889714697,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#f9d62f
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_0000650,mesangial cell,0.0004795013186286262,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#db78b0
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_0000653,podocyte,0.001198753296571566,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#0552ba
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,0.0002397506593143131,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#cbcae7
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_0000890,M2 macrophage,0.002996883241428914,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#8cec12
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,0.001678254615200192,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#c6556c
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_0002201,renal beta-intercalated cell,0.0002397506593143131,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#0f563e
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_0002573,Schwann cell,0.0003596259889714697,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#241155
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_0011031,monocyte-derived dendritic cell,0.0001198753296571566,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#2ab39e
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1000412,endothelial cell of arteriole,0.001078877966914409,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#60bc2f
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1000452,parietal epithelial cell,0.0004795013186286262,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#7cc394
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1000692,kidney interstitial fibroblast,0.005993766482857828,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#dc1faf
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1000714,kidney cortex collecting duct principal cell,0.001438503955885879,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#6d4d94
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1000715,kidney cortex collecting duct intercalated cell,0.01042915368017262,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#50837c
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1000716,kidney outer medulla collecting duct principal cell,0.09530088707743949,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#af5cd2
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1000717,kidney outer medulla collecting duct intercalated cell,0.005154639175257732,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#b72136
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1000768,kidney connecting tubule epithelial cell,0.005034763845600575,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#e80b7b
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1000850,macula densa epithelial cell,0.006353392471829296,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#6ed084
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1001005,glomerular capillary endothelial cell,0.0007192519779429394,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#6466aa
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1001107,kidney loop of Henle thin ascending limb epithelial cell,0.0002397506593143131,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#0e3872
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,0.3018460800767202,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#99d1ee
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,0.2700791177175737,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#32999a
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1001131,vasa recta ascending limb cell,0.0284104531287461,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#1d2826
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_1001318,renal interstitial pericyte,0.01606329417405898,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#b127aa
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_4030011,epithelial cell of proximal tubule segment 3,0.0154639175257732,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#50a364
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_4030012,kidney loop of Henle short descending thin limb epithelial cell,0.0648525533445217,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#2a0ff3
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,0.04003836010549029,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#790a4f
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,0.0001198753296571566,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#6c8a3d
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_4030016,epithelial cell of early distal convoluted tubule,0.001678254615200192,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#0ee72e
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_4030018,kidney connecting tubule principal cell,0.03620234955646128,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#d38e4a
Left kidney,hilum of kidney,http://purl.obolibrary.org/obo/CL_4030022,renal medullary fibroblast,0.02325581395348837,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#766428
Left kidney,hilum of kidney,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,0.04902900982977704,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#3a33b4
Left kidney,hilum of kidney,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,0.01306641093263006,#VHMLeftKidney,VH_M_hilum_of_kidney_L,hilum of kidney,VH_M_Kidney_L,#360391
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,0.2587151026110405,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#28a2fe
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000077,mesothelial cell,0.005506003929082116,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#abc608
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000084,T cell,0.02499114591739153,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#0eb2d7
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000097,mast cell,0.002023284654654702,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#e87e25
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,0.00828315339164628,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#8b9bc0
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000136,adipocyte,0.005492594324824043,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#e07d9b
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,0.02323921855905566,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#f7a69c
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000235,macrophage,0.05254294766108934,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#7d6635
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000236,B cell,0.01059049022177783,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#319c5d
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,0.02010576161685249,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#a7411d
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0000669,pericyte,0.06030523662744232,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#dedd3c
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0002129,Atrial Cardiomyocyte,0.1148455346324131,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#a76cd3
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0002131,Ventricular Cardiomycoyte,0.1224932293410582,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#ca257b
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,0.008053522427358914,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#d6bbfe
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,0.09243349125581488,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#5ab530
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0002350,endocardial cell,0.03550863207537858,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#15f08a
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0002573,Schwann cell,0.01374093039373933,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#4846df
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_0011031,monocyte-derived dendritic cell,0.0760197952986472,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#50379e
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,0.02829286956886352,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#e48659
heart,right cardiac atrium,http://purl.obolibrary.org/obo/CL_1000414,endothelial cell of venule,0.03681705549186939,#VHMHeart,VH_M_right_cardiac_atrium,right cardiac atrium,VH_M_Heart,#cfb38c
heart,left cardiac atrium,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,0.1711423883947845,#VHMHeart,VH_M_left_cardiac_atrium,left cardiac atrium,VH_M_Heart,#9af692
heart,left cardiac atrium,http://purl.obolibrary.org/obo/CL_0000077,mesothelial cell,0.008462136257663413,#VHMHeart,VH_M_left_cardiac_atrium,left cardiac atrium,VH_M_Heart,#4fd013
heart,left cardiac atrium,http://purl.obolibrary.org/obo/CL_0000084,T cell,0.0324453846818064,#VHMHeart,VH_M_left_cardiac_atrium,left cardiac atrium,VH_M_Heart,#a9a045
heart,left cardiac atrium,http://purl.obolibrary.org/obo/CL_0000097,mast cell,0.00522407391416976,#VHMHeart,VH_M_left_cardiac_atrium,left cardiac atrium,VH_M_Heart,#345f0c
heart,left cardiac atrium,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,0.004079958552802003,#VHMHeart,VH_M_left_cardiac_atrium,left cardiac atrium,VH_M_Heart,#9b9148
heart,left cardiac atrium,http://purl.obolibrary.org/obo/CL_0000136,adipocyte,0.0199464640359209,#VHMHeart,VH_M_left_cardiac_atrium,left cardiac atrium,VH_M_Heart,#ce7aa1
heart,left cardiac atrium,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,0.04075641136344012,#VHMHeart,VH_M_left_cardiac_atrium,left cardiac atrium,VH_M_Heart,#6d50a9
heart,left cardiac atrium,http://purl.obolibrary.org/obo/CL_0000235,macrophage,0.03147396597875831,#VHMHeart,VH_M_left_cardiac_atrium,left cardiac atrium,VH_M_Heart,#b890c1
heart,left cardiac atrium,http://purl.obolibrary.org/obo/CL_0000236,B cell,0.005396770572489423,#VHMHeart,VH_M_left_cardiac_atrium,left cardiac atrium,VH_M_Heart,#741b9b
