"organ","as","as_id","cell_id"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cd8-tmem"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cdc1"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cdc2"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:clc-mast-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cldn10-cells"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:clp"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:colonocyte"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:contractile-pericyte-pln-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cx3cr1-cd8-tmem"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cycling-b-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cycling-ec"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cycling-encc-glia"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cycling-neuroblast"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cycling-plasma-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cycling-stromal"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:cycling-ta"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:d-cells-sst-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:dc"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:differentiating-glia"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:distal-progenitor"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:dz-gc-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:ec-cells-npw-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:ec-cells-tac1-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:eecs"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:encc-glia-progenitor"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:endothelial"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:enterocyte"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:fcrl4-memory-b"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:fdc"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:fetal-arterial-ec"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:fetal-venous-ec"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:gc-b-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:gdt"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:germ"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:glia-1-dhh-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:glia-2-eln-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:glia-3-bcan-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:goblet"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:goblet-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:i-cells-cck-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:icc"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:iga-plasma-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:igg-plasma-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:igm-plasma-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:ilc2"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:ilc3"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:ilcp"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:immature-b"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:immature-pericyte"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:k-cells-gip-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:l-cells-pyy-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lec1-ackr4-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lec2-madcam1-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lec3-adgrg3-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lec4-stab2-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lec5-cldn11-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lec6-adamts4-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lti-like-ncr-ilc3"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lymphatic"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lymphoid-dc"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lyve1-macrophage"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:lz-gc-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:m-x-cells-mln-ghrl-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:m1-macrophage"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:m2-macrophage"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:macrophages"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mait-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mast-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mature-arterial-ec"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mature-venous-ec"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:megakaryocyte"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:memory-b"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mesoderm-1-hand1-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mesoderm-2-zeb2-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mesothelium"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mesothelium-prg4-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mesothelium-rgs5-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:microfold-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mln-stroma-fmo2-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mlto"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mmp9-inflammatory-macrophage"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:monocytes"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:mpo-mono-neutrophil"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:muc1-enterocyte"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:myofibroblast"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:myofibroblast-rspo2-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:n-cells-nts-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:naive-b"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:nerve"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:neuroblast"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:neuroendocrine"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:neutrophil"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:nk"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:nk-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:nk-t-cell"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:paneth"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:pdc"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:pericyte"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:plasma"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:pre-b"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:pro-b"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:progenitor-neurog3-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:proximal-progenitor"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:rbc"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:sell-cd4-t"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:sell-cd8-t"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:smc-part1-capn3-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:smc-plpp2-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:smooth-muscle"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:stat1-naive-b"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:stem-cells"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:stroma"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:stromal-1-adamdec1-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:stromal-1-ccl11-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:stromal-2-ch25h-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:stromal-2-npy-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:stromal-3-c7-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:stromal-3-kcnn3-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:stromal-4-mmp1-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:t-reticular"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:ta"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:tfh"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:th1"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:th17"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:transitional-stromal-3-c3-"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:trdv2-trgv9-gdt"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:treg"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:trgv2-gdt"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:trgv4-gdt"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:trgv5-7-gdt"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:tuft"
"Large Intestine","Ascending Colon","UBERON:0001156","ASCTB-TEMP:venous-capillary"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0000057"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0000097"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0000131"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0000236"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0000576"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0000624"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0000625"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0000775"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0000786"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0002071"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0009009"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0009011"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0009016"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:0019032"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:1000320"
"Large Intestine","Ascending Colon","UBERON:0001156","CL:1001516"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:-cells-ins-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:activated-cd4-t"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:activated-cd8-t"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:activated-t"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:adult-glia"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:angiogenic-pericyte"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:arterial-capillary"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:b"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:best2-goblet-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:best4-epithelial"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:branch-a1-imn-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:branch-a2-ipan-in-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:branch-a3-ipan-in-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:branch-a4-in-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:branch-b1-emn-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:branch-b2-emn-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:branch-b3-ipan-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cd4-t-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cd57-enterocyte"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cd66-enterocyte"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cd7-immune"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cd8-t"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cd8-tmem"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cdc1"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cdc2"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:clc-mast-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cldn10-cells"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:clp"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:colonocyte"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:contractile-pericyte-pln-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cx3cr1-cd8-tmem"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cycling-b-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cycling-ec"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cycling-encc-glia"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cycling-neuroblast"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cycling-plasma-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cycling-stromal"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:cycling-ta"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:d-cells-sst-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:dc"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:differentiating-glia"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:distal-progenitor"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:dz-gc-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:ec-cells-npw-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:ec-cells-tac1-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:eecs"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:encc-glia-progenitor"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:endothelial"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:enterocyte"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:fcrl4-memory-b"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:fdc"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:fetal-arterial-ec"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:fetal-venous-ec"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:gc-b-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:gdt"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:germ"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:glia-1-dhh-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:glia-2-eln-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:glia-3-bcan-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:goblet"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:goblet-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:i-cells-cck-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:icc"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:iga-plasma-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:igg-plasma-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:igm-plasma-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:ilc2"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:ilc3"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:ilcp"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:immature-b"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:immature-pericyte"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:k-cells-gip-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:l-cells-pyy-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lec1-ackr4-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lec2-madcam1-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lec3-adgrg3-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lec4-stab2-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lec5-cldn11-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lec6-adamts4-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lti-like-ncr-ilc3"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lymphatic"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lymphoid-dc"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lyve1-macrophage"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:lz-gc-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:m-x-cells-mln-ghrl-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:m1-macrophage"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:m2-macrophage"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:macrophages"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mait-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mast-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mature-arterial-ec"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mature-venous-ec"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:megakaryocyte"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:memory-b"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mesoderm-1-hand1-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mesoderm-2-zeb2-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mesothelium"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mesothelium-prg4-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mesothelium-rgs5-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:microfold-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mln-stroma-fmo2-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mlto"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mmp9-inflammatory-macrophage"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:monocytes"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:mpo-mono-neutrophil"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:muc1-enterocyte"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:myofibroblast"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:myofibroblast-rspo2-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:n-cells-nts-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:naive-b"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:nerve"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:neuroblast"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:neuroendocrine"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:neutrophil"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:nk"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:nk-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:nk-t-cell"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:paneth"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:pdc"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:pericyte"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:plasma"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:pre-b"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:pro-b"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:progenitor-neurog3-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:proximal-progenitor"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:rbc"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:sell-cd4-t"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:sell-cd8-t"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:smc-part1-capn3-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:smc-plpp2-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:smooth-muscle"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:stat1-naive-b"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:stem-cells"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:stroma"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:stromal-1-ccl11-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:stromal-2-ch25h-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:stromal-2-npy-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:stromal-3-c7-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:stromal-3-kcnn3-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:stromal-4-mmp1-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:t-reticular"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:ta"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:tfh"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:th1"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:th17"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:transitional-stromal-3-c3-"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:trdv2-trgv9-gdt"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:treg"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:trgv2-gdt"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:trgv4-gdt"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:trgv5-7-gdt"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:tuft"
"Large Intestine","Transverse Colon","UBERON:0001157","ASCTB-TEMP:venous-capillary"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0000057"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0000097"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0000131"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0000236"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0000576"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0000624"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0000625"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0000775"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0000786"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0002071"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0009009"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0009011"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0009016"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:0019032"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:1000320"
"Large Intestine","Transverse Colon","UBERON:0001157","CL:1001516"
"Large Intestine","Descending Colon","UBERON:0001158","ASCTB-TEMP:-cells-ins-"
