"organ","as","as_id","cell_id"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:lec3-adgrg3-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:lec4-stab2-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:lec5-cldn11-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:lec6-adamts4-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:lti-like-ncr-ilc3"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:lymphatic"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:lymphoid-dc"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:lyve1-macrophage"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:lz-gc-cell"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:m-x-cells-mln-ghrl-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:m1-macrophage"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:m2-macrophage"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:macrophages"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mait-cell"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mast-cell"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mature-arterial-ec"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mature-venous-ec"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:megakaryocyte"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:memory-b"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mesoderm-1-hand1-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mesothelium"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mesothelium-prg4-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mesothelium-rgs5-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:microfold-cell"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mln-stroma-fmo2-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mlto"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mmp9-inflammatory-macrophage"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:monocytes"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:mpo-mono-neutrophil"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:muc1-enterocyte"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:myofibroblast"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:myofibroblast-rspo2-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:n-cells-nts-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:naive-b"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:nerve"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:neuroblast"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:neuroendocrine"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:neutrophil"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:nk"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:nk-cell"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:nk-t-cell"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:paneth"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:pdc"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:pericyte"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:plasma"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:pre-b"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:pro-b"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:progenitor-neurog3-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:proximal-progenitor"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:rbc"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:sell-cd4-t"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:sell-cd8-t"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:smc-part1-capn3-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:smc-plpp2-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:smooth-muscle"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:stat1-naive-b"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:stem-cells"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:stroma"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:stromal-1-adamdec1-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:stromal-1-ccl11-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:stromal-2-ch25h-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:stromal-2-npy-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:stromal-3-c7-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:stromal-3-kcnn3-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:stromal-4-mmp1-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:t-reticular"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:ta"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:tfh"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:th1"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:th17"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:transitional-stromal-3-c3-"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:trdv2-trgv9-gdt"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:treg"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:trgv2-gdt"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:trgv4-gdt"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:trgv5-7-gdt"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:tuft"
"Small Intestine","Distal part of Ileum","FMA:14966","ASCTB-TEMP:venous-capillary"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0000057"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0000097"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0000131"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0000236"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0000576"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0000624"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0000625"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0000775"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0000786"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0009006"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0009012"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:0009080"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:1000334"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:1000343"
"Small Intestine","Distal part of Ileum","FMA:14966","CL:1000495"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000057"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000084"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000115"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000182"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000235"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000236"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000576"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000623"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000767"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000775"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000784"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000786"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0000814"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0002394"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0002399"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0002538"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:0011031"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:1000398"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:1000488"
"Liver","Diaphragmatic Surface of Liver","FMA:15729","CL:2000055"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000037"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000115"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000232"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000233"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000235"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000775"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000784"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000786"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000787"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000788"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000814"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000815"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000860"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000895"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000897"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000900"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000909"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0000921"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0001065"
"Spleen","Diaphragmatic Surface of Spleen","FMA:15828","CL:0002394"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000057"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000077"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000084"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000097"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000115"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000136"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000182"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000192"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000235"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000236"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000359"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000451"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000492"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000545"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000546"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000623"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000625"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000669"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000746"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000775"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000786"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000791"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000792"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000794"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000798"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000814"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000895"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000899"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000913"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000938"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000939"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0001043"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0001050"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0001065"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002057"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002129"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002131"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002138"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002144"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002350"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002396"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002543"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002548"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002573"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0010008"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0010020"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0011031"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:1000413"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:1000414"
"Heart","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:1000477"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0000084"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0000097"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0000235"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0000236"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0000359"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0000646"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0000669"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0000786"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0000814"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0002138"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0002326"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:0002543"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:1000413"
"Lactiferous Glands In Breast","Interlobar Adipose Tissue of Right Mammary Gland","FMA:73165","CL:4006000"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:alveolar-m-proliferating"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:interstitial-m-perivascular"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:monocyte-derived-m"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:non-classical-monocytes"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","ASCTB-TEMP:transitional-club-at2"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000037"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000057"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000071"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000084"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000097"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000158"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000165"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000186"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000192"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000235"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000236"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000313"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000359"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000451"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000492"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000576"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000583"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000623"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000624"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000625"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000646"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000669"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000767"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000775"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000784"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000786"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000814"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000860"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000875"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0000913"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0001044"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0001050"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0001056"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0001058"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002062"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002063"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002075"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002138"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002144"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002241"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002370"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002393"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002394"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002399"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002480"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002543"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002598"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0002633"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0005006"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0005012"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0009089"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0010003"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0017000"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0019001"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:0019003"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:1000271"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:1000312"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:1000331"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:1000413"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:1000414"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:1000491"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:1001603"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:2000016"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4023054"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4028003"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4028004"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4028006"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4033005"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4033022"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4033023"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4033041"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4033042"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4033043"
"Lung","Medial Bronchopulmonary Segment","FMA:7360","CL:4033044"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:alveolar-m-proliferating"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:interstitial-m-perivascular"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:monocyte-derived-m"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:non-classical-monocytes"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","ASCTB-TEMP:transitional-club-at2"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000037"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000057"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000071"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000084"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000097"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000158"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000165"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000186"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000192"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000235"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000236"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000313"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000359"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000451"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000492"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000576"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000583"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000623"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000624"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000625"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000646"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000669"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000767"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000775"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000784"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000786"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000814"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000860"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000875"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000913"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0001044"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0001050"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0001056"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0001058"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002062"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002063"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002075"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002138"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002144"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002241"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002370"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002393"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002394"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002399"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002480"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002543"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002598"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002633"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0005006"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0005012"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0009089"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0010003"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0017000"
"Lung","Lateral Bronchopulmonary Segment","FMA:7361","CL:0019001"
