source,dataset,organ,as,as_iri,age,sex,bmi,tool,cell_type,cell_type_label,cell_type_count,cell_type_percentage,biomarker_label,mean_expression_value
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,60,Female,25,azimuth,CL:0000136,Adipocyte,199,1.07E-02,FASN,2.085914
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,60,Female,25,azimuth,CL:0000136,Adipocyte,199,1.07E-02,SORBS1,1.976015
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,60,Female,25,azimuth,CL:0000136,Adipocyte,199,1.07E-02,GPAM,3.520874
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,60,Female,25,azimuth,CL:0000136,Adipocyte,199,1.07E-02,ACACA,1.817364
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,CELF2,1.863567
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,CELF2,1.863567
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,CELF2,1.863567
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,AKT3,1.759358
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,AKT3,1.759358
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,AKT3,1.759358
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,PTPRG,2.660535
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,PTPRG,2.660535
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,PTPRG,2.660535
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,ZEB1,2.026036
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,ZEB1,2.026036
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,ZEB1,2.026036
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,N4BP2L2,2.208226
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,N4BP2L2,2.208226
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,N4BP2L2,2.208226
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,ANKRD44,1.507892
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,ANKRD44,1.507892
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,ANKRD44,1.507892
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,ADGRB3,1.837803
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,ADGRB3,1.837803
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,ADGRB3,1.837803
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,PRKG1,3.370891
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,PRKG1,3.370891
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,PRKG1,3.370891
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,PTPRK,2.109617
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,PTPRK,2.109617
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,50,Male,20,celltypist,CL:0000136,Adip2,23,9.25E-03,PTPRK,2.109617
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Female,25,azimuth,CL:0000136,Adipocyte,114,3.27E-02,SIK2,1.426331
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Female,25,azimuth,CL:0000136,Adipocyte,114,3.27E-02,ADH1B,1.215409
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Female,25,azimuth,CL:0000136,Adipocyte,114,3.27E-02,GHR,1.585454
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Female,25,azimuth,CL:0000136,Adipocyte,114,3.27E-02,ACACB,2.110985
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Female,25,azimuth,CL:0000136,Adipocyte,114,3.27E-02,MGST1,1.318022
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,45,Female,25,azimuth,CL:0000136,Adipocyte,114,3.27E-02,PLIN1,0.730361
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,55,Male,25,azimuth,CL:0000136,Adipocyte,5,8.60E-04,PARD3B,1.101992
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,55,Male,25,azimuth,CL:0000136,Adipocyte,5,8.60E-04,PARD3B,1.101992
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,55,Male,25,azimuth,CL:0000136,Adipocyte,68,2.82E-02,MGST1,1.402593
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,55,Male,25,azimuth,CL:0000136,Adipocyte,5,8.60E-04,BCL2,1.353911
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,55,Male,25,azimuth,CL:0000136,Adipocyte,5,8.60E-04,BCL2,1.353911
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,55,Male,25,azimuth,CL:0000136,Adipocyte,5,8.60E-04,BCL2,1.353911
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,55,Male,25,azimuth,CL:0000136,Adipocyte,68,2.82E-02,PNPLA2,1.004429
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,55,Male,25,azimuth,CL:0000136,Adipocyte,68,2.82E-02,LIPE-AS1,1.091954
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,55,Male,25,azimuth,CL:0000136,Adipocyte,5,8.60E-04,TCF7L2,1.079688
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,55,Male,25,azimuth,CL:0000136,Adipocyte,5,8.60E-04,TCF7L2,1.079688
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,55,Male,25,azimuth,CL:0000136,Adipocyte,5,8.60E-04,TCF7L2,1.079688
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,60,Female,25,azimuth,CL:0000136,Adipocyte,103,6.66E-03,MALAT1,5.484376
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,heart,Posteromedial head of posterior papillary muscle of left ventricle,http://purl.org/sig/ont/fma/fma7267,60,Female,25,azimuth,CL:0000136,Adipocyte,103,6.66E-03,MALAT1,5.484376
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,60,Female,25,azimuth,CL:0000136,Adipocyte,103,6.66E-03,GPAM,3.133641
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,heart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,60,Female,25,azimuth,CL:0000136,Adipocyte,103,6.66E-03,GPAM,3.133641
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,60,Female,25,azimuth,CL:0000136,Adipocyte,103,6.66E-03,GPAM,3.133641
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,heart,Posteromedial head of posterior papillary muscle of left ventricle,http://purl.org/sig/ont/fma/fma7267,60,Female,25,azimuth,CL:0000136,Adipocyte,103,6.66E-03,GPAM,3.133641
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,azimuth,CL:0000136,Adipocyte,59,4.47E-03,GPAM,1.575979
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,azimuth,CL:0000136,Adipocyte,59,4.47E-03,MGST1,1.931387
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,azimuth,CL:0000136,Adipocyte,59,4.47E-03,PPARG,1.624857
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,azimuth,CL:0000136,Adipocyte,59,4.47E-03,NEAT1,2.62954
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,30,celltypist,CL:0000136,Adip1,59,3.35E-03,EBF1,2.359833
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,30,celltypist,CL:0000136,Adip1,59,3.35E-03,MALAT1,7.340303
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,30,celltypist,CL:0000136,Adip1,59,3.35E-03,SOX5,2.345254
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,30,celltypist,CL:0000136,Adip1,59,3.35E-03,SAA1,2.518541
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,30,celltypist,CL:0000136,Adip1,59,3.35E-03,PPARG,2.227294
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,azimuth,CL:0000136,Adipocyte,59,4.47E-03,MALAT1,5.824535
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,azimuth,CL:0000136,Adipocyte,59,4.47E-03,G0S2,2.949356
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,30,celltypist,CL:0000136,Adip1,59,3.35E-03,NEAT1,3.893564
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,30,celltypist,CL:0000136,Adip1,59,3.35E-03,PTPRG,1.947985
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,30,celltypist,CL:0000136,Adip1,59,3.35E-03,G0S2,2.334408
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,azimuth,CL:0000136,Adipocyte,59,4.47E-03,EBF1,1.699416
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,azimuth,CL:0000136,Adipocyte,59,4.47E-03,LINGO1,1.60034
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,65,Male,30,celltypist,CL:0000136,Adip1,59,3.35E-03,MGST1,2.563671
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,55,Male,25,celltypist,CL:0000136,Adip2,7,1.93E-03,DDX17,1.916882
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,55,Male,25,celltypist,CL:0000136,Adip2,7,1.93E-03,JPX,1.558174
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,celltypist,CL:0000136,Adip1,65,4.93E-03,AGPAT2,2.430995
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,celltypist,CL:0000136,Adip1,65,4.93E-03,LINGO1,2.710173
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,celltypist,CL:0000136,Adip1,65,4.93E-03,PPARG,2.675023
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,heart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,65,Male,30,celltypist,CL:0000136,Adip1,65,4.93E-03,GPAM,2.544802
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,60,Female,25,azimuth,CL:0000136,Adipocyte,199,1.07E-02,GBE1,2.57269
HCA,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,60,Female,25,azimuth,CL:0000136,Adipocyte,199,1.07E-02,NEAT1,3.786694
HuBMAP,https://entity.api.hubmapconsortium.org/entities/c939070bed51fbad07814bc5f265d839,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,48,6.51E-04,ACTN1,0.5
HuBMAP,https://entity.api.hubmapconsortium.org/entities/c939070bed51fbad07814bc5f265d839,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,48,6.51E-04,COPG2,1.020833
HuBMAP,https://entity.api.hubmapconsortium.org/entities/c939070bed51fbad07814bc5f265d839,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,48,6.51E-04,COL4A1,0.7916666
HuBMAP,https://entity.api.hubmapconsortium.org/entities/c939070bed51fbad07814bc5f265d839,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,48,6.51E-04,MAML2,0.375
HuBMAP,https://entity.api.hubmapconsortium.org/entities/c939070bed51fbad07814bc5f265d839,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,48,6.51E-04,GALNT2,0.5416667
HuBMAP,https://entity.api.hubmapconsortium.org/entities/c939070bed51fbad07814bc5f265d839,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,48,6.51E-04,RUNX1,0.3235887
HuBMAP,https://entity.api.hubmapconsortium.org/entities/c939070bed51fbad07814bc5f265d839,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,48,6.51E-04,ABCA1,0.7083333
HuBMAP,https://entity.api.hubmapconsortium.org/entities/c939070bed51fbad07814bc5f265d839,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,48,6.51E-04,SOX5,1.020833
HuBMAP,https://entity.api.hubmapconsortium.org/entities/c939070bed51fbad07814bc5f265d839,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,48,6.51E-04,ADH1B,0.4479167
HuBMAP,https://entity.api.hubmapconsortium.org/entities/c939070bed51fbad07814bc5f265d839,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,48,6.51E-04,TRPS1,0.4375
HuBMAP,https://entity.api.hubmapconsortium.org/entities/e0bc8680624ee3aa097f52cc0f860f48,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,17,1.69E-04,PECR,0.2352941
HuBMAP,https://entity.api.hubmapconsortium.org/entities/e0bc8680624ee3aa097f52cc0f860f48,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,17,1.69E-04,PDE3B,0.5294118
HuBMAP,https://entity.api.hubmapconsortium.org/entities/e0bc8680624ee3aa097f52cc0f860f48,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,azimuth,CL:0000136,Adipocyte,17,1.69E-04,MLXIPL,0.1764706
HuBMAP,https://entity.api.hubmapconsortium.org/entities/e0bc8680624ee3aa097f52cc0f860f48,heart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,44,Male,25.9,celltypist,CL:0000136,Adip2,5,4.97E-05,TRIO,1.764733
